CM-0,CM-1,cell-id,qty-points,connected-cells,gCluster-label
0.671914,0.072691,610,8,77,3,608,611
0.673387,0.082198,611,3,77,3,610
0.15758,0.416435,612,4,136,4,613
0.167312,0.41094,613,9,136,4,612,627
0.174418,0.389325,614,7,136,4,622
0.175555,0.375116,615,4,1,-1
0.177213,0.254537,616,5,136,4,626,632
0.177203,0.271327,617,4,136,4,626
0.177374,0.297667,618,2,136,4,623
0.178198,0.22702,619,5,136,4,624
0.177814,0.315784,620,2,136,4,630
0.178198,0.206499,621,3,136,4,634
0.190259,0.389113,622,19,136,4,614,627,635,637,641,643
0.188592,0.290194,623,17,136,4,618,626,630,636,642,646
0.189002,0.230565,624,13,136,4,619,632,634,638,645
0.187426,0.350856,625,16,136,4,633,635,637,639
0.186181,0.269908,626,12,136,4,616,617,623,632,636,638
0.191739,0.411415,627,18,136,4,613,622,641,643
0.187643,0.153474,628,11,136,4,631
0.188021,0.190012,629,20,136,4,631,634,640,648
0.190642,0.311153,630,18,136,4,620,623,633,642,646,647
0.190893,0.168659,631,14,136,4,628,629,640,648
0.186804,0.251793,632,10,136,4,616,624,626,636,638
0.18787,0.333103,633,9,136,4,625,630,639
0.189581,0.209143,634,12,136,4,621,624,629,640,644
0.193205,0.368072,635,13,136,4,622,625,637,639,641
0.207443,0.267727,636,16,136,4,623,626,632,638,642,652,657
0.209563,0.371101,637,14,136,4,622,625,635,639,641,651,661
0.209581,0.248373,638,20,136,4,624,626,632,636,645,650,652,658
0.207128,0.350626,639,18,136,4,625,633,635,637,647,651,655,661
0.209591,0.189989,640,19,136,4,629,631,634,644,648,653,656,663
0.210361,0.39046,641,17,136,4,622,627,635,637,643,660,661
0.209384,0.286749,642,11,136,4,623,630,636,646,652,654,657
0.208733,0.407161,643,14,136,4,622,627,641,660
0.213014,0.212047,644,9,136,4,634,640,645,650,653,656
0.210568,0.229274,645,8,136,4,624,638,644,650,653
0.209628,0.310832,646,19,136,4,623,630,642,647,654,655,657
0.210642,0.328013,647,11,136,4,630,639,646,651,654,655
0.211658,0.172033,648,14,136,4,629,631,640,649,656,659,663
0.213371,0.151063,649,8,136,4,648,659
0.229868,0.228241,650,19,136,4,638,644,645,653,658,665
0.228707,0.349127,651,23,136,4,637,639,647,655,661,669
0.230501,0.268749,652,15,136,4,636,638,642,657,658,664
0.228387,0.212783,653,18,136,4,640,644,645,650,656
0.22964,0.311598,654,20,136,4,642,646,647,655,657
0.227636,0.329421,655,19,136,4,639,646,647,651,654
0.229357,0.190609,656,15,136,4,640,644,648,653,663,666
0.230599,0.288786,657,13,136,4,636,642,646,652,654
0.225152,0.251174,658,6,136,4,638,650,652
0.231699,0.15394,659,12,136,4,648,649,663
0.230877,0.410799,660,18,136,4,641,643,667,668
0.230565,0.369425,661,13,136,4,637,639,641,651,668,669,670
0.231251,0.39077,662,4,136,4,668
0.230657,0.173741,663,10,136,4,640,648,656,659
0.243118,0.266003,664,3,136,4,652
0.242762,0.227638,665,4,136,4,650
0.251076,0.188235,666,8,136,4,656
0.249931,0.411478,667,13,136,4,660,668,674
0.248208,0.390998,668,14,136,4,660,661,662,667,671,673
0.248156,0.353947,669,8,136,4,651,661,671
0.248264,0.369482,670,5,136,4,661,671
0.269774,0.369859,671,22,136,4,668,669,670,672,673,675,677,678
0.267097,0.353646,672,6,136,4,671
0.269466,0.388041,673,13,136,4,668,671,674,675,676,678
0.269189,0.413174,674,10,136,4,667,673,675,676
0.290971,0.390115,675,24,136,4,671,673,674,676,678,679,680,681
0.291429,0.40979,676,15,136,4,673,674,675,679,681
0.287975,0.356951,677,5,136,4,671,678
0.290324,0.370637,678,19,136,4,671,673,675,677,680,681
0.30898,0.410203,679,14,136,4,675,676,681,682,683
0.311365,0.372704,680,11,136,4,675,678,681,682,684
0.310374,0.385687,681,12,136,4,675,676,678,679,680,682,684
0.330347,0.389449,682,17,136,4,679,680,681,683,684,686,687,688
0.327993,0.411938,683,13,136,4,679,682,686,688
0.330883,0.369628,684,20,136,4,680,681,682,685,686,687,689
0.332328,0.356952,685,7,136,4,684,687
0.35018,0.389148,686,21,136,4,682,683,684,687,688,690,691,692
0.3493,0.370293,687,19,136,4,682,684,685,686,689,690,691
0.35166,0.411295,688,14,136,4,682,683,686,691,692
0.35167,0.355149,689,8,136,4,684,687,690
0.373184,0.368165,690,22,136,4,686,687,689,691,693,695,698,699
0.369062,0.38902,691,15,136,4,686,687,688,690,692,694,698,699
0.368666,0.408769,692,12,136,4,686,688,691,694,698
0.369369,0.353987,693,5,136,4,690
0.390573,0.41061,694,29,136,4,691,692,698,708,710
0.389148,0.35232,695,12,136,4,690,699,711,715
0.389501,0.170116,696,14,136,4,697,700,709,718
0.393614,0.155838,697,6,136,4,696,709
0.391217,0.391343,698,14,136,4,690,691,692,694,699,708,710,715
0.390494,0.370102,699,17,136,4,690,691,695,698,710,715
0.394079,0.189435,700,9,136,4,696,702,709,713,718
0.394394,0.24931,701,7,136,4,712
0.392392,0.205685,702,9,136,4,700,713,718
0.39462,0.310112,703,7,136,4,707
0.39617,0.226715,704,5,136,4,719
0.397392,0.290386,705,5,136,4,716
0.398183,0.327197,706,3,136,4,714
0.410811,0.310352,707,15,136,4,703,714,716,724,727
0.410231,0.408209,708,10,136,4,694,698,710,729,734
0.40904,0.168355,709,16,136,4,696,697,700,718,720,722,730,733
0.410329,0.388838,710,20,136,4,694,698,699,708,715,729,731,734
0.410918,0.349487,711,8,136,4,695,714,715,723,731
0.407864,0.249077,712,12,136,4,701,717,719,728,732
0.409591,0.209441,713,15,136,4,700,702,718,719,722,726
0.410701,0.328562,714,13,136,4,706,707,711,724,727
0.408125,0.368145,715,24,136,4,695,698,699,710,711,723,729,731
0.410142,0.290163,716,13,136,4,705,707,717,724,725,728
0.411292,0.269259,717,8,136,4,712,716,728,732
0.412055,0.189919,718,18,136,4,696,700,702,709,713,722,726,730
0.413234,0.229411,719,18,136,4,704,712,713,721,726,732
0.412825,0.152792,720,6,136,4,709
0.432017,0.22922,721,11,136,4,719,726,732,741
0.430077,0.189287,722,17,136,4,709,713,718,726,730,735,745
0.425476,0.352033,723,8,136,4,711,715,731,739
0.429414,0.311098,724,18,136,4,707,714,716,725,727,740,744
0.431389,0.293138,725,8,136,4,716,724,728,740,743
0.429825,0.208641,726,17,136,4,713,718,719,721,722,741,747
0.430713,0.329582,727,11,136,4,707,714,724,739,740,744
0.428734,0.269337,728,16,136,4,712,716,717,725,732,742,743
0.430165,0.389853,729,27,136,4,708,710,715,731,734,736,737,746
0.429638,0.170452,730,16,136,4,709,718,722,733,735
0.427264,0.366708,731,15,136,4,710,711,715,723,729,736,739,746
0.429402,0.249923,732,17,136,4,712,717,719,721,728,738,741
0.432616,0.153701,733,11,136,4,709,730,735
0.431484,0.410287,734,10,136,4,708,710,729,736,737
0.443273,0.165252,735,9,136,4,722,730,733
0.443293,0.38959,736,11,136,4,729,731,734,737,746
0.444107,0.412038,737,11,136,4,729,734,736,748
0.443407,0.247734,738,6,136,4,732
0.443892,0.348497,739,10,136,4,723,727,731,744
0.444473,0.308907,740,11,136,4,724,725,727
0.443331,0.230292,741,8,136,4,721,726,732
0.445533,0.268407,742,4,136,4,728
0.443229,0.285272,743,6,136,4,725,728
0.445167,0.330895,744,7,136,4,724,727,739
0.445804,0.188792,745,3,136,4,722
0.446324,0.372891,746,6,136,4,729,731,736
0.446206,0.203109,747,4,136,4,726
0.450374,0.430475,748,7,136,4,737
0.532415,0.290416,749,8,53,1,750,755
0.534491,0.310285,750,10,53,1,749,753,756
0.534598,0.273538,751,6,53,1,754
0.532906,0.33027,752,5,53,1,756
0.550753,0.311041,753,17,53,1,750,755,756,757,758
0.547291,0.273198,754,9,53,1,751,755,758
0.550688,0.29072,755,10,53,1,749,753,754,757,758
0.550897,0.325537,756,15,53,1,750,752,753,757,760
0.568243,0.310405,757,18,53,1,753,755,756,758,760,763,765,766
0.56933,0.291525,758,17,53,1,753,754,755,757,759,763,765
0.572153,0.272015,759,10,53,1,758
0.571201,0.327022,760,7,53,1,756,757
0.570298,0.250872,761,8,1,-1
0.590985,0.209358,762,9,53,1,764,767,772,773
0.588999,0.290462,763,11,53,1,757,758,765,775
0.594341,0.227382,764,9,53,1,762,773,774,776
0.588686,0.309265,765,11,53,1,757,758,763,766,777
0.58998,0.325329,766,9,53,1,757,765,779
0.592192,0.189325,767,16,53,1,762,768,772,773,782
0.594202,0.168807,768,10,53,1,767,770,772,780,782
0.593627,0.26917,769,5,53,1,778
0.596384,0.152512,770,9,53,1,768,780
0.593959,0.250577,771,8,53,1,774,776
0.609215,0.189178,772,16,53,1,762,767,768,773,782,787,789,790
0.610964,0.209898,773,17,53,1,762,764,767,772,776,787,788,789
0.608836,0.248922,774,15,53,1,340,764,771,776,778,788,791
0.60766,0.2895,775,11,53,1,340,763,777,778,783,784
0.607698,0.230831,776,14,53,1,764,771,773,774,787,788,791
0.610068,0.310238,777,12,53,1,765,775,779,783,784
0.611899,0.268303,778,14,53,1,340,769,774,775,783,791
0.611599,0.32442,779,12,53,1,766,777,784,786
0.61357,0.147763,780,19,53,1,768,770,781,782,785,790
0.609033,0.131413,781,8,53,1,780
0.611267,0.171409,782,10,53,1,767,768,772,780,789,790
0.627786,0.2909,783,17,53,1,340,775,777,778,784,792,793,796
0.63091,0.309747,784,22,53,1,775,777,779,783,786,793,796,798
0.627735,0.149102,785,13,53,1,780,790,795,801
0.629876,0.328266,786,8,53,1,779,784,798
0.628187,0.212555,787,13,53,1,772,773,776,788,789,794,799
0.62847,0.230526,788,16,53,1,773,774,776,787,791,794,800,802
0.628887,0.189886,789,13,53,1,772,773,782,787,790,794,795,799
0.629346,0.168163,790,11,53,1,772,780,782,785,789,795
0.629033,0.250302,791,13,53,1,340,774,776,778,788,792,800
0.650061,0.271165,792,15,53,1,340,783,791,793,800
0.648589,0.28775,793,18,53,1,340,783,784,792,796
0.647268,0.210478,794,17,53,1,787,788,789,799,802
0.645367,0.169807,795,12,53,1,785,789,790,799,801
0.647414,0.309063,796,14,53,1,783,784,793,798
0.642496,0.139608,797,3,1,-1
0.647484,0.327309,798,11,53,1,784,786,796
0.648007,0.190349,799,14,53,1,787,789,794,795
0.64903,0.24873,800,10,53,1,788,791,792,802
0.650354,0.149066,801,9,53,1,785,795
0.651112,0.229602,802,8,53,1,788,794,800
0.71307,0.090463,803,7,117,5,804,805
0.727582,0.088517,804,16,117,5,803,805,806,808,810,811
0.731234,0.073007,805,19,117,5,803,804,807,808,810
0.729798,0.105623,806,10,117,5,804,810,811
0.732512,0.055313,807,5,117,5,805
0.75152,0.071053,808,21,117,5,804,805,810,813,817,820
0.753948,0.229849,809,13,117,5,814,816,818,823
0.750132,0.09088,810,23,117,5,804,805,806,808,811,817,820,824
0.748979,0.105694,811,11,117,5,804,806,810,820,824
0.751486,0.267466,812,6,117,5,822
0.750732,0.055361,813,6,117,5,808,817
0.754304,0.214779,814,6,117,5,809,818
0.757564,0.250707,815,4,117,5,816
0.768592,0.248158,816,12,117,5,809,815,822,823,831,837
0.769026,0.068015,817,21,117,5,808,810,813,820,821,827,832,834
0.770904,0.212441,818,21,117,5,809,814,819,823,830,839,840
0.768647,0.191249,819,18,117,5,818,830,838
0.767757,0.090899,820,19,117,5,808,810,811,817,824,827,829,834
0.772356,0.055785,821,5,117,5,817,832
0.769181,0.268924,822,16,117,5,812,816,825,831,835,837
0.767778,0.2312,823,10,117,5,809,816,818,839
0.769069,0.108182,824,12,117,5,810,811,820,829
0.774073,0.289675,825,8,117,5,822,835
0.776479,0.169281,826,4,117,5,838
0.78859,0.07043,827,12,117,5,817,820,832,834,845,848,850
0.791875,0.130196,828,10,117,5,829,833,844,846,851
0.790224,0.107556,829,19,117,5,820,824,828,834,845,846,851
0.790444,0.189452,830,18,117,5,818,819,838,840,847,853,855
0.78657,0.266025,831,16,117,5,816,822,835,837,841,843,849
0.788523,0.053282,832,10,117,5,817,821,827,848
0.790274,0.149853,833,9,117,5,828,838,844,847
0.79082,0.089004,834,11,117,5,817,820,827,829,845,851
0.791152,0.292372,835,16,117,5,822,825,831,836,842,843,849
0.792364,0.305432,836,12,117,5,835,842,849
0.789449,0.248272,837,13,117,5,816,822,831,839,841,852
0.793514,0.168931,838,17,117,5,819,826,830,833,844,847,853
0.79174,0.231378,839,11,117,5,818,823,837,840,852
0.79191,0.210052,840,9,117,5,818,830,839,852,853,855
0.809362,0.251191,841,10,117,5,831,837,843,852,859,862
0.808575,0.31055,842,23,117,5,835,836,849,854,857,865,867
0.807142,0.2701,843,11,117,5,831,835,841,849,859,865
0.81112,0.151067,844,16,117,5,828,833,838,846,847,860,863,866
0.80723,0.088081,845,20,117,5,827,829,834,850,851,856,858,869
0.810613,0.130469,846,13,117,5,828,829,844,851,858,860,863
0.810137,0.167576,847,25,117,5,830,833,838,844,853,863,866,868
0.811826,0.05387,848,13,117,5,827,832,850,864,869
0.809741,0.288956,849,13,117,5,831,835,836,842,843,859,865,867
0.807881,0.072079,850,8,117,5,827,845,848,856
0.811036,0.109422,851,18,117,5,828,829,834,845,846,856,858,860
0.810915,0.230627,852,21,117,5,837,839,840,841,855,861,862,870
0.808913,0.188124,853,19,117,5,830,838,840,847,855,866,868,870
0.812903,0.331465,854,13,117,5,842,857,867
0.813003,0.20884,855,10,117,5,830,840,852,853,870
0.829355,0.090642,856,22,117,5,845,850,851,858,869,872,881,882
0.823946,0.330797,857,10,117,5,842,854,867,871,876
0.828226,0.110046,858,24,117,5,845,846,851,856,860,878,881,882
0.827827,0.272095,859,19,117,5,841,843,849,862,865,874,877,884
0.830519,0.130098,860,14,117,5,844,846,851,858,863,878,880,881
0.825473,0.232947,861,9,117,5,852,862,870,874,879,883
0.829777,0.249059,862,15,117,5,841,852,859,861,874,877,883
0.830753,0.149286,863,18,117,5,844,846,847,860,866,878,880,886
0.82786,0.053404,864,9,117,5,848,869,875
0.830904,0.291662,865,19,117,5,842,843,849,859,867,877,884,888
0.828062,0.172335,866,13,117,5,844,847,853,863,868,880,886
0.830333,0.309774,867,18,117,5,842,849,854,857,865,876,884,888
0.831323,0.189193,868,7,117,5,847,853,866,870
0.831139,0.069217,869,10,117,5,845,848,856,864,872,875
0.832772,0.211307,870,13,117,5,852,853,855,861,868,879,883
0.83423,0.351007,871,11,117,5,857,873,876,887
0.847857,0.068114,872,12,117,5,856,869,875,882,890,904
0.848005,0.351135,873,12,117,5,871,876,887,893,898
0.848725,0.251238,874,22,117,5,859,861,862,877,883,894,896,897
0.849243,0.05453,875,13,117,5,864,869,872,904
0.849644,0.331113,876,25,117,5,857,867,871,873,888,892,898,899
0.849728,0.270009,877,14,117,5,859,862,865,874,884,889,894,897
0.851163,0.128299,878,13,117,5,858,860,863,880,881,895,900,901
0.849704,0.211764,879,22,117,5,861,870,883,885,891,896,903
0.848895,0.149208,880,15,117,5,860,863,866,878,886,900,901,902
0.850015,0.109772,881,16,117,5,856,858,860,878,882,890,895,900
0.850683,0.089318,882,12,117,5,856,858,872,881,890,895,904
0.851295,0.226353,883,15,117,5,861,862,870,874,879,894,896,903
0.84939,0.290535,884,16,117,5,859,865,867,877,888,889,897
0.849764,0.186966,885,9,117,5,879,886,891,902
0.850868,0.169045,886,14,117,5,863,866,880,885,901,902
0.853831,0.368457,887,12,117,5,871,873,893
0.850544,0.30985,888,13,117,5,865,867,876,884,892,898
0.870218,0.288693,889,11,117,5,877,884,897,915
0.868868,0.089134,890,15,117,5,872,881,882,895,904,909,912
0.872143,0.192025,891,11,117,5,879,885,902,903,906
0.868958,0.312028,892,7,117,5,876,888,898
0.868888,0.36959,893,16,117,5,873,887,899,905,911,914
0.869388,0.249766,894,15,117,5,874,877,883,896,897
0.870947,0.110769,895,23,117,5,878,881,882,890,900,909,912,913
0.869773,0.231771,896,10,117,5,874,879,883,894,903
0.870009,0.269702,897,15,117,5,874,877,884,889,894
0.869725,0.331871,898,15,117,5,873,876,888,892,899,908,914,916
0.871048,0.349368,899,8,117,5,876,893,898,911,914
0.86883,0.13063,900,16,117,5,878,880,881,895,901,909,910,913
0.870397,0.150245,901,16,117,5,878,880,886,900,902,906,910,913
0.870693,0.168629,902,18,117,5,880,885,886,891,901,906,910
0.871785,0.211409,903,19,117,5,879,883,891,896,907
0.869278,0.069126,904,13,117,5,872,875,882,890
0.876525,0.383071,905,4,117,5,893,911
0.884488,0.169682,906,11,117,5,891,901,902,910
0.886252,0.212875,907,4,117,5,903
0.887407,0.313941,908,8,117,5,898,916
0.890292,0.108201,909,16,117,5,890,895,900,912,913
0.887239,0.148281,910,14,117,5,900,901,902,906,913
0.888547,0.369293,911,18,117,5,893,899,905,914,917
0.887455,0.089979,912,9,117,5,890,895,909
0.893084,0.130532,913,11,117,5,895,900,901,909,910
0.887984,0.350353,914,16,117,5,893,898,899,911,916,919
0.890717,0.289936,915,10,117,5,889
0.889312,0.329855,916,9,117,5,898,908,914,918
0.888428,0.382815,917,2,117,5,911
0.902431,0.334222,918,4,117,5,916
0.904978,0.34627,919,5,117,5,914
