id, Label , Coord 0, Coord 1, Coord 2, Coord 3, "TimeStamp",  "X",  "Y",  "Z"
2638, 2638, 265, 5, 4, 3, 26.576500, 0.532813, 0.492188, 0.312500
2639, 2639, 266, 5, 5, 4, 0.568321, 0.011481, 0.010841, 0.010467
2640, 2640, 266, 5, 4, 4, 0.544895, 0.011639, 0.009251, 0.010016
2641, 2641, 266, 5, 5, 5, 0.785966, 0.015869, 0.015087, 0.014768
2642, 2642, 266, 5, 4, 5, 0.684886, 0.014194, 0.012785, 0.012911
2643, 2643, 266, 6, 4, 4, 4.624302, 0.106995, 0.077963, 0.084663
2644, 2644, 266, 6, 5, 5, 26.627500, 0.642190, 0.512500, 0.514062
2645, 2645, 266, 6, 5, 4, 11.108979, 0.279688, 0.220508, 0.186262
2646, 2646, 266, 6, 6, 5, 26.628500, 0.642190, 0.606250, 0.517188
2647, 2647, 266, 5, 6, 4, 7.559117, 0.155143, 0.173893, 0.130964
2648, 2648, 266, 5, 6, 3, 26.629500, 0.550000, 0.637500, 0.387500
2649, 2649, 266, 6, 4, 5, 17.778750, 0.404427, 0.288541, 0.366667
2650, 2650, 266, 4, 4, 5, 26.669500, 0.492188, 0.467187, 0.501563
2651, 2651, 266, 4, 4, 4, 26.670250, 0.488281, 0.477344, 0.486719
2652, 2652, 266, 6, 6, 4, 26.680750, 0.621095, 0.627345, 0.446874
2653, 2653, 267, 5, 5, 4, 0.412361, 0.008416, 0.007695, 0.007598
2654, 2654, 267, 5, 4, 4, 0.478629, 0.009910, 0.008873, 0.008904
2655, 2655, 267, 6, 4, 4, 7.582154, 0.171602, 0.133190, 0.140078
2656, 2656, 267, 5, 4, 5, 0.570442, 0.011909, 0.010606, 0.010940
2657, 2657, 267, 4, 4, 4, 26.719250, 0.496875, 0.464844, 0.471875
2658, 2658, 267, 5, 5, 3, 26.754000, 0.557033, 0.537500, 0.312497
2659, 2659, 267, 6, 5, 4, 11.150146, 0.258985, 0.243946, 0.194401
2660, 2660, 267, 5, 6, 4, 26.731750, 0.552344, 0.607815, 0.467187
2661, 2661, 267, 5, 5, 5, 2.710983, 0.056466, 0.050908, 0.051993
2662, 2662, 267, 6, 4, 5, 26.767000, 0.600000, 0.465625, 0.500000
2663, 2663, 267, 6, 5, 5, 26.779500, 0.678125, 0.539062, 0.501563
2664, 2664, 267, 6, 6, 4, 26.780000, 0.635940, 0.601565, 0.451562
2665, 2665, 268, 5, 5, 5, 1.588091, 0.032278, 0.029701, 0.030524
2666, 2666, 268, 5, 4, 4, 0.401576, 0.008257, 0.007395, 0.007326
2667, 2667, 268, 5, 5, 4, 0.597324, 0.011909, 0.011226, 0.010061
2668, 2668, 268, 5, 5, 3, 17.900750, 0.365104, 0.357292, 0.240885
2669, 2669, 268, 6, 4, 4, 11.190812, 0.250912, 0.189779, 0.203060
2670, 2670, 268, 5, 4, 5, 0.498294, 0.010190, 0.009234, 0.009439
2671, 2671, 268, 6, 5, 4, 11.192438, 0.279493, 0.226823, 0.198763
2672, 2672, 268, 5, 6, 4, 26.832000, 0.553125, 0.600000, 0.456250
2673, 2673, 268, 6, 6, 4, 26.883500, 0.629690, 0.606250, 0.432810
2674, 2674, 269, 5, 5, 4, 0.529570, 0.011130, 0.010029, 0.009445
2675, 2675, 269, 5, 4, 4, 0.375059, 0.007642, 0.006816, 0.006859
2676, 2676, 269, 5, 5, 5, 2.267438, 0.046470, 0.042747, 0.042596
2677, 2677, 269, 6, 4, 4, 4.676683, 0.104202, 0.079886, 0.085322
2678, 2678, 269, 6, 4, 5, 26.918000, 0.600000, 0.456250, 0.500000
2679, 2679, 269, 5, 4, 5, 0.613870, 0.013355, 0.010993, 0.011831
2680, 2680, 269, 6, 5, 4, 26.936250, 0.615625, 0.501563, 0.479687
2681, 2681, 269, 6, 5, 5, 26.933000, 0.634375, 0.548438, 0.520312
2682, 2682, 269, 5, 6, 4, 26.959000, 0.546875, 0.620315, 0.462499
2683, 2683, 269, 5, 3, 4, 26.938000, 0.573440, 0.396875, 0.464062
2684, 2684, 269, 5, 5, 3, 26.964500, 0.559375, 0.587500, 0.373435
2685, 2685, 269, 6, 6, 4, 26.983000, 0.607815, 0.620315, 0.414060
2686, 2686, 269, 4, 4, 4, 26.992500, 0.498437, 0.492188, 0.482812
2687, 2687, 270, 5, 5, 5, 1.043416, 0.020475, 0.020145, 0.019437
2688, 2688, 270, 5, 5, 4, 0.645315, 0.012553, 0.012395, 0.011861
2689, 2689, 270, 5, 4, 4, 0.430253, 0.008858, 0.007814, 0.007914
2690, 2690, 270, 5, 4, 5, 0.847714, 0.017362, 0.015392, 0.015691
2691, 2691, 270, 6, 4, 4, 4.694704, 0.106225, 0.083043, 0.085843
2692, 2692, 270, 4, 4, 4, 4.695720, 0.085265, 0.082951, 0.085394
2693, 2693, 270, 6, 5, 5, 11.282813, 0.254884, 0.218359, 0.214583
2694, 2694, 270, 6, 6, 5, 18.047833, 0.423439, 0.420313, 0.350260
2695, 2695, 270, 6, 6, 4, 27.034500, 0.600000, 0.626565, 0.478125
2696, 2696, 270, 5, 6, 3, 27.035000, 0.554690, 0.650000, 0.390625
2697, 2697, 270, 5, 6, 4, 18.048583, 0.370313, 0.423958, 0.279688
2698, 2698, 270, 6, 5, 4, 27.065500, 0.606250, 0.509375, 0.466406
2699, 2699, 270, 5, 5, 3, 27.067500, 0.564065, 0.595315, 0.396875
2700, 2700, 270, 6, 4, 5, 11.281104, 0.253841, 0.183464, 0.227083
2701, 2701, 271, 5, 4, 5, 0.939021, 0.020159, 0.016664, 0.017645
2702, 2702, 271, 5, 5, 5, 1.184834, 0.026040, 0.022937, 0.022174
2703, 2703, 271, 5, 5, 4, 0.400072, 0.008553, 0.007717, 0.007150
2704, 2704, 271, 5, 4, 4, 0.533532, 0.011166, 0.009726, 0.009296
2705, 2705, 271, 4, 4, 4, 4.712673, 0.085405, 0.083723, 0.084678
2706, 2706, 271, 6, 5, 3, 27.135000, 0.620315, 0.526563, 0.378125
2707, 2707, 271, 6, 5, 4, 5.814585, 0.132296, 0.124959, 0.099277
2708, 2708, 271, 5, 6, 4, 27.137500, 0.556250, 0.606250, 0.473438
2709, 2709, 271, 6, 4, 4, 11.320667, 0.254623, 0.191146, 0.204167
2710, 2710, 271, 5, 5, 3, 11.323063, 0.238346, 0.227149, 0.148697
2711, 2711, 271, 6, 4, 5, 27.173750, 0.602345, 0.454688, 0.515625
2712, 2712, 272, 5, 4, 4, 0.433397, 0.008185, 0.007444, 0.007861
2713, 2713, 272, 5, 4, 5, 0.700460, 0.014945, 0.011782, 0.012994
2714, 2714, 272, 5, 5, 5, 1.012241, 0.020512, 0.020088, 0.018661
2715, 2715, 272, 5, 5, 4, 0.620567, 0.012650, 0.013384, 0.011326
2716, 2716, 272, 6, 4, 4, 7.726896, 0.171159, 0.131979, 0.139180
2717, 2717, 272, 6, 4, 5, 18.149417, 0.417448, 0.289843, 0.367188
2718, 2718, 272, 4, 4, 4, 11.345063, 0.203125, 0.198503, 0.198633
2719, 2719, 272, 6, 4, 3, 27.235500, 0.614065, 0.489063, 0.365625
2720, 2720, 272, 6, 5, 4, 27.262000, 0.658595, 0.564844, 0.440625
2721, 2721, 272, 6, 6, 4, 27.236500, 0.628125, 0.621875, 0.448435
2722, 2722, 272, 6, 6, 5, 27.237000, 0.639065, 0.645315, 0.503125
2723, 2723, 272, 5, 6, 4, 18.158750, 0.372397, 0.410938, 0.300781
2724, 2724, 272, 5, 5, 3, 27.271750, 0.583595, 0.558594, 0.385935
2725, 2725, 272, 6, 5, 3, 27.287500, 0.648440, 0.521875, 0.375000
2726, 2726, 273, 5, 4, 4, 0.472548, 0.009197, 0.008221, 0.008063
2727, 2727, 273, 5, 5, 4, 0.498252, 0.009751, 0.010015, 0.008832
2728, 2728, 273, 5, 4, 5, 0.741057, 0.015854, 0.013270, 0.013729
2729, 2729, 273, 5, 5, 5, 1.246824, 0.025931, 0.023330, 0.023127
2730, 2730, 273, 5, 5, 3, 27.332250, 0.558595, 0.555469, 0.367185
2731, 2731, 273, 6, 4, 5, 27.353250, 0.611720, 0.468750, 0.501563
2732, 2732, 273, 6, 4, 4, 11.400729, 0.253971, 0.197917, 0.201497
2733, 2733, 273, 6, 5, 4, 18.253167, 0.429688, 0.377866, 0.301562
2734, 2734, 273, 6, 6, 4, 18.245250, 0.407293, 0.408333, 0.314062
2735, 2735, 273, 5, 6, 4, 7.760887, 0.155703, 0.170690, 0.133711
2736, 2736, 273, 4, 4, 4, 11.409437, 0.204362, 0.196029, 0.197917
2737, 2737, 273, 6, 5, 3, 27.391500, 0.681250, 0.534375, 0.373435
2738, 2738, 274, 5, 4, 4, 0.423171, 0.007719, 0.007384, 0.007403
2739, 2739, 274, 5, 4, 5, 0.655006, 0.012939, 0.010763, 0.011913
2740, 2740, 274, 5, 5, 5, 1.623201, 0.031502, 0.030731, 0.029815
2741, 2741, 274, 5, 5, 4, 0.482562, 0.010162, 0.009004, 0.008233
2742, 2742, 274, 6, 5, 3, 27.441500, 0.609375, 0.526563, 0.348435
2743, 2743, 274, 6, 5, 4, 11.452021, 0.263087, 0.230209, 0.200651
2744, 2744, 274, 6, 6, 4, 27.467250, 0.614065, 0.618750, 0.473437
2745, 2745, 274, 6, 4, 4, 18.322917, 0.418229, 0.314062, 0.322396
2746, 2746, 274, 5, 5, 3, 27.489500, 0.529687, 0.504687, 0.395310
2747, 2747, 274, 6, 5, 5, 27.490500, 0.639065, 0.520312, 0.535937
2748, 2748, 274, 5, 6, 4, 18.328417, 0.369792, 0.410157, 0.299218
2749, 2749, 275, 5, 4, 4, 0.373035, 0.007628, 0.006484, 0.006524
2750, 2750, 275, 5, 4, 5, 0.767179, 0.015370, 0.011880, 0.014209
2751, 2751, 275, 5, 5, 5, 1.257026, 0.024355, 0.024090, 0.022846
2752, 2752, 275, 5, 5, 4, 0.600181, 0.011492, 0.011017, 0.010765
2753, 2753, 275, 6, 4, 4, 7.818171, 0.170664, 0.133516, 0.127227
2754, 2754, 275, 6, 4, 5, 7.812362, 0.173216, 0.127734, 0.143750
2755, 2755, 275, 4, 4, 4, 27.558500, 0.496094, 0.482812, 0.487500
2756, 2756, 275, 6, 5, 4, 18.386833, 0.425782, 0.373699, 0.299218
2757, 2757, 275, 6, 5, 5, 27.543250, 0.621095, 0.573438, 0.530469
2758, 2758, 275, 5, 5, 3, 27.592000, 0.568750, 0.540625, 0.354685
2759, 2759, 276, 5, 4, 4, 0.426249, 0.008828, 0.007403, 0.007501
2760, 2760, 276, 5, 4, 5, 0.522756, 0.010495, 0.008062, 0.009615
2761, 2761, 276, 5, 5, 5, 2.538394, 0.050182, 0.047423, 0.046014
2762, 2762, 276, 5, 5, 4, 0.503706, 0.009522, 0.009379, 0.008980
2763, 2763, 276, 6, 4, 4, 27.627250, 0.604688, 0.472656, 0.492969
2764, 2764, 276, 6, 4, 5, 27.628250, 0.606253, 0.446093, 0.509375
2765, 2765, 276, 5, 5, 2, 27.641500, 0.542188, 0.545312, 0.265625
2766, 2766, 276, 7, 5, 4, 27.642000, 0.710940, 0.564065, 0.453125
2767, 2767, 276, 6, 5, 4, 27.667250, 0.616407, 0.571095, 0.442186
2768, 2768, 276, 5, 5, 3, 27.691000, 0.548438, 0.518750, 0.356250
2769, 2769, 276, 6, 5, 3, 27.691500, 0.662500, 0.550000, 0.385935
2770, 2770, 276, 5, 6, 4, 27.692750, 0.542969, 0.604688, 0.470313
2771, 2771, 277, 5, 4, 4, 0.415012, 0.008520, 0.007312, 0.006732
2772, 2772, 277, 5, 4, 5, 0.897660, 0.017903, 0.015314, 0.016399
2773, 2773, 277, 5, 5, 5, 1.549283, 0.030302, 0.029152, 0.027952
2774, 2774, 277, 5, 5, 4, 0.534740, 0.010370, 0.010440, 0.009577
2775, 2775, 277, 6, 4, 4, 11.568188, 0.254428, 0.198372, 0.204167
2776, 2776, 277, 6, 4, 5, 4.074954, 0.088531, 0.063356, 0.082563
2777, 2777, 277, 4, 4, 4, 5.942815, 0.105458, 0.102576, 0.101853
2778, 2778, 277, 6, 5, 5, 27.767750, 0.632032, 0.582812, 0.501563
2779, 2779, 277, 5, 6, 4, 18.512667, 0.373437, 0.409116, 0.285416
2780, 2780, 277, 5, 6, 3, 27.743000, 0.554690, 0.657815, 0.392185
2781, 2781, 277, 6, 5, 4, 27.793000, 0.634375, 0.532813, 0.467187
2782, 2782, 277, 6, 6, 4, 27.794250, 0.621095, 0.605470, 0.463280
2783, 2783, 277, 5, 4, 3, 27.799000, 0.576565, 0.490625, 0.335935
2784, 2784, 278, 5, 4, 4, 0.526585, 0.010401, 0.008797, 0.008899
2785, 2785, 278, 5, 4, 5, 0.536731, 0.010929, 0.008831, 0.009799
2786, 2786, 278, 5, 5, 5, 2.342771, 0.044196, 0.042490, 0.042022
2787, 2787, 278, 5, 5, 4, 0.547195, 0.010426, 0.010312, 0.009776
2788, 2788, 278, 6, 4, 4, 7.894737, 0.173281, 0.132865, 0.138424
2789, 2789, 278, 6, 4, 5, 5.963228, 0.129106, 0.092448, 0.119507
2790, 2790, 278, 4, 4, 4, 27.834250, 0.497656, 0.482812, 0.473437
2791, 2791, 278, 5, 5, 2, 27.842000, 0.553125, 0.535937, 0.296875
2792, 2792, 278, 6, 5, 4, 18.578250, 0.412500, 0.350260, 0.311978
2793, 2793, 278, 6, 5, 5, 27.868000, 0.638283, 0.582812, 0.540625
2794, 2794, 278, 6, 6, 4, 27.844000, 0.617190, 0.625000, 0.498437
2795, 2795, 278, 5, 6, 4, 18.572917, 0.371355, 0.417708, 0.280208
2796, 2796, 278, 6, 6, 5, 27.893250, 0.632812, 0.667970, 0.529687
2797, 2797, 278, 5, 6, 3, 27.894000, 0.565625, 0.615625, 0.365625
2798, 2798, 278, 5, 3, 3, 27.898000, 0.557815, 0.367185, 0.396875
2799, 2799, 278, 5, 4, 3, 27.898500, 0.554690, 0.435935, 0.345310
2800, 2800, 279, 6, 4, 5, 11.637292, 0.253581, 0.190625, 0.215625
2801, 2801, 279, 6, 5, 5, 11.652646, 0.256706, 0.236328, 0.218815
2802, 2802, 279, 5, 5, 4, 0.424334, 0.008099, 0.007774, 0.007507
2803, 2803, 279, 5, 4, 4, 0.538549, 0.010244, 0.009075, 0.009557
2804, 2804, 279, 5, 4, 5, 0.666816, 0.012434, 0.010985, 0.012062
2805, 2805, 279, 5, 5, 5, 2.829087, 0.054637, 0.050865, 0.052148
2806, 2806, 279, 5, 6, 4, 7.930696, 0.157188, 0.180287, 0.124622
2807, 2807, 279, 6, 4, 4, 7.927642, 0.170769, 0.131445, 0.132617
2808, 2808, 279, 5, 5, 3, 27.942000, 0.568750, 0.509375, 0.332810
2809, 2809, 279, 6, 5, 4, 11.657063, 0.261719, 0.227409, 0.200521
2810, 2810, 279, 6, 6, 5, 27.943500, 0.614065, 0.606250, 0.525000
2811, 2811, 279, 6, 5, 3, 27.995000, 0.635940, 0.556250, 0.318750
2812, 2812, 279, 6, 6, 4, 27.996500, 0.604690, 0.610940, 0.493750
2813, 2813, 280, 5, 4, 5, 0.653827, 0.012684, 0.009404, 0.011969
2814, 2814, 280, 5, 4, 4, 0.419386, 0.008136, 0.007410, 0.005989
2815, 2815, 280, 5, 5, 5, 1.279942, 0.024210, 0.023536, 0.022916
2816, 2816, 280, 5, 5, 4, 0.638874, 0.012158, 0.013145, 0.011084
2817, 2817, 280, 4, 5, 2, 28.044000, 0.498437, 0.550000, 0.289060
2818, 2818, 280, 6, 4, 5, 28.063000, 0.638282, 0.459374, 0.532814
2819, 2819, 280, 6, 5, 4, 28.069000, 0.655470, 0.549219, 0.453905
2820, 2820, 280, 6, 6, 4, 11.701937, 0.258334, 0.259245, 0.199023
2821, 2821, 280, 5, 6, 4, 18.722083, 0.369532, 0.413803, 0.290625
2822, 2822, 280, 6, 4, 4, 18.720417, 0.406511, 0.308073, 0.326823
2823, 2823, 280, 4, 4, 5, 28.085500, 0.495312, 0.471875, 0.500000
2824, 2824, 280, 4, 4, 4, 28.086250, 0.492969, 0.480469, 0.477344
2825, 2825, 280, 6, 5, 5, 28.093500, 0.646875, 0.551565, 0.518750
2826, 2826, 280, 5, 3, 4, 28.099500, 0.550000, 0.398435, 0.485938
2827, 2827, 281, 5, 4, 4, 0.532183, 0.010194, 0.009309, 0.009089
2828, 2828, 281, 5, 4, 5, 0.600171, 0.011238, 0.010206, 0.010976
2829, 2829, 281, 5, 5, 5, 2.023711, 0.040957, 0.036808, 0.036019
2830, 2830, 281, 5, 5, 4, 0.433943, 0.008224, 0.008355, 0.007572
2831, 2831, 281, 5, 5, 3, 28.142500, 0.548438, 0.501563, 0.378125
2832, 2832, 281, 6, 5, 4, 28.169750, 0.655470, 0.545312, 0.489063
2833, 2833, 281, 6, 5, 5, 28.143500, 0.639065, 0.562500, 0.510938
2834, 2834, 281, 6, 6, 4, 11.744479, 0.259766, 0.253060, 0.198242
2835, 2835, 281, 5, 6, 3, 28.145000, 0.567190, 0.635940, 0.398435
2836, 2836, 281, 5, 6, 4, 18.790083, 0.369793, 0.408074, 0.298177
2837, 2837, 281, 6, 4, 4, 28.182250, 0.609377, 0.483594, 0.485156
2838, 2838, 281, 6, 4, 5, 28.183250, 0.615625, 0.457031, 0.510938
2839, 2839, 281, 6, 5, 3, 28.196000, 0.631250, 0.521875, 0.371875
2840, 2840, 282, 5, 5, 4, 0.524229, 0.009757, 0.009593, 0.009199
2841, 2841, 282, 5, 4, 5, 0.566051, 0.010349, 0.009164, 0.010037
2842, 2842, 282, 5, 4, 4, 0.555002, 0.010722, 0.009220, 0.008829
2843, 2843, 282, 5, 5, 5, 1.418725, 0.026176, 0.025258, 0.025074
2844, 2844, 282, 4, 4, 4, 28.237250, 0.497656, 0.475000, 0.481250
2845, 2845, 282, 5, 5, 3, 28.270000, 0.551564, 0.510156, 0.376560
2846, 2846, 282, 6, 5, 4, 18.847083, 0.421355, 0.351303, 0.317708
2847, 2847, 282, 6, 6, 4, 28.271750, 0.615625, 0.606250, 0.475000
2848, 2848, 282, 5, 6, 4, 11.784708, 0.230925, 0.253907, 0.185546
2849, 2849, 282, 6, 4, 4, 11.782687, 0.252344, 0.195508, 0.204883
2850, 2850, 282, 6, 4, 5, 28.282000, 0.603125, 0.453125, 0.501563
2851, 2851, 282, 6, 5, 5, 28.295500, 0.620315, 0.562500, 0.529687
2852, 2852, 282, 6, 6, 5, 28.296000, 0.637500, 0.604690, 0.546875
2853, 2853, 282, 5, 6, 3, 28.297000, 0.562500, 0.640625, 0.378125
2854, 2854, 283, 5, 4, 5, 0.568052, 0.010068, 0.009131, 0.010100
2855, 2855, 283, 5, 4, 4, 0.604522, 0.011968, 0.009755, 0.009645
2856, 2856, 283, 6, 4, 4, 4.923540, 0.106786, 0.085126, 0.079792
2857, 2857, 283, 5, 5, 5, 1.499064, 0.028797, 0.027864, 0.026395
2858, 2858, 283, 5, 5, 4, 0.526091, 0.010191, 0.009293, 0.008967
2859, 2859, 283, 6, 4, 5, 6.070769, 0.129265, 0.090401, 0.122122
2860, 2860, 283, 5, 5, 2, 28.342000, 0.507812, 0.545312, 0.220310
2861, 2861, 283, 6, 5, 5, 28.368750, 0.642970, 0.542188, 0.531250
2862, 2862, 283, 6, 5, 4, 28.343250, 0.627345, 0.532031, 0.453906
2863, 2863, 283, 6, 6, 4, 28.344000, 0.614065, 0.604690, 0.496875
2864, 2864, 283, 5, 6, 4, 28.370500, 0.578125, 0.607813, 0.468750
2865, 2865, 283, 4, 4, 4, 28.385750, 0.484375, 0.490625, 0.489062
2866, 2866, 283, 6, 6, 5, 28.395750, 0.615627, 0.624220, 0.503906
2867, 2867, 283, 5, 6, 3, 28.397000, 0.559375, 0.635940, 0.385935
2868, 2868, 284, 5, 4, 4, 0.445329, 0.008276, 0.007591, 0.007068
2869, 2869, 284, 5, 5, 4, 0.695486, 0.013091, 0.013915, 0.011854
2870, 2870, 284, 6, 4, 5, 18.966167, 0.400000, 0.303124, 0.336979
2871, 2871, 284, 5, 4, 5, 0.663132, 0.012318, 0.011436, 0.011634
2872, 2872, 284, 5, 5, 5, 1.097826, 0.020354, 0.019950, 0.019444
2873, 2873, 284, 5, 5, 3, 28.469250, 0.542188, 0.532031, 0.371092
2874, 2874, 284, 6, 4, 4, 11.865667, 0.252865, 0.193620, 0.205990
2875, 2875, 284, 6, 5, 4, 11.869146, 0.260808, 0.220833, 0.196810
2876, 2876, 284, 6, 6, 4, 11.869271, 0.255665, 0.259962, 0.195964
2877, 2877, 284, 5, 6, 3, 18.986083, 0.377344, 0.426302, 0.256769
2878, 2878, 284, 5, 6, 4, 28.472250, 0.547656, 0.653907, 0.439843
2879, 2879, 285, 5, 4, 5, 0.715296, 0.012547, 0.011172, 0.012670
2880, 2880, 285, 5, 4, 4, 0.476726, 0.008851, 0.007839, 0.007512
2881, 2881, 285, 6, 4, 5, 19.028083, 0.406251, 0.320833, 0.333854
2882, 2882, 285, 5, 5, 5, 1.364004, 0.026882, 0.025179, 0.023868
2883, 2883, 285, 5, 5, 4, 0.520160, 0.009842, 0.010573, 0.008522
2884, 2884, 285, 5, 6, 3, 19.045333, 0.379427, 0.410677, 0.260677
2885, 2885, 285, 6, 5, 5, 28.544500, 0.615625, 0.554690, 0.534375
2886, 2886, 285, 6, 5, 4, 19.055917, 0.425262, 0.359115, 0.318490
2887, 2887, 285, 6, 6, 4, 28.571750, 0.625783, 0.617188, 0.455468
2888, 2888, 285, 6, 4, 4, 28.567000, 0.601562, 0.484375, 0.467187
2889, 2889, 285, 5, 6, 4, 28.588750, 0.546876, 0.628907, 0.410935
2890, 2890, 285, 4, 4, 4, 28.587250, 0.486719, 0.474219, 0.471094
2891, 2891, 285, 5, 4, 3, 28.596000, 0.573440, 0.489063, 0.371875
2892, 2892, 285, 6, 6, 5, 28.597500, 0.634375, 0.601565, 0.514062
2893, 2893, 286, 6, 4, 4, 4.973303, 0.105925, 0.083507, 0.085990
2894, 2894, 286, 6, 5, 4, 8.129146, 0.176380, 0.163698, 0.136589
2895, 2895, 286, 5, 5, 4, 0.717922, 0.013219, 0.012815, 0.012458
2896, 2896, 286, 5, 4, 4, 0.531647, 0.010555, 0.008232, 0.008773
2897, 2897, 286, 5, 4, 5, 0.667649, 0.012247, 0.010980, 0.011815
2898, 2898, 286, 5, 5, 5, 1.149804, 0.021419, 0.021210, 0.020094
2899, 2899, 286, 5, 6, 3, 28.627000, 0.551565, 0.612500, 0.362500
2900, 2900, 286, 5, 6, 4, 19.119667, 0.366406, 0.412500, 0.292187
2901, 2901, 286, 4, 4, 4, 6.135315, 0.105734, 0.102543, 0.101254
2902, 2902, 286, 5, 5, 3, 28.669500, 0.551562, 0.505469, 0.382812
2903, 2903, 286, 6, 5, 2, 28.645500, 0.675000, 0.570315, 0.279685
2904, 2904, 286, 6, 5, 5, 28.647250, 0.604688, 0.572658, 0.512500
2905, 2905, 286, 5, 6, 5, 28.648000, 0.587500, 0.620315, 0.510938
2906, 2906, 286, 6, 4, 5, 11.948313, 0.253061, 0.193034, 0.213932
2907, 2907, 286, 6, 6, 4, 28.696000, 0.609375, 0.603125, 0.478125
2908, 2908, 286, 5, 4, 3, 28.699500, 0.585940, 0.459375, 0.398435
2909, 2909, 287, 5, 4, 3, 28.700000, 0.592190, 0.498437, 0.390625
2910, 2910, 287, 6, 5, 4, 11.976396, 0.256641, 0.217513, 0.197135
2911, 2911, 287, 5, 5, 5, 1.253618, 0.025313, 0.023061, 0.022004
2912, 2912, 287, 5, 4, 4, 0.389241, 0.007917, 0.006012, 0.006502
2913, 2913, 287, 5, 4, 5, 0.738717, 0.013272, 0.011912, 0.012948
2914, 2914, 287, 5, 5, 4, 0.654781, 0.012600, 0.011862, 0.009578
2915, 2915, 287, 6, 5, 3, 28.743500, 0.603125, 0.525000, 0.375000
2916, 2916, 287, 6, 6, 4, 28.771250, 0.615627, 0.630470, 0.459375
2917, 2917, 287, 5, 6, 4, 28.745750, 0.569532, 0.630470, 0.435155
2918, 2918, 287, 6, 4, 4, 19.191250, 0.404428, 0.315885, 0.319010
2919, 2919, 287, 6, 5, 5, 28.796250, 0.625782, 0.531250, 0.528125
2920, 2920, 287, 6, 6, 5, 28.797000, 0.640625, 0.607815, 0.518750
2921, 2921, 288, 5, 4, 4, 0.451659, 0.009326, 0.007662, 0.006956
2922, 2922, 288, 5, 4, 5, 0.705040, 0.012471, 0.011326, 0.012316
2923, 2923, 288, 5, 5, 5, 1.704258, 0.032295, 0.030420, 0.029613
2924, 2924, 288, 5, 5, 4, 0.545391, 0.011016, 0.011192, 0.008318
2925, 2925, 288, 5, 5, 3, 28.860000, 0.551565, 0.539844, 0.357810
2926, 2926, 288, 6, 4, 4, 19.243583, 0.413542, 0.321615, 0.327604
2927, 2927, 288, 6, 4, 5, 19.221750, 0.410677, 0.295311, 0.359376
2928, 2928, 288, 4, 4, 4, 19.224417, 0.324479, 0.312500, 0.318229
2929, 2929, 288, 6, 5, 3, 28.845500, 0.642190, 0.535937, 0.371875
2930, 2930, 288, 6, 5, 4, 28.846000, 0.646875, 0.575000, 0.453125
2931, 2931, 288, 6, 6, 4, 19.247250, 0.413023, 0.411719, 0.322396
2932, 2932, 288, 5, 4, 3, 28.851000, 0.582815, 0.468750, 0.390625
2933, 2933, 288, 6, 5, 5, 28.894250, 0.640628, 0.555470, 0.521094
2934, 2934, 288, 5, 6, 4, 28.896250, 0.550782, 0.603908, 0.435936
2935, 2935, 289, 6, 4, 5, 28.900000, 0.609375, 0.489063, 0.515625
2936, 2936, 289, 5, 4, 4, 0.391958, 0.007157, 0.006022, 0.006631
2937, 2937, 289, 4, 4, 4, 12.069812, 0.205990, 0.199935, 0.200521
2938, 2938, 289, 5, 4, 5, 0.879243, 0.015499, 0.013790, 0.015215
2939, 2939, 289, 5, 5, 5, 1.116903, 0.020528, 0.020287, 0.019333
2940, 2940, 289, 5, 5, 4, 0.674676, 0.012433, 0.012894, 0.011434
2941, 2941, 289, 5, 5, 3, 28.933500, 0.546095, 0.550782, 0.372655
2942, 2942, 289, 6, 5, 4, 28.941000, 0.618750, 0.531250, 0.496875
2943, 2943, 289, 6, 5, 5, 8.213788, 0.177891, 0.166497, 0.144167
2944, 2944, 289, 5, 6, 4, 19.320750, 0.371094, 0.411460, 0.280728
2945, 2945, 289, 6, 4, 4, 19.324917, 0.409116, 0.322396, 0.323698
2946, 2946, 289, 6, 5, 3, 28.991500, 0.626565, 0.559375, 0.395310
2947, 2947, 290, 5, 4, 5, 0.646835, 0.012043, 0.010327, 0.011124
2948, 2948, 290, 5, 4, 4, 0.619425, 0.011836, 0.009878, 0.010510
2949, 2949, 290, 5, 5, 5, 1.388680, 0.025277, 0.024396, 0.024080
2950, 2950, 290, 5, 5, 4, 0.632349, 0.012943, 0.011011, 0.010261
2951, 2951, 290, 5, 6, 4, 12.116167, 0.226237, 0.253320, 0.187956
2952, 2952, 290, 6, 4, 4, 3.279233, 0.076062, 0.055529, 0.053615
2953, 2953, 290, 6, 4, 5, 8.236579, 0.178971, 0.119153, 0.151133
2954, 2954, 290, 4, 4, 4, 3.704952, 0.063061, 0.061531, 0.059638
2955, 2955, 290, 6, 5, 4, 29.064750, 0.660937, 0.540625, 0.460155
2956, 2956, 290, 6, 6, 4, 12.116604, 0.257618, 0.268035, 0.185351
2957, 2957, 290, 5, 6, 3, 29.042500, 0.560940, 0.660940, 0.345310
2958, 2958, 290, 6, 3, 5, 29.076500, 0.600000, 0.389060, 0.534375
2959, 2959, 290, 5, 5, 3, 29.087500, 0.520312, 0.545312, 0.326560
2960, 2960, 291, 5, 4, 4, 0.521517, 0.009043, 0.008234, 0.008846
2961, 2961, 291, 5, 4, 5, 0.885643, 0.016730, 0.013349, 0.015557
