Id,Coord-0,Coord-1,gCluster-label,Class,X,Y
2608,0.321898,0.212005,0,0,215.508148,146.71513
2609,0.321984,0.066002,0,0,215.561984,55.317252
2610,0.322056,0.258593,0,0,215.607056,175.879218
2611,0.32208,0.137217,0,0,215.62208,99.897842
2613,0.322251,0.313136,0,0,215.729126,210.023136
2615,0.322286,0.218853,0,0,215.751036,151.001978
2616,0.322353,0.185425,0,0,215.792978,130.07605
2617,0.322474,0.305641,0,0,215.868724,205.331266
2618,0.322495,0.167102,0,0,215.88187,118.605852
2620,0.322521,0.098251,0,0,215.898146,75.505126
2621,0.322559,0.29739,0,0,215.921934,200.16614
2622,0.322564,0.078859,0,0,215.925064,63.365734
2623,0.322565,0.14611,0,0,215.92569,105.46486
2624,0.322565,0.152034,0,0,215.92569,109.173284
2625,0.322596,0.261198,0,0,215.945096,177.509948
2626,0.322719,0.18842,0,0,216.022094,131.95092
2628,0.322786,0.285139,0,0,216.064036,192.497014
2629,0.322808,0.086283,0,0,216.077808,68.013158
2630,0.322835,0.082185,0,0,216.09471,65.44781
2632,0.322903,0.213417,0,0,216.137278,147.599042
2633,0.323016,0.203909,0,0,216.208016,141.647034
2634,0.323019,0.113631,0,0,216.209894,85.133006
2635,0.323133,0.130406,0,0,216.281258,95.634156
2638,0.32338,0.231374,0,0,216.43588,158.840124
2639,0.323395,0.298615,0,0,216.44527,200.93299
2641,0.323561,0.201633,0,0,216.549186,140.222258
2642,0.323578,0.155949,0,0,216.559828,111.624074
2643,0.323591,0.285482,0,0,216.567966,192.711732
2646,0.324121,0.224062,0,0,216.899746,154.262812
2647,0.324123,0.283359,0,0,216.900998,191.382734
2648,0.324257,0.227371,0,0,216.984882,156.334246
2649,0.324284,0.280452,0,0,217.001784,189.562952
2650,0.324321,0.067425,0,0,217.024946,56.20805
2651,0.32439,0.132946,0,0,217.06814,97.224196
2652,0.324439,0.074422,0,0,217.098814,60.588172
2655,0.324609,0.0588,0,0,217.205234,50.8088
2656,0.32488,0.204139,0,0,217.37488,141.791014
2657,0.324895,0.131016,0,0,217.38427,96.016016
2658,0.325056,0.282099,0,0,217.485056,190.593974
2659,0.325088,0.059267,0,0,217.505088,51.101142
2661,0.32522,0.163663,0,0,217.58772,116.453038
2662,0.325283,0.172494,0,0,217.627158,121.981244
2664,0.325335,0.235153,0,0,217.65971,161.205778
2665,0.325374,0.319936,0,0,217.684124,214.279936
2666,0.325527,0.275495,0,0,217.779902,186.45987
2667,0.325623,0.286641,0,0,217.839998,193.437266
2668,0.325668,0.193834,0,0,217.868168,135.340084
2670,0.325922,0.279912,0,0,218.027172,189.224912
2672,0.326153,0.239704,0,0,218.171778,164.054704
2673,0.326157,0.248994,0,0,218.174282,169.870244
2674,0.326193,0.076438,0,0,218.196818,61.850188
2675,0.326233,0.177751,0,0,218.221858,125.272126
2676,0.326267,0.22573,0,0,218.243142,155.30698
2679,0.326465,0.146677,0,0,218.36709,105.819802
2680,0.32655,0.175872,0,0,218.4203,124.095872
2681,0.326685,0.079703,0,0,218.50481,63.894078
2682,0.326751,0.054851,0,0,218.546126,48.336726
2683,0.326845,0.126367,0,0,218.60497,93.105742
2685,0.326957,0.070099,0,0,218.675082,57.881974
2686,0.32699,0.084463,0,0,218.69574,66.873838
2687,0.327029,0.264267,0,0,218.720154,179.431142
2688,0.327121,0.237746,0,0,218.777746,162.828996
2689,0.327305,0.113169,0,0,218.89293,84.843794
2692,0.327505,0.139115,0,0,219.01813,101.08599
2693,0.327666,0.268508,0,0,219.118916,182.086008
2694,0.32774,0.051441,0,0,219.16524,46.202066
2695,0.327772,0.111883,0,0,219.185272,84.038758
2698,0.327949,0.097171,0,0,219.296074,74.829046
2699,0.327995,0.260534,0,0,219.32487,177.094284
2700,0.328046,0.288168,0,0,219.356796,194.393168
2702,0.328187,0.28072,0,0,219.445062,189.73072
2705,0.328401,0.10195,0,0,219.579026,77.8207
2706,0.328494,0.095827,0,0,219.637244,73.987702
2708,0.328642,0.221097,0,0,219.729892,152.406722
2709,0.328679,0.157772,0,0,219.753054,112.765272
2710,0.328813,0.255577,0,0,219.836938,173.991202
2711,0.328989,0.261064,0,0,219.947114,177.426064
2713,0.329109,0.245657,0,0,220.022234,167.781282
2714,0.329404,0.171227,0,0,220.206904,121.188102
2715,0.329436,0.190166,0,0,220.226936,133.043916
2716,0.329538,0.314227,0,0,220.290788,210.706102
2718,0.329642,0.268224,0,0,220.355892,181.908224
2719,0.329725,0.238505,0,0,220.40785,163.30413
2721,0.32977,0.302939,0,0,220.43602,203.639814
2722,0.329888,0.209834,0,0,220.509888,145.356084
2723,0.329987,0.107144,0,0,220.571862,81.072144
2724,0.330042,0.163297,0,0,220.606292,116.223922
2726,0.330308,0.316867,0,0,220.772808,212.358742
2727,0.330363,0.118125,0,0,220.807238,87.94625
2728,0.330412,0.321053,0,0,220.837912,214.979178
2729,0.330481,0.229417,0,0,220.881106,157.615042
2730,0.330594,0.091267,0,0,220.951844,71.133142
2731,0.330594,0.192955,0,0,220.951844,134.78983
2733,0.330976,0.109089,0,0,221.190976,82.289714
2734,0.331109,0.163086,0,0,221.274234,116.091836
2735,0.331134,0.131775,0,0,221.289884,96.49115
2736,0.331442,0.165641,0,0,221.482692,117.691266
2737,0.33155,0.086716,0,0,221.5503,68.284216
2739,0.331794,0.222062,0,0,221.703044,153.010812
2740,0.331819,0.226605,0,0,221.718694,155.85473
2741,0.331847,0.234754,0,0,221.736222,160.956004
2743,0.331968,0.12942,0,0,221.811968,95.01692
2746,0.332214,0.112404,0,0,221.965964,84.364904
2747,0.332359,0.259244,0,0,222.056734,176.286744
2748,0.332446,0.319027,0,0,222.111196,213.710902
2749,0.332476,0.23084,0,0,222.129976,158.50584
2751,0.332526,0.198823,0,0,222.161276,138.463198
2752,0.332783,0.271165,0,0,222.322158,183.74929
2753,0.332794,0.098954,0,0,222.329044,75.945204
2754,0.332917,0.308433,0,0,222.406042,207.079058
2755,0.333268,0.276543,0,0,222.625768,187.115918
2756,0.333334,0.254613,0,0,222.667084,173.387738
2757,0.333383,0.266558,0,0,222.697758,180.865308
2758,0.333404,0.112021,0,0,222.710904,84.125146
2759,0.333404,0.211379,0,0,222.710904,146.323254
2760,0.333703,0.137372,0,0,222.898078,99.994872
2761,0.333717,0.1677,0,0,222.906842,118.9802
2763,0.333826,0.079,0,0,222.975076,63.454
2764,0.333829,0.181764,0,0,222.976954,127.784264
2765,0.334181,0.274411,0,0,223.197306,185.781286
2769,0.334289,0.161153,0,0,223.264914,114.881778
2771,0.334538,0.086562,0,0,223.420788,68.187812
2775,0.334957,0.254714,0,0,223.683082,173.450964
2777,0.335026,0.321011,0,0,223.726276,214.952886
2778,0.335294,0.301391,0,0,223.894044,202.670766
2779,0.33535,0.200743,0,0,223.9291,139.665118
2780,0.335425,0.066601,0,0,223.97605,55.692226
2781,0.335535,0.210014,0,0,224.04491,145.468764
2782,0.33558,0.114268,0,0,224.07308,85.531768
2783,0.335581,0.29203,0,0,224.073706,196.81078
2784,0.335585,0.211542,0,0,224.07621,146.425292
2785,0.335684,0.097586,0,0,224.138184,75.088836
2786,0.335711,0.302942,0,0,224.155086,203.641692
2787,0.335749,0.306411,0,0,224.178874,205.813286
2788,0.335762,0.225347,0,0,224.187012,155.067222
2789,0.335823,0.318864,0,0,224.225198,213.608864
2790,0.335992,0.274887,0,0,224.330992,186.079262
2791,0.336072,0.135581,0,0,224.381072,98.873706
2792,0.336085,0.28319,0,0,224.38921,191.27694
2793,0.336102,0.132749,0,0,224.399852,97.100874
2794,0.336126,0.153254,0,0,224.414876,109.937004
2796,0.336193,0.317711,0,0,224.456818,212.887086
2798,0.336304,0.161053,0,0,224.526304,114.819178
2799,0.336337,0.303399,0,0,224.546962,203.927774
2800,0.336406,0.248696,0,0,224.590156,169.683696
2803,0.336641,0.250321,0,0,224.737266,170.700946
2804,0.336657,0.174529,0,0,224.747282,123.255154
2805,0.336706,0.11989,0,0,224.777956,89.05114
2806,0.336752,0.05512,0,0,224.806752,48.50512
2808,0.336879,0.161257,0,0,224.886254,114.946882
2809,0.337121,0.259487,0,0,225.037746,176.438862
2810,0.337171,0.291545,0,0,225.069046,196.50717
2811,0.337184,0.099374,0,0,225.077184,76.208124
2812,0.337204,0.170526,0,0,225.089704,120.749276
2813,0.337272,0.143812,0,0,225.132272,104.026312
2814,0.337361,0.204088,0,0,225.187986,141.759088
2815,0.337375,0.275907,0,0,225.19675,186.717782
2816,0.337379,0.263593,0,0,225.199254,179.009218
2817,0.337399,0.315131,0,0,225.211774,211.272006
2818,0.337406,0.207575,0,0,225.216156,143.94195
2819,0.337414,0.182029,0,0,225.221164,127.950154
2820,0.337438,0.280642,0,0,225.236188,189.681892
2821,0.337565,0.312815,0,0,225.31569,209.82219
2822,0.337612,0.108409,0,0,225.345112,81.864034
2823,0.337658,0.234863,0,0,225.373908,161.024238
2824,0.337668,0.172674,0,0,225.380168,122.093924
2825,0.337677,0.179867,0,0,225.385802,126.596742
2826,0.337679,0.090387,0,0,225.387054,70.582262
2827,0.337696,0.133069,0,0,225.397696,97.301194
2828,0.337708,0.131772,0,0,225.405208,96.489272
2832,0.33785,0.191858,0,0,225.4941,134.103108
2833,0.337933,0.195085,0,0,225.546058,136.12321
2834,0.337962,0.225636,0,0,225.564212,155.248136
2835,0.337963,0.209471,0,0,225.564838,145.128846
2836,0.338179,0.069182,0,0,225.700054,57.307932
2840,0.338268,0.120792,0,0,225.755768,89.615792
2841,0.338268,0.164163,0,0,225.755768,116.766038
2842,0.338299,0.268396,0,0,225.775174,182.015896
2844,0.338428,0.275794,0,0,225.855928,186.647044
2845,0.338521,0.065919,0,0,225.914146,55.265294
2846,0.338529,0.103965,0,0,225.919154,79.08209
2847,0.338655,0.071704,0,0,225.99803,58.886704
2848,0.338748,0.170422,0,0,226.056248,120.684172
2849,0.338995,0.209399,0,0,226.21087,145.083774
2850,0.339043,0.20673,0,0,226.240918,143.41298
2851,0.339091,0.227679,0,0,226.270966,156.527054
2852,0.339109,0.293391,0,0,226.282234,197.662766
2853,0.339152,0.217788,0,0,226.309152,150.335288
2854,0.339486,0.058645,0,0,226.518236,50.71177
2855,0.339562,0.108526,0,0,226.565812,81.937276
2856,0.339575,0.290158,0,0,226.57395,195.638908
2857,0.339673,0.219145,0,0,226.635298,151.18477
2858,0.339794,0.126466,0,0,226.711044,93.167716
2860,0.339914,0.310085,0,0,226.786164,208.11321
2861,0.339942,0.158818,0,0,226.803692,113.420068
2863,0.340091,0.220717,0,0,226.896966,152.168842
2864,0.340187,0.142567,0,0,226.957062,103.246942
2866,0.340364,0.129896,0,0,227.067864,95.314896
2867,0.340494,0.085061,0,0,227.149244,67.248186
2868,0.340585,0.144885,0,0,227.20621,104.69801
2869,0.340609,0.066332,0,0,227.221234,55.523832
2870,0.340613,0.230658,0,0,227.223738,158.391908
2871,0.340634,0.203827,0,0,227.236884,141.595702
2872,0.340725,0.15935,0,0,227.29385,113.7531
2873,0.340927,0.092502,0,0,227.420302,71.906252
2877,0.340997,0.096872,0,0,227.464122,74.641872
2878,0.341024,0.114776,0,0,227.481024,85.849776
2879,0.341209,0.303299,0,0,227.596834,203.865174
2880,0.341241,0.063112,0,0,227.616866,53.508112
2881,0.34134,0.200128,0,0,227.67884,139.280128
2882,0.341452,0.07055,0,0,227.748952,58.1643
2883,0.341526,0.267436,0,0,227.795276,181.414936
2885,0.341583,0.299244,0,0,227.830958,201.326744
2886,0.341602,0.281636,0,0,227.842852,190.304136
2887,0.341791,0.222748,0,0,227.961166,153.440248
2888,0.342121,0.244617,0,0,228.167746,167.130242
2890,0.342163,0.074569,0,0,228.194038,60.680194
2892,0.342265,0.217736,0,0,228.25789,150.302736
2893,0.342305,0.126629,0,0,228.28293,93.269754
2894,0.34234,0.121529,0,0,228.30484,90.077154
2896,0.342586,0.241653,0,0,228.458836,165.274778
2897,0.342593,0.136668,0,0,228.463218,99.554168
2898,0.342641,0.179623,0,0,228.493266,126.443998
2899,0.342692,0.171067,0,0,228.525192,121.087942
2901,0.34277,0.236291,0,0,228.57402,161.918166
2902,0.342899,0.27796,0,0,228.654774,188.00296
2903,0.342943,0.197709,0,0,228.682318,137.765834
2904,0.343027,0.071845,0,0,228.734902,58.97497
2905,0.343089,0.088703,0,0,228.773714,69.528078
2906,0.343097,0.251147,-1,-1,228.778722,171.218022
2910,0.343597,0.173228,0,0,229.091722,122.440728
2912,0.343856,0.091319,0,0,229.253856,71.165694
2915,0.344388,0.186294,0,0,229.586888,130.620044
2916,0.344406,0.151609,0,0,229.598156,108.907234
2917,0.344415,0.282479,0,0,229.60379,190.831854
2918,0.344431,0.248035,-1,-1,229.613806,169.26991
2919,0.344439,0.115099,0,0,229.618814,86.051974
2921,0.344506,0.26322,0,0,229.660756,178.77572
2922,0.344589,0.070387,0,0,229.712714,58.062262
2923,0.34462,0.109591,0,0,229.73212,82.603966
2924,0.344621,0.161444,0,0,229.732746,115.063944
2925,0.344695,0.187589,0,0,229.77907,131.430714
2926,0.344722,0.285351,0,0,229.795972,192.629726
2927,0.34481,0.312872,-1,-1,229.85106,209.857872
2928,0.344816,0.11881,0,0,229.854816,88.37506
2930,0.344927,0.230029,-1,-1,229.924302,157.998154
2931,0.344987,0.228714,-1,-1,229.961862,157.174964
2932,0.345,0.106428,0,0,229.97,80.623928
2935,0.345449,0.066936,0,0,230.251074,55.901936
2938,0.346687,0.261784,0,0,231.026062,177.876784
2939,0.346978,0.181383,0,0,231.208228,127.545758
2941,0.347273,0.274273,0,0,231.392898,185.694898
2946,0.347952,0.082337,0,0,231.817952,65.542962
2957,0.349377,0.079013,0,0,232.710002,63.462138
2963,0.351353,0.073139,0,0,233.946978,59.785014
2964,0.351425,0.085045,0,0,233.99205,67.23817
2965,0.351524,0.088492,0,0,234.054024,69.395992
2966,0.351669,0.298403,-1,-1,234.144794,200.800278
2967,0.351765,0.283372,-1,-1,234.20489,191.390872
2970,0.352976,0.091278,0,0,234.962976,71.140028
2975,0.353982,0.093233,0,0,235.592732,72.363858
2976,0.35405,0.081427,0,0,235.6353,64.973302
2978,0.354292,0.09372,0,0,235.786792,72.66872
2984,0.355623,0.095278,0,0,236.619998,73.644028
2987,0.356311,0.319775,-1,-1,237.050686,214.17915
2992,0.357829,0.115212,0,0,238.000954,86.122712
2993,0.357843,0.096158,0,0,238.009718,74.194908
2998,0.358613,0.088077,0,0,238.491738,69.136202
2999,0.358751,0.235486,-1,-1,238.578126,161.414236
3003,0.359716,0.106743,0,0,239.182216,80.821118
4013,0.496754,0.381687,1,1,324.968004,252.936062
4016,0.496891,0.396201,1,1,325.053766,262.021826
4017,0.496904,0.397011,1,1,325.061904,262.528886
4026,0.497573,0.374085,1,1,325.480698,248.17721
4042,0.498781,0.392773,1,1,326.236906,259.875898
4046,0.499109,0.364529,1,1,326.442234,242.195154
4056,0.500147,0.414645,1,1,327.092022,273.56777
4059,0.5005,0.368188,1,1,327.313,244.485688
4066,0.502075,0.389882,1,1,328.29895,258.066132
4069,0.502417,0.364859,1,1,328.513042,242.401734
4077,0.503262,0.373129,1,1,329.042012,247.578754
4081,0.503673,0.377832,1,1,329.299298,250.522832
4084,0.504096,0.436307,-1,-1,329.564096,287.128182
4089,0.504249,0.422687,1,1,329.659874,278.602062
4090,0.504307,0.369377,1,1,329.696182,245.230002
4098,0.504903,0.426545,1,1,330.069278,281.01717
4099,0.504911,0.436439,-1,-1,330.074286,287.210814
4102,0.505091,0.38485,1,1,330.186966,254.9161
4104,0.505198,0.397142,1,1,330.253948,262.610892
4115,0.506351,0.372212,1,1,330.975726,247.004712
4116,0.506395,0.403265,1,1,331.00327,266.44389
4118,0.506623,0.421066,1,1,331.145998,277.587316
4125,0.507903,0.405505,1,1,331.947278,267.84613
4126,0.507957,0.371871,1,1,331.981082,246.791246
4136,0.508733,0.405553,1,1,332.466858,267.876178
4144,0.509778,0.434955,-1,-1,333.121028,286.28183
4146,0.509879,0.381208,1,1,333.184254,252.636208
4151,0.510502,0.363856,1,1,333.574252,241.773856
4157,0.511415,0.43138,-1,-1,334.14579,284.04388
4158,0.511636,0.374117,1,1,334.284136,248.197242
4162,0.511968,0.432931,-1,-1,334.491968,285.014806
4174,0.512978,0.392732,1,1,335.124228,259.850232
4175,0.513051,0.383976,1,1,335.169926,254.368976
4178,0.513361,0.422489,1,1,335.363986,278.478114
4181,0.513558,0.374358,1,1,335.487308,248.348108
4188,0.514233,0.395444,1,1,335.909858,261.547944
4189,0.514422,0.407468,1,1,336.028172,269.074968
4191,0.51455,0.418717,1,1,336.1083,276.116842
4192,0.514633,0.383701,1,1,336.160258,254.196826
4203,0.516088,0.39976,1,1,337.071088,264.24976
4210,0.516628,0.406281,1,1,337.409128,268.331906
4211,0.517171,0.40024,1,1,337.749046,264.55024
4214,0.517275,0.388728,1,1,337.81415,257.343728
4219,0.517492,0.396476,1,1,337.949992,262.193976
4220,0.517572,0.413724,1,1,338.000072,272.991224
4222,0.517735,0.402307,1,1,338.10211,265.844182
4231,0.518789,0.422201,1,1,338.761914,278.297826
4235,0.519107,0.396399,1,1,338.960982,262.145774
4237,0.519377,0.426273,1,1,339.130002,280.846898
4239,0.519513,0.419069,1,1,339.215138,276.337194
4245,0.520423,0.398034,1,1,339.784798,263.169284
4251,0.521115,0.396246,1,1,340.21799,262.049996
4252,0.521144,0.388781,1,1,340.236144,257.376906
4253,0.521252,0.422955,1,1,340.303752,278.76983
4256,0.52147,0.387302,1,1,340.44022,256.451052
4261,0.522412,0.373503,1,1,341.029912,247.812878
4264,0.522711,0.422038,1,1,341.217086,278.195788
4265,0.522794,0.364224,1,1,341.269044,242.004224
4267,0.523272,0.413056,1,1,341.568272,272.573056
4273,0.524115,0.427618,1,1,342.09599,281.688868
4274,0.524131,0.39069,1,1,342.106006,258.57194
4276,0.524225,0.402578,1,1,342.16485,266.013828
4283,0.525006,0.417209,1,1,342.653756,275.172834
4284,0.525144,0.425607,1,1,342.740144,280.429982
4289,0.525375,0.362674,1,1,342.88475,241.033924
4290,0.525398,0.390626,1,1,342.899148,258.531876
4291,0.525425,0.415767,1,1,342.91605,274.270142
4295,0.52616,0.391173,1,1,343.37616,258.874298
4298,0.5263,0.379093,1,1,343.4638,251.312218
4308,0.527403,0.387706,1,1,344.154278,256.703956
4309,0.527514,0.395879,1,1,344.223764,261.820254
4316,0.52796,0.416647,1,1,344.50296,274.821022
4320,0.528056,0.364912,1,1,344.563056,242.434912
4327,0.528399,0.393113,1,1,344.777774,260.088738
4330,0.529,0.408158,1,1,345.154,269.506908
4336,0.529569,0.365567,1,1,345.510194,242.844942
4348,0.530516,0.409364,1,1,346.103016,270.261864
4354,0.530783,0.400934,1,1,346.270158,264.984684
4355,0.530911,0.418486,1,1,346.350286,275.972236
4356,0.530926,0.364796,1,1,346.359676,242.362296
4361,0.531275,0.363118,1,1,346.57815,241.311868
4366,0.5317,0.398827,1,1,346.8442,263.665702
4367,0.531743,0.373645,1,1,346.871118,247.90177
4368,0.531751,0.414607,1,1,346.876126,273.543982
4369,0.531767,0.367463,1,1,346.886142,244.031838
4370,0.532054,0.411896,1,1,347.065804,271.846896
4371,0.532056,0.369928,1,1,347.067056,245.574928
4383,0.532759,0.37584,1,1,347.507134,249.27584
4389,0.533236,0.391965,1,1,347.805736,259.37009
4390,0.533283,0.397065,1,1,347.835158,262.56269
4394,0.533505,0.363736,1,1,347.97413,241.698736
4395,0.533605,0.408369,1,1,348.03673,269.638994
4398,0.533706,0.407522,1,1,348.099956,269.108772
4402,0.533867,0.36096,1,1,348.200742,239.96096
4405,0.534165,0.372835,1,1,348.38729,247.39471
4412,0.534657,0.40478,1,1,348.695282,267.39228
4414,0.534677,0.400617,1,1,348.707802,264.786242
4424,0.535615,0.38838,1,1,349.29499,257.12588
4428,0.535973,0.402244,1,1,349.519098,265.804744
4431,0.536155,0.411053,1,1,349.63303,271.319178
4439,0.536677,0.420914,1,1,349.959802,277.492164
4442,0.536797,0.414179,1,1,350.034922,273.276054
4449,0.537311,0.407249,1,1,350.356686,268.937874
4451,0.537463,0.365693,1,1,350.451838,242.923818
4453,0.53766,0.377642,1,1,350.57516,250.403892
4461,0.538259,0.37677,1,1,350.950134,249.85802
4465,0.538802,0.360062,1,1,351.290052,239.398812
4482,0.540562,0.419609,1,1,352.391812,276.675234
4495,0.541414,0.402682,1,1,352.925164,266.078932
4497,0.541768,0.376569,1,1,353.146768,249.732194
4499,0.541883,0.426577,1,1,353.218758,281.037202
4506,0.542431,0.401994,1,1,353.561806,265.648244
4510,0.542819,0.414013,1,1,353.804694,273.172138
4520,0.543427,0.366762,1,1,354.185302,243.593012
4521,0.543462,0.391597,1,1,354.207212,259.139722
4525,0.543813,0.363722,1,1,354.426938,241.689972
4534,0.544425,0.406514,1,1,354.81005,268.477764
4535,0.544438,0.365299,1,1,354.818188,242.677174
4536,0.544438,0.397133,1,1,354.818188,262.605258
4539,0.544581,0.410002,1,1,354.907706,270.661252
4541,0.544589,0.40196,1,1,354.912714,265.62696
4544,0.544756,0.40449,1,1,355.017256,267.21074
4545,0.544816,0.417165,1,1,355.054816,275.14529
4553,0.545546,0.367097,1,1,355.511796,243.802722
4560,0.546053,0.41192,1,1,355.829178,271.86192
4562,0.546294,0.376847,1,1,355.980044,249.906222
4577,0.547642,0.379978,1,1,356.823892,251.866228
4578,0.547655,0.407203,1,1,356.83203,268.909078
4584,0.548013,0.362805,1,1,357.056138,241.11593
4589,0.548206,0.370872,1,1,357.176956,246.165872
4594,0.54849,0.415465,1,1,357.35474,274.08109
4598,0.548569,0.363037,1,1,357.404194,241.261162
4601,0.548855,0.377688,1,1,357.58323,250.432688
4602,0.548891,0.370484,1,1,357.605766,245.922984
4609,0.549326,0.396112,1,1,357.878076,261.966112
4612,0.549748,0.365904,1,1,358.142248,243.055904
4619,0.550695,0.409872,1,1,358.73507,270.579872
4621,0.55078,0.372166,1,1,358.78828,246.975916
4631,0.551235,0.424112,1,1,359.07311,279.494112
4636,0.551498,0.378155,1,1,359.237748,250.72503
4649,0.552687,0.40293,1,1,359.982062,266.23418
4650,0.552914,0.389775,1,1,360.124164,257.99915
4652,0.553035,0.404455,1,1,360.19991,267.18883
4656,0.553224,0.385327,1,1,360.318224,255.214702
4677,0.554741,0.412968,1,1,361.267866,272.517968
4683,0.555343,0.420714,1,1,361.644718,277.366964
4684,0.555361,0.409645,1,1,361.655986,270.43777
4686,0.555466,0.365396,1,1,361.721716,242.737896
4688,0.55607,0.365508,1,1,362.09982,242.808008
4690,0.556243,0.404302,1,1,362.208118,267.093052
4691,0.556296,0.364305,1,1,362.241296,242.05493
4708,0.557679,0.403011,1,1,363.107054,266.284886
4715,0.558393,0.427938,1,1,363.554018,281.889188
4717,0.558621,0.400815,1,1,363.696746,264.91019
4721,0.558764,0.397585,1,1,363.786264,262.88821
4722,0.558775,0.418268,1,1,363.79315,275.835768
4723,0.558829,0.401447,1,1,363.826954,265.305822
4729,0.559046,0.380677,1,1,363.962796,252.303802
4738,0.559676,0.389931,1,1,364.357176,258.096806
4744,0.560051,0.394589,1,1,364.591926,261.012714
4750,0.560553,0.371449,1,1,364.906178,246.527074
4753,0.560732,0.408502,1,1,365.018232,269.722252
4758,0.561101,0.385077,1,1,365.249226,255.058202
4762,0.561714,0.428093,1,1,365.632964,281.986218
4766,0.562225,0.375347,1,1,365.95285,248.967222
4768,0.562304,0.373511,1,1,366.002304,247.817886
4773,0.562824,0.366125,1,1,366.327824,243.19425
4777,0.563412,0.384278,1,1,366.695912,254.558028
4781,0.563901,0.372081,1,1,367.002026,246.922706
4785,0.564542,0.40673,1,1,367.403292,268.61298
4786,0.564596,0.37642,1,1,367.437096,249.63892
4787,0.564666,0.422401,1,1,367.480916,278.423026
4789,0.564772,0.383042,1,1,367.547272,253.784292
4790,0.565054,0.371593,1,1,367.723804,246.617218
4796,0.565768,0.425724,1,1,368.170768,280.503224
4797,0.565834,0.409527,1,1,368.212084,270.363902
4799,0.566056,0.417171,1,1,368.351056,275.149046
4808,0.566679,0.387086,1,1,368.741054,256.315836
4811,0.567018,0.367014,1,1,368.953268,243.750764
4812,0.567026,0.41801,1,1,368.958276,275.67426
4819,0.567738,0.425083,1,1,369.403988,280.101958
4822,0.567856,0.415008,1,1,369.477856,273.795008
4825,0.568147,0.423671,1,1,369.660022,279.218046
4826,0.568155,0.384188,1,1,369.66503,254.501688
4830,0.56843,0.407133,1,1,369.83718,268.865258
4832,0.568666,0.37099,1,1,369.984916,246.23974
4838,0.56951,0.419724,1,1,370.51326,276.747224
4839,0.569613,0.381208,1,1,370.577738,252.636208
4841,0.569701,0.397963,1,1,370.632826,263.124838
4843,0.570343,0.390529,1,1,371.034718,258.471154
4848,0.571332,0.380797,1,1,371.653832,252.378922
4849,0.571401,0.413022,1,1,371.697026,272.551772
4853,0.571797,0.378358,1,1,371.944922,250.852108
4854,0.571979,0.369518,1,1,372.058854,245.318268
4861,0.572867,0.397989,1,1,372.614742,263.141114
4863,0.573058,0.420546,1,1,372.734308,277.261796
4864,0.573163,0.422853,1,1,372.800038,278.705978
4867,0.573232,0.366343,1,1,372.843232,243.330718
4869,0.573305,0.397273,1,1,372.88893,262.692898
4872,0.573955,0.379037,1,1,373.29583,251.277162
4875,0.574198,0.40892,1,1,373.447948,269.98392
4877,0.574609,0.406427,1,1,373.705234,268.423302
4878,0.574663,0.400717,1,1,373.739038,264.848842
4887,0.575808,0.421024,1,1,374.455808,277.561024
4890,0.576302,0.420835,1,1,374.765052,277.44271
4892,0.576345,0.374682,1,1,374.79197,248.550932
4895,0.576652,0.404644,1,1,374.984152,267.307144
4903,0.578208,0.39227,1,1,375.958208,259.56102
4905,0.578813,0.411404,1,1,376.336938,271.538904
4913,0.580238,0.378719,1,1,377.228988,251.078094
4914,0.580264,0.424673,1,1,377.245264,279.845298
4915,0.580275,0.380936,1,1,377.25215,252.465936
4919,0.580527,0.417024,1,1,377.409902,275.057024
4920,0.580535,0.38331,1,1,377.41491,253.95206
4921,0.580553,0.372189,1,1,377.426178,246.990314
4922,0.580602,0.392056,1,1,377.456852,259.427056
4926,0.58103,0.3652,1,1,377.72478,242.6152
4933,0.581786,0.392364,1,1,378.198036,259.619864
4937,0.582581,0.40193,1,1,378.695706,265.60818
4940,0.583185,0.367232,1,1,379.07381,243.887232
4941,0.58326,0.384794,1,1,379.12076,254.881044
4943,0.583403,0.422768,1,1,379.210278,278.652768
4946,0.583973,0.428104,1,1,379.567098,281.993104
4951,0.584984,0.415043,1,1,380.199984,273.816918
4952,0.584995,0.39873,1,1,380.20687,263.60498
4955,0.585225,0.412013,1,1,380.35085,271.920138
4959,0.585613,0.36545,1,1,380.593738,242.7717
4960,0.585685,0.404078,1,1,380.63881,266.952828
4966,0.586519,0.422677,1,1,381.160894,278.595802
4969,0.586773,0.391264,1,1,381.319898,258.931264
4972,0.587248,0.428067,1,1,381.617248,281.969942
4975,0.587629,0.406307,1,1,381.855754,268.348182
4980,0.5883,0.398355,1,1,382.2758,263.37023
4984,0.5887,0.424765,1,1,382.5262,279.90289
4988,0.589073,0.425893,1,1,382.759698,280.609018
4992,0.589519,0.367708,1,1,383.038894,244.185208
4995,0.589799,0.373567,1,1,383.214174,247.852942
4998,0.590629,0.370626,1,1,383.733754,246.011876
4999,0.590842,0.398649,1,1,383.867092,263.554274
5000,0.590893,0.424505,1,1,383.899018,279.74013
5001,0.590904,0.415968,1,1,383.905904,274.395968
5003,0.591061,0.401101,1,1,384.004186,265.089226
5004,0.591171,0.401502,1,1,384.073046,265.340252
5009,0.591506,0.363535,1,1,384.282756,241.57291
5019,0.592236,0.420947,1,1,384.739736,277.512822
5021,0.592356,0.366235,1,1,384.814856,243.26311
