x,y,Class
0.271676,0.260966,5
0.266575,0.487114,5
0.108368,0.210745,0
0.586453,0.172242,4
0.801106,0.635302,2
0.891271,0.658698,1
0.760529,0.733671,2
0.456376,0.269550,3
0.587676,0.217826,4
0.384529,0.728591,3
0.404897,0.946537,-1
0.880018,0.241456,1
0.124631,0.283463,0
0.070722,0.686369,0
0.754771,0.220201,2
0.892359,0.753718,1
0.507112,0.433893,-1
0.573399,0.186530,4
0.078481,0.215604,0
0.880479,0.427248,1
0.053445,0.450262,0
0.376479,0.341987,3
0.961915,0.687154,1
0.271541,0.177577,5
0.205333,0.896389,-1
0.235214,0.476839,5
0.118590,0.674584,0
0.463804,0.261450,3
0.459999,0.559389,3
0.121725,0.441732,0
0.293513,0.074698,-1
0.430448,0.431685,-1
0.864077,0.238644,-1
0.626744,0.266067,4
0.244681,0.184745,5
0.280597,0.490846,5
0.967485,0.677631,1
0.798049,0.442738,2
0.632736,0.295054,4
0.563543,0.387980,4
0.550593,0.602228,4
0.448465,0.718604,3
0.392611,0.562691,3
0.709279,0.280658,2
0.147557,0.471812,0
0.365268,0.444517,3
0.216139,0.378436,5
0.358344,0.089342,-1
0.776112,0.689289,2
0.372991,0.376309,3
0.947702,0.389919,1
0.881008,0.680638,1
0.106359,0.491859,0
0.366621,0.394309,3
0.246555,0.470960,5
0.946783,0.735832,1
0.236188,0.389544,5
0.727142,0.241772,2
0.771418,0.244738,2
0.273482,0.679644,5
0.946467,0.152564,1
0.590426,0.307611,-1
0.060804,0.667201,0
0.722619,0.550765,2
0.388402,0.475799,3
0.259470,0.433738,5
0.671805,0.127872,-1
0.848815,0.863577,-1
0.067470,0.748899,0
0.755485,0.203181,2
0.140845,0.603591,0
0.110925,0.696698,0
0.217146,0.505644,5
0.237539,0.457678,5
0.621437,0.210698,4
0.105528,0.505389,0
0.701754,0.017946,-1
0.596520,0.246537,4
0.109305,0.181054,0
0.469790,0.544611,3
0.061222,0.364631,0
0.050579,0.441302,0
0.971602,0.718114,1
0.723210,0.603456,2
0.732862,0.173477,2
0.382215,0.236631,3
0.233866,0.617919,5
0.059807,0.250181,0
0.744930,0.690624,2
0.466138,0.571933,3
0.770387,0.744228,2
0.287627,0.239685,5
0.899862,0.505262,1
0.628217,0.943295,-1
0.988134,0.028819,-1
0.899972,0.637040,1
0.073334,0.705248,0
0.059015,0.428403,0
0.854866,0.442792,-1
0.903774,0.422376,1
0.736067,0.253698,2
0.614628,0.592067,4
0.222422,0.558483,5
0.236426,0.366436,5
0.413421,0.150248,3
0.542268,0.792329,-1
0.476771,0.546544,3
0.070683,0.186020,0
0.120422,0.173523,0
0.950823,0.452114,1
0.444114,0.728799,3
0.586975,0.476282,4
0.143535,0.674624,0
0.234706,0.277544,5
0.804802,0.480436,2
0.336253,0.947624,-1
0.899844,0.494544,1
0.949850,0.760523,1
0.927166,0.731470,1
0.622369,0.289094,4
0.973097,0.121792,-1
0.389839,0.240691,3
0.867126,0.436550,-1
0.735239,0.434718,-1
0.052644,0.291758,0
0.298167,0.161168,5
0.278161,0.185732,5
0.925283,0.765067,1
0.882351,0.416785,1
0.089946,0.684416,0
0.382190,0.539678,3
0.454521,0.721208,3
0.806626,0.305221,2
0.788195,0.529154,2
0.667396,0.061772,-1
0.740618,0.231926,2
0.103606,0.453409,0
0.047974,0.623906,0
0.231660,0.460034,5
0.766834,0.228517,2
0.548399,0.725557,4
0.732712,0.619832,2
0.662697,0.328993,-1
0.222688,0.448074,5
0.965862,0.447282,-1
0.632585,0.386040,4
0.948362,0.763698,1
0.795416,0.280725,2
0.632285,0.700215,4
0.285644,0.880510,-1
0.629643,0.720322,4
0.545614,0.643685,4
0.719575,0.710376,2
0.663671,0.448940,-1
0.790211,0.542383,2
0.562435,0.169617,4
0.263834,0.239866,5
0.630459,0.690980,4
0.714239,0.285584,2
0.637347,0.287859,4
0.606241,0.538107,4
0.603224,0.449248,4
0.634379,0.806060,-1
0.415167,0.875577,-1
0.044330,0.308040,0
0.558546,0.537872,4
0.234899,0.448805,5
0.121090,0.444638,0
0.652947,0.211369,-1
0.559437,0.620013,4
0.625450,0.576000,4
0.092183,0.239443,0
0.051941,0.669403,0
0.706731,0.549322,2
0.872021,0.445597,-1
0.058886,0.234940,0
0.293211,0.416054,5
0.224371,0.783765,5
0.448770,0.709510,3
0.663197,0.480282,-1
0.397741,0.244503,3
0.070715,0.758074,0
0.103778,0.151262,0
0.580716,0.463859,4
0.388447,0.684524,3
0.203464,0.448309,-1
0.408510,0.681960,3
0.149258,0.448054,0
0.255719,0.195872,5
0.896038,0.704322,1
0.475452,0.581557,3
0.227217,0.636678,5
0.892638,0.508047,1
0.984112,0.001362,-1
0.404219,0.212725,3
0.445618,0.667483,3
0.628514,0.546161,4
0.775217,0.446772,2
0.652834,0.057081,-1
0.546252,0.503309,4
0.465633,0.318738,3
0.564422,0.603101,4
0.765680,0.738007,2
0.776448,0.205631,2
0.063412,0.742980,0
0.570190,0.385537,4
0.217852,0.508282,5
0.245268,0.205443,5
0.056799,0.254362,0
0.134207,0.748503,0
0.913068,0.209275,1
0.546448,0.166235,4
0.969672,0.827691,-1
0.726136,0.114926,-1
0.053489,0.600128,0
0.742144,0.712315,2
0.551259,0.222617,4
0.631613,0.606765,4
0.128138,0.659107,0
0.490327,0.438752,-1
0.948602,0.445993,1
0.197592,0.799785,-1
0.283579,0.446611,5
0.629155,0.274275,4
0.443195,0.228423,3
0.174126,0.274973,-1
0.218044,0.205148,5
0.631817,0.642221,4
0.756459,0.220705,2
0.764786,0.186463,2
0.757092,0.440356,-1
0.895427,0.431456,1
0.553317,0.477617,4
0.736117,0.222490,2
0.142771,0.502094,0
0.935417,0.832477,-1
0.834227,0.398624,-1
0.221477,0.597899,5
0.270892,0.423772,5
0.217603,0.404584,5
0.768433,0.477423,2
0.224543,0.419591,5
0.276471,0.240221,5
0.560491,0.697436,4
0.760943,0.776389,2
0.450013,0.334792,3
0.766575,0.193705,2
0.120432,0.815698,-1
0.112996,0.232919,0
0.909986,0.193047,1
0.564753,0.443913,4
0.925038,0.457128,1
0.632438,0.663087,4
0.892263,0.709785,1
0.614845,0.560289,4
0.254687,0.694604,5
0.407857,0.338510,-1
0.148494,0.890852,-1
0.598759,0.210638,4
0.892795,0.298248,1
0.726631,0.339537,2
0.384943,0.527262,3
0.716554,0.507027,2
0.620495,0.333221,4
0.248305,0.389852,5
0.218876,0.359638,5
0.767509,0.679517,2
0.802193,0.440141,2
0.753745,0.767812,2
0.123486,0.639899,0
0.607960,0.236349,4
0.714903,0.286785,2
0.806353,0.665430,2
0.264673,0.728477,5
0.947092,0.687121,1
0.272193,0.203799,5
0.419583,0.715537,3
0.142028,0.698638,0
0.047505,0.320631,0
0.564810,0.756295,4
0.950320,0.671000,1
0.946268,0.189268,1
0.971361,0.288879,-1
0.251810,0.760624,5
0.060465,0.573416,0
0.902971,0.248859,1
0.880378,0.485148,1
0.807118,0.603638,2
0.947652,0.420711,1
0.290649,0.679906,5
0.092250,0.442940,-1
0.222116,0.159215,5
0.385102,0.208208,3
0.458902,0.357705,3
0.946418,0.207000,1
0.496411,0.365510,-1
0.631020,0.268772,4
0.546879,0.704309,4
0.413229,0.152685,3
0.121873,0.709852,0
0.627538,0.240436,4
0.897498,0.222248,1
0.320799,0.443188,-1
0.748305,0.202517,2
0.314598,0.837993,-1
0.061569,0.395544,0
0.110754,0.496671,0
0.715300,0.289510,2
0.708700,0.539631,2
0.898971,0.338181,1
0.587557,0.605221,-1
0.260430,0.441711,5
0.740333,0.444128,-1
0.290410,0.398960,5
0.794775,0.278121,2
0.216856,0.460617,5
0.378180,0.697309,3
0.736705,0.204570,2
0.778994,0.500376,2
0.925524,0.471658,1
0.281302,0.216087,5
0.915280,0.243228,1
0.910015,0.847718,-1
0.931225,0.245034,1
0.716397,0.235698,2
0.947652,0.221537,1
0.057293,0.309631,0
0.058899,0.684188,0
0.242201,0.229181,5
0.301873,0.669933,5
0.888524,0.167698,1
0.590285,0.150658,4
0.255509,0.411315,5
0.405725,0.668591,3
0.229112,0.586940,5
0.079962,0.766940,0
0.612471,0.160349,4
0.575286,0.433067,4
0.802926,0.599852,2
0.164775,0.108349,-1
0.989345,0.123322,-1
0.622192,0.641020,4
0.090358,0.241396,0
0.237642,0.473369,5
0.248222,0.402416,5
0.093832,0.394832,-1
0.466794,0.422322,3
0.502322,0.441980,-1
0.293085,0.436470,5
0.415646,0.688946,3
0.933031,0.398711,1
0.425095,0.744114,3
0.759731,0.677329,2
0.609845,0.168020,4
0.253019,0.759825,5
0.220327,0.341450,5
0.461165,0.248456,3
0.622352,0.713604,4
0.653408,0.473161,-1
0.224192,0.537678,5
0.545399,0.744141,4
0.630854,0.520141,4
0.190055,0.143450,-1
0.617741,0.523282,4
0.785563,0.298913,2
0.249162,0.700161,5
0.473402,0.579980,3
0.645148,0.448805,-1
0.458594,0.435282,3
0.185487,0.668221,-1
0.559469,0.748107,4
0.461707,0.396577,3
0.898959,0.184107,1
0.412928,0.189161,3
0.075013,0.695919,0
0.375176,0.958544,-1
0.923786,0.179745,1
0.226808,0.564114,5
0.945227,0.487597,1
0.133480,0.712174,0
0.122886,0.654980,0
0.184348,0.448329,-1
0.448079,0.200718,3
0.106918,0.187685,0
0.751905,0.171081,2
0.623506,0.275732,4
0.769656,0.399268,-1
0.624554,0.406960,4
0.279020,0.753779,5
0.448908,0.686174,3
0.614538,0.589953,4
0.543399,0.608792,4
0.254871,0.229188,5
0.244087,0.733832,5
0.632039,0.660953,4
0.403240,0.190765,3
0.278167,0.446805,5
0.403457,0.159980,3
0.890303,0.739081,1
0.629560,0.616383,4
0.807864,0.717477,2
0.722710,0.202879,2
0.369251,0.273671,3
0.542987,0.321705,4
0.809044,0.486403,2
0.966242,0.685705,1
0.259900,0.201228,5
0.432288,0.691007,3
0.133604,0.662570,0
0.106080,0.160161,0
0.630673,0.252389,4
0.734348,0.709302,2
0.382506,0.327899,3
0.843510,0.436779,-1
0.233813,0.671564,5
0.902607,0.685443,1
0.547676,0.188490,4
0.430636,0.713893,3
0.255412,0.503007,5
0.145714,0.335523,0
0.416371,0.457919,-1
0.546258,0.244685,4
0.916790,0.298953,-1
0.133230,0.446389,0
0.891098,0.740034,1
0.572231,0.191779,4
0.896367,0.392174,1
0.421427,0.188181,3
0.417490,0.140315,3
0.557911,0.677799,4
0.149019,0.008302,-1
0.597317,0.177255,4
0.550608,0.304268,4
0.250881,0.762779,5
0.241550,0.755644,5
0.706887,0.424953,2
0.107781,0.155054,0
0.401245,0.726430,3
0.710289,0.549772,2
0.296740,0.183711,5
0.089288,0.707604,0
0.627454,0.584993,4
0.710410,0.551604,2
0.559126,0.514671,4
0.613392,0.494745,4
0.388190,0.657423,3
0.403619,0.708047,3
0.443367,0.261685,3
0.959930,0.695322,1
0.472427,0.315879,3
0.604680,0.481859,4
0.724051,0.257940,2
0.274466,0.214772,5
0.218113,0.333611,5
0.410700,0.596376,-1
0.678392,0.712114,-1
0.786716,0.496248,2
0.561070,0.720839,4
0.073911,0.744436,0
0.956680,0.187772,1
0.883760,0.634960,1
0.935729,0.756792,1
0.553122,0.480584,4
0.100486,0.780154,0
0.769295,0.213443,2
0.576818,0.482315,4
0.060501,0.277752,0
0.582376,0.493268,4
0.065568,0.701268,0
0.772852,0.681275,2
0.131387,0.221221,0
0.805575,0.537477,2
0.744985,0.180208,2
0.057403,0.529617,0
0.946992,0.216188,1
0.787580,0.465725,2
0.359648,0.782644,-1
0.242093,0.159040,5
0.222418,0.594584,5
0.532769,0.757906,-1
0.463690,0.678322,3
0.465523,0.626638,3
0.550942,0.623195,4
0.126798,0.862154,-1
0.092095,0.709919,0
0.100325,0.780242,0
0.065460,0.731779,0
0.721034,0.244282,2
0.556112,0.684966,4
0.940026,0.175866,1
0.400981,0.128933,3
0.428760,0.774624,3
0.225642,0.212228,5
0.048807,0.571121,0
0.154593,0.605705,-1
0.660907,0.474758,-1
0.807780,0.505980,2
0.947578,0.457175,1
0.783173,0.252611,2
0.240584,0.469081,5
0.577999,0.186966,4
0.375618,0.634872,3
0.898668,0.181215,1
0.287861,0.750383,5
0.289624,0.763732,5
0.704515,0.350631,2
0.951423,0.154416,1
0.796078,0.323530,2
0.489626,0.940409,-1
0.659104,0.927356,-1
0.930808,0.713866,1
0.793965,0.691463,2
0.394362,0.611007,3
0.789035,0.531000,2
0.932122,0.501886,1
0.147720,0.696557,0
0.800819,0.744175,2
0.100549,0.194570,0
0.385095,0.396765,3
0.370639,0.284195,3
0.636025,0.740356,4
0.418577,0.054792,-1
0.802175,0.278403,2
0.451660,0.630383,3
0.147132,0.629913,0
0.894513,0.499691,1
0.911185,0.732309,1
0.783643,0.655107,2
0.714540,0.580107,2
0.718795,0.598732,2
0.464990,0.366356,3
0.617417,0.396550,4
0.388928,0.264664,3
0.816052,0.430248,-1
0.414250,0.777946,3
0.231832,0.305772,5
0.236265,0.440725,5
0.130687,0.309866,0
0.113185,0.196262,0
0.404329,0.658168,3
0.793994,0.672013,2
0.890583,0.607275,1
0.234658,0.549403,5
0.803317,0.614866,2
0.058442,0.261094,0
0.880491,0.722309,1
0.886516,0.557779,1
0.120780,0.211403,0
0.376673,0.319040,3
0.573995,0.476128,4
0.419898,0.782671,3
0.952221,0.708134,1
0.725984,0.389899,2
0.372097,0.344671,3
0.062013,0.202530,0
0.582063,0.457584,4
0.093295,0.705799,0
0.085064,0.155839,0
0.404794,0.219691,3
0.206445,0.437255,-1
0.719737,0.384664,2
0.799861,0.912651,-1
0.176237,0.148537,-1
0.600467,0.454383,4
0.101495,0.597819,-1
0.562977,0.650248,4
0.705636,0.347007,2
0.469559,0.592779,3
0.210069,0.765295,-1
0.958758,0.457436,1
0.059893,0.700933,0
0.731917,0.316966,2
0.289815,0.738376,5
0.355990,0.436510,-1
0.636509,0.881174,-1
0.049996,0.461416,0
0.139648,0.539852,0
0.786644,0.300906,2
0.726153,0.021369,-1
0.896492,0.669383,1
0.225987,0.379221,5
0.923325,0.675846,1
0.943465,0.485564,1
0.545760,0.842705,-1
0.961975,0.758846,1
0.523987,0.649047,-1
0.571881,0.459510,4
0.397972,0.697926,3
0.945489,0.723020,1
0.417271,0.707208,3
0.230721,0.255389,5
0.501854,0.714805,-1
0.676304,0.431383,-1
0.394921,0.693779,3
0.457004,0.200101,3
0.031406,0.716450,-1
0.560122,0.457087,4
0.603162,0.524040,4
0.786470,0.687778,2
0.562183,0.430685,4
0.912701,0.242168,1
0.786666,0.643926,2
0.579136,0.215691,4
0.064592,0.089933,-1
0.435513,0.769430,3
0.051137,0.940423,-1
0.416921,0.176604,3
0.800961,0.694356,2
0.558776,0.553738,4
0.400500,0.153980,3
0.665450,0.363517,-1
0.947358,0.765799,1
0.419932,0.237584,3
0.809359,0.527362,2
0.249888,0.491846,5
0.555226,0.706785,4
0.629631,0.555685,4
0.223384,0.158295,5
0.137322,0.102020,-1
0.922981,0.474315,1
0.454896,0.195758,3
0.425698,0.445738,-1
0.788892,0.855953,-1
0.613432,0.669215,4
0.289330,0.420611,5
0.618572,0.234168,4
0.781186,0.166329,2
0.939265,0.496624,1
0.226442,0.647107,5
0.734888,0.677013,2
0.222628,0.186349,5
0.231558,0.701463,5
0.911077,0.437289,1
0.737922,0.765282,2
0.705859,0.353054,2
0.299242,0.737289,5
0.720590,0.295470,2
0.274695,0.409799,5
0.545927,0.612389,4
0.618318,0.725577,4
0.078671,0.158510,0
0.904082,0.669490,1
0.270201,0.469262,5
0.713721,0.576376,2
0.278899,0.431081,5
0.712696,0.247846,2
0.805675,0.287034,2
0.095171,0.753242,0
0.295837,0.416282,5
0.548031,0.347564,4
0.794033,0.558060,2
0.901064,0.189289,1
0.403913,0.185443,3
0.137711,0.699483,0
0.225540,0.752866,5
0.141263,0.577329,0
0.624044,0.630557,4
0.810131,0.484101,2
0.901480,0.282591,1
0.225891,0.156195,5
0.554594,0.457477,4
0.055672,0.241725,0
0.558221,0.270544,4
0.245982,0.720617,5
0.243633,0.193289,5
0.954293,0.193523,1
0.150805,0.474698,-1
0.731289,0.447362,-1
0.381028,0.249564,3
0.744651,0.179503,2
0.230136,0.166638,5
0.494851,0.043389,-1
0.476715,0.409275,3
0.058399,0.359463,0
0.555192,0.816564,-1
0.424791,0.208772,3
0.929509,0.569658,-1
0.410072,0.769369,3
0.391216,0.298866,3
0.553021,0.730973,4
0.012486,0.618644,-1
0.924097,0.715315,1
0.259104,0.675060,5
0.934026,0.670980,1
0.385883,0.322987,3
0.039758,0.488141,0
0.102750,0.492221,0
0.955173,0.150993,1
0.732446,0.191691,2
0.059901,0.678906,0
0.566991,0.426987,4
0.046569,0.392738,0
0.266003,0.196396,5
0.944330,0.442664,1
0.410781,0.716980,3
0.545398,0.220248,4
0.062628,0.362081,0
0.462653,0.537966,3
0.098172,0.225510,0
0.271152,0.480396,5
0.551242,0.215685,4
0.977147,0.315933,-1
0.644452,0.912913,-1
0.156182,0.610906,-1
0.781171,0.432054,2
0.265735,0.227349,5
0.950588,0.177101,1
0.565858,0.755450,4
0.386858,0.286893,3
0.123954,0.169060,0
0.085240,0.773470,0
0.090526,0.726799,0
0.043716,0.433960,0
0.480172,0.417436,3
0.632976,0.903040,-1
0.135854,0.217262,0
0.050943,0.308732,0
0.372992,0.308658,3
0.591430,0.195638,4
0.180158,0.771403,-1
0.290747,0.429752,5
0.881082,0.540067,1
0.880624,0.380007,1
0.373621,0.304772,3
0.106809,0.234047,0
0.234820,0.241450,5
0.923138,0.256705,1
0.619697,0.482879,4
0.287298,0.489933,5
0.893161,0.217792,1
0.594064,0.338611,-1
0.461467,0.256315,3
0.467629,0.535510,3
0.900009,0.332752,1
0.937989,0.418255,1
0.081994,0.761933,0
0.230072,0.681966,5
0.456240,0.190208,3
0.528874,0.444430,-1
0.549088,0.492772,4
0.712544,0.933685,-1
0.914764,0.214483,1
0.943171,0.722248,1
0.795609,0.439430,2
0.942498,0.163758,1
0.407580,0.174980,3
0.269688,0.257369,5
0.712842,0.568477,2
0.629631,0.492805,4
0.411009,0.201322,3
0.292379,0.719940,5
0.125371,0.692235,0
0.954917,0.496490,1
0.584943,0.469624,4
0.143510,0.735262,0
0.119011,0.222926,0
0.823094,0.898027,-1
0.801611,0.443644,2
0.611006,0.432000,4
0.753114,0.162678,2
0.287744,0.665315,5
0.943892,0.156772,1
0.898348,0.675685,1
0.461103,0.640933,3
0.429090,0.083114,-1
0.731263,0.607980,2
0.774930,0.206389,2
0.955521,0.727913,1
0.472423,0.409557,3
0.134636,0.237705,0
0.230886,0.540597,5
0.555230,0.224148,4
0.806987,0.649208,2
0.762758,0.511416,2
0.949745,0.730450,1
0.290727,0.687544,5
0.629937,0.512879,4
0.587520,0.207879,4
0.436151,0.237725,3
0.938378,0.493832,1
0.260358,0.445349,5
0.238053,0.477000,5
0.881690,0.088738,-1
0.793329,0.517839,2
0.542793,0.241054,4
0.234376,0.497852,5
0.901590,0.148819,1
0.240725,0.457228,5
0.227258,0.328879,5
0.768893,0.183664,2
0.087162,0.722074,0
0.083663,0.442772,-1
0.776999,0.734832,2
0.452394,0.729859,3
0.140873,0.651537,0
0.546236,0.353537,4
0.725123,0.213866,2
0.221962,0.174228,5
0.136270,0.261940,0
0.788101,0.783127,-1
0.633222,0.547128,4
0.202009,0.912470,-1
0.925305,0.711376,1
0.804673,0.761725,2
0.426943,0.740738,3
0.041136,0.458047,0
0.143568,0.307181,0
0.573970,0.486570,4
0.284514,0.455678,5
0.219933,0.288826,5
0.783802,0.455846,2
0.067247,0.282309,0
0.553592,0.495141,4
0.745730,0.329295,-1
0.626197,0.745919,4
0.037246,0.444973,0
0.295540,0.391416,5
0.595663,0.482966,4
0.673675,0.432651,-1
0.909878,0.176658,1
0.129957,0.477698,0
0.782001,0.281248,2
0.140054,0.470933,0
0.262039,0.662342,5
0.246617,0.460302,5
0.085270,0.188423,0
0.416290,0.211852,3
0.843587,0.860456,-1
0.231244,0.200510,5
0.468940,0.895168,-1
0.443729,0.763000,3
0.263954,0.216094,5
0.668943,0.308060,-1
0.623323,0.560953,4
0.234533,0.193436,5
0.388778,0.435329,3
0.645286,0.088436,-1
0.893074,0.180409,1
0.885327,0.728060,1
0.088456,0.218671,0
0.048933,0.160859,-1
0.578858,0.231631,4
0.919928,0.492416,1
0.064308,0.738698,0
0.810677,0.273201,2
0.959990,0.630866,-1
0.245886,0.751148,5
0.171766,0.444289,-1
0.133000,0.685000,0
0.271500,0.723638,5
0.219127,0.220121,5
0.435529,0.144503,3
0.374219,0.446604,3
0.749592,0.764919,2
0.464176,0.261101,3
0.827775,0.442336,-1
0.941780,0.491758,1
0.594276,0.437960,4
0.466514,0.301000,3
0.614671,0.245255,4
0.062485,0.374570,0
0.738553,0.690101,2
0.628158,0.746430,4
0.068261,0.189013,0
0.775256,0.268295,2
0.898552,0.418604,1
0.685288,0.579087,-1
0.179804,0.684262,-1
0.602989,0.432356,4
0.939144,0.403188,1
0.233039,0.442523,5
0.732521,0.751074,2
0.399183,0.879409,-1
0.946763,0.178523,1
0.101986,0.432383,0
0.431273,0.230262,3
0.395729,0.629577,3
0.885617,0.207503,1
0.631851,0.783839,4
0.902996,0.149315,1
0.800188,0.710074,2
0.889054,0.767087,1
0.216201,0.435866,5
0.104911,0.161752,0
0.137783,0.336919,0
0.468858,0.436483,3
0.471261,0.427658,3
0.717005,0.655275,2
0.625573,0.315141,4
0.894313,0.304591,1
0.625745,0.649785,4
0.713613,0.299497,2
0.850080,0.751483,-1
0.007714,0.778631,-1
0.848152,0.900436,-1
0.544323,0.333966,4
0.599112,0.425362,4
0.246658,0.391389,5
0.132185,0.693436,0
0.265749,0.447758,5
0.462589,0.672262,3
0.908412,0.467114,1
0.139739,0.648826,0
0.757162,0.674658,2
0.624020,0.223745,4
0.044211,0.601000,0
0.793023,0.333201,2
0.281651,0.418691,5
0.748320,0.871255,-1
0.560583,0.701248,4
0.412925,0.734591,3
0.431844,0.784980,3
0.609335,0.475832,4
0.242173,0.746309,5
0.481574,0.448013,3
0.211477,0.444403,-1
0.882364,0.190034,1
0.609284,0.230282,4
0.247446,0.119134,-1
0.796861,0.531483,2
0.000952,0.855550,-1
0.246187,0.767020,5
0.932593,0.503255,1
0.086808,0.241403,0
0.466284,0.640906,3
0.283701,0.415517,5
0.599938,0.231732,4
0.389201,0.734671,3
0.381304,0.663604,3
0.685101,0.432134,-1
0.549854,0.358322,4
0.458192,0.516604,3
0.055226,0.298591,0
0.815592,0.811631,-1
0.611989,0.262322,4
0.923150,0.427228,1
0.259244,0.429208,5
0.710013,0.441228,2
0.451359,0.608604,3
0.086396,0.701329,0
0.545994,0.505309,4
0.554045,0.461094,4
0.618186,0.559416,4
0.259363,0.729094,5
0.444702,0.789738,-1
0.225480,0.717510,5
0.383781,0.686678,3
0.237637,0.725966,5
0.725240,0.665235,2
0.945617,0.498235,1
0.932987,0.181946,1
0.783994,0.762839,2
0.149550,0.432859,0
0.907166,0.228819,1
0.131702,0.233121,0
0.289861,0.438980,5
0.810224,0.571309,2
0.626612,0.361832,4
0.542823,0.376201,4
0.385345,0.104208,-1
0.948314,0.210752,1
0.799492,0.641510,2
0.264783,0.764174,5
0.934595,0.427792,1
0.054670,0.300792,0
0.227087,0.428966,5
0.131335,0.715248,0
0.711450,0.588564,2
0.548461,0.567067,4
0.093910,0.748698,0
0.378915,0.488839,3
0.224577,0.539362,5
0.909653,0.179537,1
0.555236,0.394913,4
0.269236,0.263128,5
0.253719,0.244141,5
0.544227,0.279940,4
0.611923,0.350617,-1
0.901857,0.229523,1
0.961386,0.666463,1
0.719577,0.335423,2
0.379974,0.562268,3
0.118818,0.909772,-1
0.108858,0.751691,0
0.452044,0.657523,3
0.756073,0.765430,2
0.365182,0.398651,3
0.557119,0.309094,4
0.473072,0.590040,3
0.237342,0.430430,5
0.907994,0.457631,1
0.635388,0.705779,4
0.680776,0.579389,-1
0.426231,0.163879,3
0.231598,0.465195,5
0.275230,0.709128,5
0.254725,0.465745,5
0.143011,0.673913,0
0.382937,0.637926,3
0.386570,0.211376,3
0.756579,0.695450,2
0.596676,0.454134,4
0.557318,0.509242,4
0.243258,0.444007,5
0.389853,0.583799,3
0.648416,0.020725,-1
0.607249,0.198060,4
0.771318,0.460268,2
0.224275,0.413617,5
0.081373,0.517530,-1
0.920597,0.150477,1
0.456057,0.289792,3
0.564382,0.490201,4
0.123906,0.517215,0
0.653107,0.960369,-1
0.931969,0.222476,1
0.126186,0.492315,0
0.423100,0.715879,3
0.758722,0.179812,2
0.930020,0.051604,-1
0.072270,0.257242,0
0.557452,0.440054,4
0.238377,0.611940,5
0.562637,0.026342,-1
0.022283,0.736054,-1
0.552864,0.239846,4
0.845695,0.444181,-1
0.711869,0.325248,2
0.087771,0.175624,0
0.534989,0.911242,-1
0.365476,0.683436,-1
0.045731,0.383121,0
0.587460,0.462342,4
0.467369,0.388651,3
0.413530,0.063094,-1
0.883609,0.543188,1
0.424214,0.441524,-1
0.886989,0.645779,1
0.715946,0.291819,2
0.619323,0.751242,4
0.221399,0.377242,5
0.437482,0.150987,3
0.395408,0.698215,3
0.941951,0.724987,1
0.143807,0.516161,0
0.792823,0.568846,2
0.702545,0.442349,2
0.564092,0.204195,4
0.053948,0.351463,0
0.111629,0.664557,0
0.130779,0.577893,0
0.553966,0.764819,4
0.465579,0.637973,3
0.193807,0.571007,-1
0.576119,0.242604,4
0.095373,0.688685,0
0.811869,0.445168,2
0.463585,0.362651,3
0.684848,0.901289,-1
0.460382,0.415054,3
0.792910,0.668497,2
0.783820,0.221832,2
0.590006,0.151349,4
0.567657,0.232765,4
0.056756,0.240732,0
0.783915,0.643161,2
0.418617,0.229121,3
0.755779,0.713302,2
0.115070,0.221792,0
0.402966,0.243456,3
0.766945,0.178168,2
0.542796,0.683336,4
0.417240,0.231302,3
0.069800,0.728577,0
0.166013,0.435678,-1
0.132948,0.580544,0
0.540338,0.533517,4
0.389085,0.631268,3
0.579906,0.955886,-1
0.221511,0.761309,5
0.293845,0.257913,5
0.472250,0.424322,3
0.922202,0.188436,1
0.286259,0.453846,5
0.883832,0.627416,1
0.933688,0.393604,1
0.611095,0.513966,4
0.916858,0.209007,1
0.609668,0.456913,4
0.719090,0.215007,2
0.470359,0.563161,3
0.801067,0.598718,2
0.297075,0.763477,5
0.292020,0.245705,5
0.748425,0.577544,-1
0.260182,0.490960,5
0.731950,0.625570,2
0.125884,0.643617,0
0.288804,0.162242,5
0.272598,0.251174,5
0.110156,0.468644,0
0.082931,0.722456,0
0.703990,0.510852,2
0.268406,0.247034,5
0.382920,0.681919,3
0.460861,0.456940,3
0.304095,0.713638,5
0.431641,0.766725,3
0.242141,0.443953,5
0.988085,0.357195,-1
0.445538,0.660960,3
0.881426,0.504362,1
0.790750,0.526289,2
0.613345,0.726383,4
0.278833,0.229497,5
0.895656,0.150201,1
0.794763,0.312423,2
0.099147,0.741497,0
0.056933,0.557174,0
0.595574,0.437711,4
0.971398,0.819859,-1
0.472536,0.433873,3
0.884334,0.452275,1
0.063653,0.236047,0
0.946291,0.910490,-1
0.052947,0.503503,0
0.949552,0.670154,1
0.265258,0.437631,5
0.468060,0.402168,3
0.566235,0.503530,4
0.553454,0.506785,4
0.063692,0.830423,-1
0.431378,0.206309,3
0.639420,0.353852,4
0.035388,0.862175,-1
0.774814,0.935758,-1
0.571702,0.176852,4
0.637045,0.297356,4
0.953587,0.744772,1
0.256008,0.402685,5
0.808048,0.443973,2
0.441995,0.687020,3
0.145302,0.504617,0
0.058099,0.479430,0
0.460974,0.478839,3
0.916191,0.754604,1
0.225548,0.769866,5
0.391938,0.090718,-1
0.277696,0.415859,5
0.928536,0.214812,1
0.592186,0.212785,4
0.353528,0.163631,-1
