cell-id,cell-label,number-points,CM-0,CM-1,qty-cells-cluster-greater-equal-3,gCluster-label, _#NO_CLASS#_
578,578,1,0.882096,0.354511,1,-1,-1
579,579,3,0.319114,0.155771,1,-1,-1
580,580,3,0.810363,0.166915,2,-1,-1
581,581,1,0.293561,0.225145,1,-1,-1
582,582,1,0.447455,0.387176,1,-1,-1
583,583,1,0.628811,0.086208,1,-1,-1
584,584,2,0.32467,0.281276,2,-1,-1
585,585,2,0.204534,0.248132,2,-1,-1
586,586,1,0.318875,0.208538,3,-1,-1
587,587,1,0.427585,0.080188,3,-1,-1
588,588,1,0.483954,0.063387,1,-1,-1
589,589,1,0.955113,0.128034,1,-1,-1
590,590,2,0.800761,0.307157,1,-1,-1
591,591,2,0.874946,0.273466,1,-1,-1
592,592,1,0.44108,0.169097,1,-1,-1
593,593,1,0.214155,0.219329,1,-1,-1
594,594,1,0.35924,0.379479,1,-1,-1
595,595,1,0.276735,0.378601,1,-1,-1
596,596,2,0.650048,0.306728,1,-1,-1
597,597,1,0.776096,0.269166,2,-1,-1
598,598,1,0.510059,0.08528,1,-1,-1
599,599,1,0.609398,0.413283,1,-1,-1
600,600,1,0.106981,0.323816,1,-1,-1
601,601,1,0.657034,0.381695,1,-1,-1
602,602,1,0.648267,0.391757,1,-1,-1
603,603,1,0.294554,0.172767,1,-1,-1
604,604,1,0.852765,0.293094,1,-1,-1
605,605,1,0.549658,0.072078,1,-1,-1
606,606,1,0.652756,0.150236,2,-1,-1
607,607,1,0.108665,0.128273,1,-1,-1
608,608,1,0.606636,0.227316,1,-1,-1
609,609,1,0.594909,0.309554,1,-1,-1
610,610,2,0.507154,0.372042,1,-1,-1
611,611,1,0.817088,0.462995,1,-1,-1
612,612,1,0.316173,0.450671,1,-1,-1
613,613,1,0.732903,0.081776,1,-1,-1
614,614,1,0.857104,0.388059,1,-1,-1
615,615,1,0.115468,0.08374,1,-1,-1
616,616,1,0.748733,0.416355,1,-1,-1
617,617,1,0.492864,0.081516,1,-1,-1
618,618,1,0.112455,0.296275,1,-1,-1
619,619,1,0.493848,0.017722,1,-1,-1
620,620,1,0.189331,0.295476,1,-1,-1
621,621,1,0.806839,0.284548,1,-1,-1
622,622,2,0.302277,0.261965,1,-1,-1
623,623,1,0.39938,0.373735,1,-1,-1
624,624,1,0.525144,0.425607,1,-1,-1
625,625,1,0.437142,0.088861,1,-1,-1
626,626,1,0.542248,0.152214,1,-1,-1
627,627,2,0.797966,0.244949,2,-1,-1
628,628,2,0.255618,0.110665,1,-1,-1
629,629,1,0.093401,0.159599,3,-1,-1
630,630,1,0.690494,0.175019,1,-1,-1
631,631,1,0.613791,0.192879,1,-1,-1
632,632,1,0.230965,0.365155,1,-1,-1
633,633,1,0.765292,0.183997,2,-1,-1
634,634,2,0.770339,0.190026,1,-1,-1
635,635,1,0.089658,0.128427,1,-1,-1
636,636,3,0.335824,0.161154,1,-1,-1
637,637,3,0.558677,0.074932,2,-1,-1
638,638,3,0.764128,0.06154,1,-1,-1
639,639,1,0.339942,0.158818,2,-1,-1
640,640,1,0.152583,0.427564,1,-1,-1
641,641,1,0.870609,0.205832,2,-1,-1
642,642,1,0.102276,0.277526,1,-1,-1
643,643,1,0.301958,0.418064,1,-1,-1
644,644,1,0.541883,0.426577,1,-1,-1
645,645,2,0.292496,0.369952,2,-1,-1
646,646,1,0.863003,0.081625,3,-1,-1
647,647,2,0.079458,0.072041,1,-1,-1
648,648,1,0.073907,0.084492,1,-1,-1
649,649,3,0.435362,0.386839,1,-1,-1
650,650,1,0.705613,0.389414,1,-1,-1
651,651,1,0.414923,0.147807,1,-1,-1
652,652,1,0.322559,0.29739,2,-1,-1
653,653,1,0.305275,0.322626,1,-1,-1
654,654,1,0.668088,0.418109,1,-1,-1
655,655,1,0.802409,0.086478,1,-1,-1
656,656,1,0.856716,0.332289,1,-1,-1
657,657,1,0.755131,0.091395,1,-1,-1
658,658,2,0.344957,0.229371,1,-1,-1
659,659,2,0.764722,0.093054,3,-1,-1
660,660,1,0.444714,0.367676,1,-1,-1
661,661,1,0.497292,0.426289,1,-1,-1
662,662,1,0.323561,0.201633,1,-1,-1
663,663,1,0.645674,0.322042,1,-1,-1
664,664,2,0.432726,0.304236,1,-1,-1
665,665,1,0.329404,0.171227,1,-1,-1
666,666,1,0.255289,0.186081,1,-1,-1
667,667,1,0.804463,0.131754,1,-1,-1
668,668,1,0.394832,0.288871,1,-1,-1
669,669,1,0.075086,0.104498,1,-1,-1
670,670,1,0.091644,0.303291,1,-1,-1
671,671,1,0.640553,0.486185,1,-1,-1
672,672,1,0.532054,0.411896,1,-1,-1
673,673,1,0.089265,0.321992,1,-1,-1
674,674,1,0.216701,0.354508,1,-1,-1
675,675,1,0.400476,0.347783,1,-1,-1
676,676,1,0.776955,0.091594,2,-1,-1
677,677,1,0.539422,0.078201,1,-1,-1
678,678,1,0.896596,0.126807,1,-1,-1
679,679,2,0.392831,0.201405,2,-1,-1
680,680,1,0.940441,0.095703,1,-1,-1
681,681,2,0.844145,0.05322,1,-1,-1
682,682,2,0.119216,0.315876,1,-1,-1
683,683,1,0.329538,0.314227,1,-1,-1
684,684,1,0.550974,0.217118,1,-1,-1
685,685,2,0.075941,0.246268,1,-1,-1
686,686,1,0.098308,0.243925,1,-1,-1
687,687,2,0.218366,0.17895,1,-1,-1
688,688,1,0.148831,0.090765,1,-1,-1
689,689,2,0.515525,0.406875,1,-1,-1
690,690,2,0.080943,0.065375,1,-1,-1
691,691,2,0.101756,0.297843,1,-1,-1
692,692,1,0.612644,0.228669,1,-1,-1
693,693,1,0.636938,0.197732,1,-1,-1
694,694,1,0.769874,0.10811,1,-1,-1
695,695,1,0.841529,0.150872,1,-1,-1
696,696,1,0.258387,0.114936,1,-1,-1
697,697,2,0.848713,0.147196,2,-1,-1
698,698,1,0.309692,0.366067,1,-1,-1
699,699,1,0.336657,0.174529,1,-1,-1
700,700,1,0.612487,0.069248,2,-1,-1
701,701,1,0.800115,0.273372,1,-1,-1
702,702,1,0.710855,0.397653,1,-1,-1
703,703,1,0.529599,0.13705,1,-1,-1
704,704,1,0.089139,0.072406,1,-1,-1
705,705,2,0.040956,0.118827,1,-1,-1
706,706,1,0.110786,0.261522,1,-1,-1
707,707,2,0.103376,0.261782,1,-1,-1
708,708,1,0.76319,0.228334,3,-1,-1
709,709,1,0.180641,0.083147,1,-1,-1
710,710,1,0.504249,0.422687,1,-1,-1
711,711,1,0.88797,0.36939,1,-1,-1
712,712,1,0.293359,0.201211,1,-1,-1
713,713,1,0.299463,0.053965,1,-1,-1
714,714,1,0.15112,0.076401,1,-1,-1
715,715,2,0.227103,0.175324,1,-1,-1
716,716,3,0.236165,0.274933,1,-1,-1
717,717,2,0.143883,0.089808,1,-1,-1
718,718,1,0.006393,0.450917,1,-1,-1
719,719,2,0.290503,0.406867,1,-1,-1
720,720,1,0.180872,0.184401,1,-1,-1
721,721,1,0.643427,0.071446,1,-1,-1
722,722,1,0.406029,0.104077,1,-1,-1
723,723,1,0.800089,0.301931,1,-1,-1
724,724,3,0.535822,0.084317,1,-1,-1
725,725,2,0.212692,0.177681,1,-1,-1
726,726,1,0.614968,0.274927,1,-1,-1
727,727,1,0.566107,0.09581,1,-1,-1
728,728,1,0.585225,0.412013,1,-1,-1
729,729,2,0.141613,0.056923,1,-1,-1
730,730,3,0.098423,0.173157,1,-1,-1
731,731,1,0.533867,0.36096,1,-1,-1
732,732,1,0.527522,0.133645,1,-1,-1
733,733,1,0.833665,0.049473,1,-1,-1
734,734,2,0.438265,0.295764,1,-1,-1
735,735,1,0.81565,0.136479,1,-1,-1
736,736,1,0.917181,0.230196,1,-1,-1
737,737,1,0.887486,0.34843,1,-1,-1
738,738,1,0.404189,0.320235,1,-1,-1
739,739,1,0.871503,0.337361,1,-1,-1
740,740,2,0.421093,0.324903,2,-1,-1
741,741,2,0.621772,0.412213,3,-1,-1
742,742,1,0.299581,0.276045,1,-1,-1
743,743,1,0.074537,0.068556,1,-1,-1
744,744,1,0.222387,0.240994,1,-1,-1
745,745,1,0.64789,0.153244,1,-1,-1
746,746,1,0.630775,0.286449,1,-1,-1
747,747,2,0.783768,0.265377,3,-1,-1
748,748,1,0.63311,0.375535,1,-1,-1
749,749,1,0.213786,0.206409,1,-1,-1
750,750,1,0.520474,0.22704,1,-1,-1
751,751,1,0.551075,0.091791,1,-1,-1
752,752,1,0.759018,0.242343,2,-1,-1
753,753,1,0.836304,0.31445,1,-1,-1
754,754,1,0.60299,0.404427,1,-1,-1
755,755,2,0.115315,0.096209,2,-1,-1
756,756,2,0.150042,0.108021,1,-1,-1
757,757,1,0.598288,0.161243,2,-1,-1
758,758,1,0.187629,0.060374,1,-1,-1
759,759,1,0.616085,0.195962,1,-1,-1
760,760,2,0.296224,0.152665,4,-1,-1
761,761,1,0.312669,0.234508,1,-1,-1
762,762,1,0.417163,0.418431,1,-1,-1
763,763,1,0.104439,0.055196,1,-1,-1
764,764,1,0.379581,0.034155,1,-1,-1
765,765,1,0.733511,0.373222,1,-1,-1
766,766,1,0.869839,0.262458,1,-1,-1
767,767,1,0.843404,0.073586,1,-1,-1
768,768,1,0.082855,0.295383,1,-1,-1
769,769,1,0.125094,0.067163,1,-1,-1
770,770,1,0.704495,0.171003,1,-1,-1
771,771,1,0.497551,0.175724,1,-1,-1
772,772,2,0.321026,0.066097,2,-1,-1
773,773,1,0.862465,0.139647,1,-1,-1
774,774,1,0.566331,0.306096,2,-1,-1
775,775,1,0.583185,0.367232,1,-1,-1
776,776,1,0.411444,0.282268,1,-1,-1
777,777,2,0.306198,0.227243,2,-1,-1
778,778,1,0.601725,0.282831,1,-1,-1
779,779,1,0.554353,0.10685,1,-1,-1
780,780,1,0.671843,0.413946,1,-1,-1
781,781,2,0.88974,0.101213,1,-1,-1
782,782,2,0.365234,0.384232,2,-1,-1
783,783,1,0.416439,0.229553,2,-1,-1
784,784,1,0.219682,0.104633,1,-1,-1
785,785,1,0.742209,0.417668,1,-1,-1
786,786,1,0.178519,0.257995,1,-1,-1
787,787,1,0.744711,0.096105,1,-1,-1
788,788,1,0.7115,0.383244,2,-1,-1
789,789,1,0.418784,0.165032,1,-1,-1
790,790,1,0.144481,0.057232,1,-1,-1
791,791,1,0.853794,0.098345,1,-1,-1
792,792,2,0.09472,0.21851,1,-1,-1
793,793,1,0.764278,0.186409,1,-1,-1
794,794,2,0.746978,0.104083,1,-1,-1
795,795,1,0.776038,0.099634,1,-1,-1
796,796,1,0.886883,0.158968,1,-1,-1
797,797,1,0.872489,0.091816,1,-1,-1
798,798,2,0.72394,0.087988,1,-1,-1
799,799,1,0.725703,0.288752,1,-1,-1
800,800,1,0.737436,0.356064,1,-1,-1
801,801,1,0.637278,0.317433,1,-1,-1
802,802,1,0.062449,0.287252,2,-1,-1
803,803,1,0.641107,0.193331,1,-1,-1
804,804,1,0.813875,0.174305,1,-1,-1
805,805,1,0.600911,0.225593,1,-1,-1
806,806,1,0.613161,0.161558,1,-1,-1
807,807,1,0.863203,0.271645,1,-1,-1
808,808,1,0.845473,0.180089,1,-1,-1
809,809,2,0.623767,0.175543,1,-1,-1
810,810,1,0.524581,0.212235,1,-1,-1
811,811,1,0.830318,0.443032,1,-1,-1
812,812,1,0.251559,0.19458,1,-1,-1
813,813,1,0.43028,0.155649,1,-1,-1
814,814,1,0.328244,0.359703,1,-1,-1
815,815,2,0.106354,0.281835,3,-1,-1
816,816,2,0.39223,0.307928,1,-1,-1
817,817,2,0.104436,0.255589,3,-1,-1
818,818,1,0.624414,0.426379,1,-1,-1
819,819,1,0.24861,0.389609,1,-1,-1
820,820,1,0.867652,0.195524,1,-1,-1
821,821,1,0.117796,0.149602,1,-1,-1
822,822,1,0.21392,0.379032,2,-1,-1
823,823,1,0.324321,0.067425,1,-1,-1
824,824,1,0.652842,0.418759,1,-1,-1
825,825,1,0.820521,0.27712,1,-1,-1
826,826,1,0.016853,0.223382,1,-1,-1
827,827,1,0.868176,0.159331,1,-1,-1
828,828,1,0.112281,0.123522,1,-1,-1
829,829,1,0.557679,0.403011,2,-1,-1
830,830,1,0.644133,0.16676,1,-1,-1
831,831,1,0.531751,0.414607,1,-1,-1
832,832,1,0.385174,0.384369,1,-1,-1
833,833,1,0.322719,0.18842,1,-1,-1
834,834,1,0.128837,0.217653,1,-1,-1
835,835,2,0.393323,0.155895,1,-1,-1
836,836,1,0.41872,0.190128,1,-1,-1
837,837,1,0.474944,0.340227,1,-1,-1
838,838,2,0.516354,0.038415,1,-1,-1
839,839,1,0.238,0.384879,1,-1,-1
840,840,1,0.815211,0.316939,1,-1,-1
841,841,1,0.076495,0.232847,1,-1,-1
842,842,2,0.559208,0.22457,1,-1,-1
843,843,2,0.332809,0.112212,1,-1,-1
844,844,1,0.325922,0.279912,2,-1,-1
845,845,1,0.254227,0.414604,1,-1,-1
846,846,1,0.907679,0.095473,1,-1,-1
847,847,1,0.123538,0.159728,1,-1,-1
848,848,2,0.732519,0.281331,1,-1,-1
849,849,1,0.320423,0.238783,1,-1,-1
850,850,1,0.849976,0.356938,1,-1,-1
851,851,2,0.519919,0.224342,1,-1,-1
852,852,1,0.481,0.070701,1,-1,-1
853,853,2,0.558349,0.289898,1,-1,-1
854,854,1,0.536419,0.181396,2,-1,-1
855,855,1,0.222794,0.251744,1,-1,-1
856,856,2,0.778914,0.204972,1,-1,-1
857,857,2,0.781508,0.056681,1,-1,-1
858,858,2,0.195809,0.167622,1,-1,-1
859,859,1,0.372594,0.374994,1,-1,-1
860,860,1,0.391864,0.176043,1,-1,-1
861,861,1,0.293984,0.104075,1,-1,-1
862,862,1,0.431371,0.333605,2,-1,-1
863,863,1,0.750749,0.423137,1,-1,-1
864,864,1,0.702419,0.40393,1,-1,-1
865,865,1,0.776115,0.203974,1,-1,-1
866,866,1,0.078955,0.107118,1,-1,-1
867,867,1,0.291222,0.145708,1,-1,-1
868,868,1,0.75661,0.216665,1,-1,-1
869,869,1,0.621075,0.196061,1,-1,-1
870,870,2,0.391891,0.412888,2,-1,-1
871,871,1,0.598634,0.294514,1,-1,-1
872,872,1,0.85943,0.2085,1,-1,-1
873,873,3,0.467037,0.047543,1,-1,-1
874,874,1,0.304736,0.262946,3,-1,-1
875,875,1,0.765966,0.105476,3,-1,-1
876,876,1,0.835398,0.357321,1,-1,-1
877,877,3,0.841513,0.250191,4,-1,-1
878,878,1,0.57368,0.283655,1,-1,-1
879,879,2,0.207352,0.392961,1,-1,-1
880,880,1,0.852633,0.394228,1,-1,-1
881,881,2,0.210528,0.192625,1,-1,-1
882,882,1,0.331442,0.165641,1,-1,-1
883,883,1,0.207284,0.078037,1,-1,-1
884,884,1,0.115764,0.418834,1,-1,-1
885,885,1,0.073332,0.192436,1,-1,-1
886,886,1,0.486562,0.098083,1,-1,-1
887,887,1,0.398796,0.404492,1,-1,-1
888,888,1,0.594853,0.265805,2,-1,-1
889,889,1,0.313153,0.196681,1,-1,-1
890,890,2,0.84355,0.326755,1,-1,-1
891,891,1,0.585527,0.32522,2,-1,-1
892,892,1,0.577554,0.317267,2,-1,-1
893,893,1,0.575808,0.272978,1,-1,-1
894,894,1,0.755254,0.213061,1,-1,-1
895,895,1,0.482113,0.049653,1,-1,-1
896,896,1,0.289842,0.183551,1,-1,-1
897,897,1,0.270706,0.068224,3,-1,-1
898,898,1,0.399823,0.295874,1,-1,-1
899,899,1,0.627326,0.200198,1,-1,-1
900,900,1,0.591506,0.363535,1,-1,-1
901,901,1,0.880807,0.372088,2,-1,-1
902,902,1,0.128524,0.104572,1,-1,-1
903,903,1,0.544257,0.214313,1,-1,-1
904,904,3,0.191976,0.409837,2,-1,-1
905,905,1,0.187839,0.40472,1,-1,-1
906,906,1,0.260521,0.152482,1,-1,-1
907,907,1,0.51455,0.418717,1,-1,-1
908,908,2,0.606802,0.380989,1,-1,-1
909,909,3,0.290338,0.292697,1,-1,-1
910,910,1,0.079327,0.238514,1,-1,-1
911,911,1,0.091693,0.201139,3,-1,-1
912,912,1,0.268398,0.107188,1,-1,-1
913,913,1,0.438468,0.391848,1,-1,-1
914,914,1,0.34134,0.200128,1,-1,-1
915,915,1,0.849343,0.096171,1,-1,-1
916,916,1,0.784187,0.203981,1,-1,-1
917,917,2,0.640174,0.273054,1,-1,-1
918,918,1,0.592356,0.366235,1,-1,-1
919,919,1,0.532088,0.057573,1,-1,-1
920,920,1,0.842851,0.36301,1,-1,-1
921,921,2,0.032139,0.075418,1,-1,-1
922,922,1,0.181065,0.197872,1,-1,-1
923,923,1,0.527514,0.395879,1,-1,-1
924,924,1,0.377543,0.15908,1,-1,-1
925,925,1,0.28916,0.274436,2,-1,-1
926,926,1,0.838847,0.296388,1,-1,-1
927,927,1,0.63412,0.217329,2,-1,-1
928,928,1,0.330363,0.118125,1,-1,-1
929,929,1,0.404863,0.093069,1,-1,-1
930,930,1,0.856014,0.363757,1,-1,-1
931,931,1,0.79208,0.26151,1,-1,-1
932,932,1,0.486567,0.095727,1,-1,-1
933,933,1,0.282506,0.365679,1,-1,-1
934,934,1,0.281387,0.140067,1,-1,-1
935,935,1,0.827706,0.248765,2,-1,-1
936,936,1,0.336754,0.36653,2,-1,-1
937,937,2,0.807542,0.259749,1,-1,-1
938,938,1,0.115529,0.459016,1,-1,-1
939,939,1,0.322503,0.454166,1,-1,-1
940,940,1,0.332513,0.359794,1,-1,-1
941,941,1,0.633129,0.383912,1,-1,-1
942,942,1,0.645617,0.313403,1,-1,-1
943,943,1,0.413658,0.384355,2,-1,-1
944,944,1,0.307989,0.208324,1,-1,-1
945,945,1,0.881893,0.162078,1,-1,-1
946,946,1,0.867374,0.264037,1,-1,-1
947,947,1,0.171732,0.086053,2,-1,-1
948,948,1,0.217487,0.100235,1,-1,-1
949,949,1,0.723264,0.223337,1,-1,-1
950,950,1,0.311195,0.242248,1,-1,-1
951,951,1,0.332526,0.198823,1,-1,-1
952,952,1,0.580502,0.106018,2,-1,-1
953,953,1,0.308134,0.474283,1,-1,-1
954,954,1,0.396799,0.30385,1,-1,-1
955,955,1,0.184372,0.246981,1,-1,-1
956,956,1,0.860516,0.257399,1,-1,-1
957,957,1,0.867744,0.104866,1,-1,-1
958,958,1,0.825823,0.078652,1,-1,-1
959,959,1,0.646077,0.297639,1,-1,-1
960,960,1,0.357903,0.395692,1,-1,-1
961,961,2,0.29826,0.40124,1,-1,-1
962,962,1,0.279296,0.379355,1,-1,-1
963,963,2,0.244077,0.052484,1,-1,-1
964,964,1,0.400481,0.056085,1,-1,-1
965,965,2,0.535325,0.401431,1,-1,-1
966,966,1,0.651382,0.212925,2,-1,-1
967,967,2,0.306279,0.176562,1,-1,-1
968,968,1,0.619053,0.129236,1,-1,-1
969,969,2,0.336024,0.303171,2,-1,-1
970,970,1,0.817578,0.457982,1,-1,-1
971,971,1,0.481666,0.052998,3,-1,-1
972,972,1,0.722978,0.232463,1,-1,-1
973,973,2,0.227064,0.353406,1,-1,-1
974,974,1,0.042482,0.139681,1,-1,-1
975,975,1,0.650284,0.24811,1,-1,-1
976,976,2,0.532939,0.127689,1,-1,-1
977,977,1,0.580527,0.417024,1,-1,-1
978,978,1,0.342163,0.074569,1,-1,-1
979,979,1,0.520942,0.053522,1,-1,-1
980,980,1,0.625214,0.047131,1,-1,-1
981,981,2,0.181808,0.155488,1,-1,-1
982,982,1,0.390241,0.411471,2,-1,-1
983,983,1,0.718621,0.421276,1,-1,-1
984,984,1,0.207284,0.254657,1,-1,-1
985,985,2,0.517927,0.104116,2,-1,-1
986,986,2,0.310068,0.283454,1,-1,-1
987,987,1,0.326157,0.248994,1,-1,-1
988,988,2,0.68105,0.091228,1,-1,-1
989,989,1,0.884089,0.384427,1,-1,-1
990,990,1,0.169927,0.088877,1,-1,-1
991,991,2,0.441493,0.046297,1,-1,-1
992,992,1,0.20465,0.104391,1,-1,-1
993,993,1,0.42796,0.417296,1,-1,-1
994,994,2,0.081276,0.2871,1,-1,-1
995,995,1,0.401919,0.361591,1,-1,-1
996,996,1,0.305441,0.058634,1,-1,-1
997,997,1,0.09392,0.102601,1,-1,-1
998,998,1,0.202626,0.196965,1,-1,-1
999,999,1,0.282409,0.098992,1,-1,-1
1000,1000,1,0.422569,0.107553,1,-1,-1
1001,1001,1,0.80461,0.468791,1,-1,-1
1002,1002,1,0.641264,0.385195,1,-1,-1
1003,1003,1,0.121861,0.118979,1,-1,-1
1004,1004,2,0.430219,0.256683,1,-1,-1
1005,1005,3,0.644974,0.173085,1,-1,-1
1006,1006,2,0.63302,0.305446,1,-1,-1
1007,1007,2,0.853477,0.258336,2,-1,-1
1008,1008,1,0.883551,0.324236,1,-1,-1
1009,1009,1,0.086062,0.310621,1,-1,-1
1010,1010,1,0.580623,0.31747,1,-1,-1
1011,1011,2,0.315823,0.150153,1,-1,-1
1012,1012,2,0.34797,0.387533,2,-1,-1
1013,1013,1,0.889006,0.378665,1,-1,-1
1014,1014,1,0.83555,0.136741,1,-1,-1
1015,1015,1,0.764891,0.219757,1,-1,-1
1016,1016,1,0.18035,0.238931,2,-1,-1
1017,1017,1,0.800126,0.340666,1,-1,-1
1018,1018,1,0.872395,0.279899,1,-1,-1
1019,1019,1,0.448744,0.170252,1,-1,-1
1020,1020,1,0.239412,0.223077,1,-1,-1
1021,1021,1,0.383789,0.369992,1,-1,-1
1022,1022,1,0.652885,0.261791,1,-1,-1
1023,1023,1,0.012998,0.015171,1,-1,-1
1024,1024,3,0.221608,0.338858,2,-1,-1
1025,1025,2,0.608839,0.058691,1,-1,-1
1026,1026,2,0.624505,0.378827,1,-1,-1
1027,1027,1,0.726316,0.241987,1,-1,-1
1028,1028,1,0.597358,0.102756,1,-1,-1
1029,1029,2,0.315182,0.370146,1,-1,-1
1030,1030,1,0.769212,0.104818,2,-1,-1
1031,1031,1,0.840966,0.265714,1,-1,-1
1032,1032,1,0.281982,0.265121,1,-1,-1
1033,1033,2,0.084605,0.263077,1,-1,-1
1034,1034,1,0.255794,0.341128,1,-1,-1
1035,1035,1,0.75611,0.094497,1,-1,-1
1036,1036,2,0.5183,0.396438,1,-1,-1
1037,1037,1,0.501316,0.099364,2,-1,-1
1038,1038,1,0.40062,0.215131,1,-1,-1
1039,1039,1,0.492936,0.455233,1,-1,-1
1040,1040,1,0.635465,0.216856,2,-1,-1
1041,1041,1,0.707379,0.17873,1,-1,-1
1042,1042,1,0.849522,0.245827,1,-1,-1
1043,1043,1,0.586773,0.391264,1,-1,-1
1044,1044,1,0.10077,0.215345,1,-1,-1
1045,1045,2,0.678528,0.372969,2,-1,-1
1046,1046,1,0.222217,0.203367,1,-1,-1
1047,1047,1,0.09384,0.259776,1,-1,-1
1048,1048,1,0.592658,0.385542,1,-1,-1
1049,1049,1,0.560639,0.161024,1,-1,-1
1050,1050,1,0.112163,0.211302,1,-1,-1
1051,1051,1,0.548564,0.20442,1,-1,-1
1052,1052,2,0.604425,0.312431,1,-1,-1
1053,1053,2,0.412539,0.312705,1,-1,-1
1054,1054,1,0.798096,0.186954,1,-1,-1
1055,1055,1,0.437367,0.065653,1,-1,-1
1056,1056,1,0.427355,0.362024,1,-1,-1
1057,1057,1,0.589519,0.367708,1,-1,-1
1058,1058,1,0.853345,0.082391,2,-1,-1
1059,1059,2,0.29851,0.282191,1,-1,-1
1060,1060,1,0.897837,0.272511,1,-1,-1
1061,1061,2,0.861304,0.284062,1,-1,-1
1062,1062,1,0.471257,0.093808,1,-1,-1
1063,1063,1,0.951326,0.075906,1,-1,-1
1064,1064,1,0.741524,0.093869,2,-1,-1
1065,1065,1,0.195564,0.106545,1,-1,-1
1066,1066,1,0.324593,0.36123,1,-1,-1
1067,1067,1,0.523441,0.132899,1,-1,-1
1068,1068,1,0.801075,0.296363,1,-1,-1
1069,1069,1,0.225355,0.329198,1,-1,-1
1070,1070,1,0.795669,0.238789,1,-1,-1
1071,1071,3,0.81245,0.224772,1,-1,-1
1072,1072,2,0.270481,0.378107,1,-1,-1
1073,1073,1,0.522439,0.173324,1,-1,-1
1074,1074,2,0.530054,0.129392,1,-1,-1
1075,1075,1,0.857495,0.052835,2,-1,-1
1076,1076,1,0.871994,0.230126,1,-1,-1
1077,1077,2,0.575879,0.078695,1,-1,-1
1078,1078,1,0.196984,0.33085,1,-1,-1
1079,1079,1,0.209283,0.321674,1,-1,-1
1080,1080,2,0.546226,0.197988,2,-1,-1
1081,1081,2,0.84686,0.283272,1,-1,-1
1082,1082,1,0.849182,0.358794,1,-1,-1
1083,1083,1,0.321847,0.395621,1,-1,-1
1084,1084,2,0.681784,0.384195,1,-1,-1
1085,1085,2,0.655689,0.291851,3,-1,-1
1086,1086,1,0.082558,0.272965,2,-1,-1
1087,1087,1,0.063147,0.249379,1,-1,-1
1088,1088,1,0.321855,0.329816,1,-1,-1
1089,1089,1,0.524474,0.107062,1,-1,-1
1090,1090,1,0.409203,0.157976,2,-1,-1
1091,1091,1,0.5413,0.07484,1,-1,-1
1092,1092,1,0.923206,0.223369,1,-1,-1
1093,1093,1,0.264754,0.159858,1,-1,-1
1094,1094,1,0.738591,0.418291,1,-1,-1
1095,1095,1,0.416792,0.073054,1,-1,-1
1096,1096,1,0.260414,0.341105,1,-1,-1
1097,1097,2,0.635073,0.213068,1,-1,-1
1098,1098,1,0.195623,0.419423,1,-1,-1
1099,1099,1,0.290649,0.286331,1,-1,-1
1100,1100,2,0.333724,0.275477,1,-1,-1
1101,1101,2,0.181181,0.106457,1,-1,-1
1102,1102,1,0.747534,0.412487,1,-1,-1
1103,1103,1,0.846679,0.122856,1,-1,-1
1104,1104,3,0.358912,0.410253,1,-1,-1
1105,1105,1,0.096153,0.253764,1,-1,-1
1106,1106,1,0.603412,0.388732,1,-1,-1
1107,1107,1,0.089559,0.151722,1,-1,-1
1108,1108,1,0.178609,0.314712,1,-1,-1
1109,1109,1,0.646875,0.09176,1,-1,-1
1110,1110,1,0.152288,0.424602,1,-1,-1
1111,1111,3,0.192725,0.058206,2,-1,-1
1112,1112,1,0.650947,0.286085,1,-1,-1
1113,1113,2,0.533271,0.204401,2,-1,-1
1114,1114,1,0.82646,0.072166,1,-1,-1
1115,1115,1,0.231711,0.149225,1,-1,-1
1116,1116,1,0.985177,0.35216,1,-1,-1
1117,1117,2,0.257834,0.073274,1,-1,-1
1118,1118,1,0.226804,0.338425,1,-1,-1
1119,1119,1,0.031276,0.249037,1,-1,-1
1120,1120,1,0.819228,0.191649,1,-1,-1
1121,1121,1,0.798909,0.231655,1,-1,-1
1122,1122,1,0.114952,0.248658,1,-1,-1
1123,1123,1,0.75028,0.366893,1,-1,-1
1124,1124,1,0.637142,0.085436,1,-1,-1
1125,1125,1,0.087145,0.203634,1,-1,-1
1126,1126,1,0.192157,0.353224,1,-1,-1
1127,1127,1,0.115612,0.126562,1,-1,-1
1128,1128,3,0.092644,0.162147,3,-1,-1
1129,1129,1,0.198428,0.057917,1,-1,-1
1130,1130,2,0.620731,0.304338,1,-1,-1
1131,1131,1,0.608808,0.156192,1,-1,-1
1132,1132,1,0.598117,0.39465,1,-1,-1
1133,1133,1,0.108034,0.103514,1,-1,-1
1134,1134,2,0.864173,0.08349,3,-1,-1
1135,1135,1,0.858984,0.210077,1,-1,-1
1136,1136,1,0.843644,0.145327,1,-1,-1
1137,1137,2,0.609964,0.131779,1,-1,-1
1138,1138,2,0.610418,0.327284,1,-1,-1
1139,1139,1,0.755807,0.25697,2,-1,-1
1140,1140,1,0.561736,0.314593,2,-1,-1
1141,1141,1,0.31928,0.290526,1,-1,-1
1142,1142,2,0.884303,0.356069,2,-1,-1
1143,1143,1,0.19404,0.104649,1,-1,-1
1144,1144,1,0.405056,0.389625,2,-1,-1
1145,1145,1,0.260725,0.086513,1,-1,-1
