Coord-0,Coord-1,class-label,gCluster-label,_#NO_CLASS#_
0.145601,0.10908,1609,1569,-1
0.325125,0.480756,1610,-1,-1
0.827152,0.34758,1611,-1,-1
0.393348,0.154762,835,-1,-1
0.824827,0.249181,1612,-1,-1
0.45226,0.438066,1613,-1,-1
0.356311,0.319775,1614,-1,-1
0.535492,0.312629,1615,-1,-1
0.743585,0.393874,1616,-1,-1
0.282249,0.154982,1617,-1,-1
0.362562,0.306815,1618,-1,-1
0.544677,0.191474,1619,-1,-1
0.88774,0.156738,1620,-1,-1
0.639756,0.39943,1621,-1,-1
0.591604,0.253671,1622,-1,-1
0.300955,0.232556,1623,-1,-1
0.279286,0.120016,1624,-1,-1
0.423096,0.362257,1158,-1,-1
0.884663,0.165732,1625,-1,-1
0.546978,0.340382,1626,-1,-1
0.62385,0.40769,1627,-1,-1
0.037748,0.099722,1628,-1,-1
0.327922,0.413845,1629,-1,-1
0.711144,0.40422,1630,-1,-1
0.132054,0.100604,1631,-1,-1
0.878217,0.233871,1632,-1,-1
0.592613,0.170704,1633,-1,-1
0.399399,0.335224,1634,-1,-1
0.636185,0.308888,1635,-1,-1
0.173465,0.063476,1636,-1,-1
0.029973,0.024743,1637,-1,-1
0.103524,0.256673,817,804,-1
0.222075,0.330433,1638,-1,-1
0.187283,0.347942,1639,-1,-1
0.270107,0.351291,1640,-1,-1
0.231621,0.296842,1641,-1,-1
0.874002,0.184711,1642,-1,-1
0.169204,0.071262,1643,-1,-1
0.127511,0.10104,1644,-1,-1
0.292826,0.399995,1645,-1,-1
0.220088,0.265312,379,-1,-1
0.806831,0.182097,1646,-1,-1
0.336556,0.3555,1647,-1,-1
0.560748,0.291688,1648,-1,-1
0.587193,0.104505,1649,-1,-1
0.214422,0.389233,1650,-1,-1
0.183382,0.063615,1651,-1,-1
0.428034,0.215094,1652,-1,-1
0.183318,0.368339,1653,-1,-1
0.640952,0.408506,1654,-1,-1
0.380294,0.406436,1655,-1,-1
0.866756,0.36422,1656,-1,-1
0.802415,0.324318,1657,-1,-1
0.748752,0.389064,1658,-1,-1
0.640251,0.208113,1659,-1,-1
0.470305,0.457513,1660,-1,-1
0.82053,0.113331,1661,-1,-1
0.540681,0.275642,1662,-1,-1
0.343958,0.320976,1663,-1,-1
0.812668,0.068468,1664,-1,-1
0.440904,0.057607,1665,-1,-1
0.222227,0.081863,1666,-1,-1
0.181676,0.313915,1667,-1,-1
0.093248,0.298097,1668,-1,-1
0.240609,0.093417,1669,-1,-1
0.496904,0.397011,1670,-1,-1
0.102335,0.273615,1605,-1,-1
0.212403,0.372808,1671,-1,-1
0.120609,0.091609,1672,-1,-1
0.129225,0.224973,1673,-1,-1
0.450717,0.09,1674,318,-1
0.611343,0.069727,1675,-1,-1
0.421623,0.07772,1676,-1,-1
0.076046,0.19846,1677,-1,-1
0.097987,0.249238,1678,-1,-1
0.113369,0.082673,1679,-1,-1
0.626053,0.229554,1680,-1,-1
0.177714,0.163923,1681,-1,-1
0.645607,0.326762,1682,-1,-1
0.337792,0.392276,1683,-1,-1
0.180831,0.158489,1684,-1,-1
0.092796,0.162813,1128,621,-1
0.13216,0.084716,1685,-1,-1
0.221888,0.190765,1686,-1,-1
0.832361,0.194629,1687,-1,-1
0.854034,0.341061,1688,-1,-1
0.422885,0.259014,1689,-1,-1
0.291374,0.380382,1690,-1,-1
0.309174,0.088885,1691,-1,-1
0.235535,0.15592,1692,-1,-1
0.729891,0.101097,1693,-1,-1
0.041773,0.339476,1694,-1,-1
0.25366,0.173767,1695,-1,-1
0.870663,0.134831,1696,-1,-1
0.204546,0.149331,1697,-1,-1
0.340927,0.092502,1698,-1,-1
0.742741,0.384663,1699,-1,-1
0.182072,0.33708,1345,-1,-1
0.8855,0.321407,1700,-1,-1
0.0572,0.245843,1701,-1,-1
0.820396,0.274256,1702,-1,-1
0.834741,0.435607,1703,-1,-1
0.544826,0.161327,1704,-1,-1
0.666954,0.113879,1705,-1,-1
0.810877,0.100276,1706,-1,-1
0.28043,0.081618,1707,-1,-1
0.866883,0.177399,1708,-1,-1
0.143268,0.273738,1709,-1,-1
0.110136,0.190906,1710,-1,-1
0.561101,0.385077,1711,-1,-1
0.514784,0.125446,1712,-1,-1
0.438684,0.070958,1713,-1,-1
0.399698,0.229158,1714,-1,-1
0.238046,0.147419,1715,-1,-1
0.787845,0.29438,1716,1455,-1
0.52996,0.085859,1717,-1,-1
0.543788,0.179428,1718,-1,-1
0.602591,0.136441,1719,-1,-1
0.142527,0.037385,1720,-1,-1
0.20212,0.259054,1721,-1,-1
0.808997,0.166602,580,-1,-1
0.114564,0.101519,1722,-1,-1
0.237835,0.272543,1723,-1,-1
0.311297,0.224217,1724,-1,-1
0.152484,0.055597,1725,-1,-1
0.245874,0.065923,1726,-1,-1
0.492669,0.049196,1727,-1,-1
0.117719,0.260535,549,-1,-1
0.87793,0.112575,1728,-1,-1
0.861922,0.354152,1729,-1,-1
0.424281,0.263347,1730,-1,-1
0.683518,0.082835,1731,-1,-1
0.076925,0.056478,1732,-1,-1
0.509711,0.121243,1733,-1,-1
0.29873,0.365883,1734,-1,-1
0.58289,0.105695,1735,-1,-1
0.514061,0.127834,1736,-1,-1
0.537311,0.407249,1737,-1,-1
0.308492,0.137419,1738,-1,-1
0.613174,0.313486,1739,-1,-1
0.833056,0.083984,1740,-1,-1
0.416099,0.382113,1741,-1,-1
0.564104,0.061518,1742,-1,-1
0.280935,0.127741,1743,-1,-1
0.768252,0.184465,1744,-1,-1
0.10785,0.086995,1745,-1,-1
0.407021,0.202091,1746,-1,-1
0.528187,0.286219,1747,-1,-1
0.432457,0.164435,1748,-1,-1
0.29745,0.401409,961,-1,-1
0.867586,0.36993,1749,-1,-1
0.861065,0.379911,1750,-1,-1
0.83077,0.354117,1751,-1,-1
0.431369,0.245089,1752,-1,-1
0.277874,0.102297,1753,-1,-1
0.311911,0.175743,1754,-1,-1
0.463982,0.100482,1755,-1,-1
0.266997,0.410535,1756,-1,-1
0.676145,0.410853,232,-1,-1
0.23143,0.314891,1757,-1,-1
0.180382,0.358815,1758,-1,-1
0.523387,0.193938,1759,-1,-1
0.283597,0.12197,1760,-1,-1
0.091292,0.203403,1761,-1,-1
0.19199,0.373131,1762,-1,-1
0.397832,0.195768,1763,-1,-1
0.227567,0.214581,1764,-1,-1
0.422966,0.10481,1765,-1,-1
0.841053,0.327105,1766,-1,-1
0.845452,0.272201,372,-1,-1
0.063719,0.287123,1767,-1,-1
0.544019,0.134728,1768,-1,-1
0.874519,0.150783,1769,-1,-1
0.285096,0.262526,336,-1,-1
0.313155,0.117696,1770,-1,-1
0.169077,0.406591,1771,-1,-1
0.240193,0.189514,1772,-1,-1
0.524225,0.402578,1773,-1,-1
0.898061,0.112524,1774,-1,-1
0.297208,0.314875,1775,-1,-1
0.100696,0.065251,1776,-1,-1
0.554094,0.245626,1777,-1,-1
0.405955,0.370877,319,-1,-1
0.368979,0.400262,1778,-1,-1
0.379687,0.362281,1779,-1,-1
0.210639,0.315819,1780,-1,-1
0.309644,0.252062,1781,-1,-1
0.047942,0.415262,1782,-1,-1
0.098834,0.065602,1783,-1,-1
0.763845,0.07381,1784,-1,-1
0.848375,0.149155,1785,-1,-1
0.843602,0.326581,890,-1,-1
0.78866,0.254695,1786,-1,-1
0.618458,0.313021,1787,-1,-1
0.223433,0.22461,1788,-1,-1
0.297165,0.19103,1789,-1,-1
0.435454,0.171952,1790,-1,-1
0.623171,0.074283,1791,-1,-1
0.102446,0.069188,1792,-1,-1
0.101305,0.105198,1793,-1,-1
0.189874,0.165826,1794,-1,-1
0.883759,0.167391,1625,-1,-1
0.126446,0.240807,1795,-1,-1
0.207848,0.096756,1796,-1,-1
0.092641,0.267236,1797,-1,-1
0.807749,0.281129,1798,-1,-1
0.822235,0.231885,1799,-1,-1
0.199391,0.29595,1800,-1,-1
0.775195,0.108155,1801,-1,-1
0.559668,0.124188,459,-1,-1
0.813,0.225003,1071,-1,-1
0.760123,0.063519,1802,-1,-1
0.760332,0.414634,1803,-1,-1
0.740163,0.067863,1804,-1,-1
0.232743,0.191163,1805,-1,-1
0.708053,0.375848,1806,-1,-1
0.296976,0.156067,1807,749,-1
0.680393,0.409142,1808,-1,-1
0.705805,0.174751,1809,-1,-1
0.449706,0.043182,1810,-1,-1
0.845829,0.233588,1811,-1,-1
0.193149,0.171719,1812,-1,-1
0.314347,0.306653,1813,-1,-1
0.849305,0.2882,1814,-1,-1
0.598797,0.185856,1815,-1,-1
0.549145,0.06226,1816,-1,-1
0.856206,0.058716,1817,-1,-1
0.305805,0.104706,1818,-1,-1
0.289201,0.273752,1819,-1,-1
0.618585,0.185026,1820,-1,-1
0.764083,0.199131,1821,-1,-1
0.334289,0.161153,636,-1,-1
0.543307,0.077558,1822,-1,-1
0.719109,0.081811,1823,-1,-1
0.14474,0.114679,1824,-1,-1
0.730682,0.059248,1825,-1,-1
0.051093,0.098585,1826,-1,-1
0.831224,0.185911,1827,-1,-1
0.395327,0.202915,1828,-1,-1
0.540021,0.123875,1829,-1,-1
0.263545,0.11154,1830,-1,-1
0.596455,0.282204,1831,-1,-1
0.244302,0.05203,963,-1,-1
0.891556,0.365286,1832,-1,-1
0.808626,0.309788,1833,-1,-1
0.715003,0.205628,1834,-1,-1
0.302879,0.314016,1835,-1,-1
0.575685,0.049283,1836,-1,-1
0.077198,0.362324,1837,-1,-1
0.795893,0.116329,1838,-1,-1
0.439765,0.230693,1839,-1,-1
0.446222,0.404042,1840,-1,-1
0.115463,0.240746,1841,-1,-1
0.54562,0.199869,1842,-1,-1
0.748853,0.066495,1843,-1,-1
0.540096,0.441494,1844,-1,-1
0.372442,0.356693,1845,-1,-1
0.754075,0.218238,1846,-1,-1
0.810195,0.311851,1847,-1,-1
0.442157,0.385548,1848,-1,-1
0.457458,0.072634,1849,-1,-1
0.79738,0.145032,1850,-1,-1
0.796982,0.090744,1851,-1,-1
0.820083,0.080906,1852,-1,-1
0.881797,0.140334,1853,-1,-1
0.125275,0.190934,1854,1174,-1
0.786641,0.293572,1855,1455,-1
0.533236,0.391965,1856,-1,-1
0.782107,0.098351,1857,-1,-1
0.614407,0.37593,1858,-1,-1
0.18428,0.28566,1859,-1,-1
0.111458,0.310684,1860,-1,-1
0.245701,0.073053,1861,-1,-1
0.792904,0.310109,1862,-1,-1
0.629799,0.403113,1863,-1,-1
0.56742,0.257136,1864,-1,-1
0.444589,0.420355,1865,-1,-1
0.215909,0.102042,1866,512,-1
0.717259,0.410053,1867,-1,-1
0.689511,0.10645,1868,-1,-1
0.190743,0.389427,1869,-1,-1
0.433708,0.193813,1870,-1,-1
0.865187,0.364353,1871,-1,-1
0.084244,0.082546,1872,-1,-1
0.587572,0.292224,1873,-1,-1
0.284673,0.118059,1874,-1,-1
0.228899,0.189073,1875,-1,-1
0.588024,0.165685,1876,-1,-1
0.498781,0.392773,1877,-1,-1
0.536543,0.199206,1878,-1,-1
0.818719,0.146823,1879,-1,-1
0.04866,0.342021,1880,-1,-1
0.240099,0.082922,1881,-1,-1
0.745118,0.075494,1882,-1,-1
0.546417,0.301339,1883,-1,-1
0.631617,0.055537,1884,-1,-1
0.603284,0.369457,1885,-1,-1
0.74866,0.387379,1886,-1,-1
0.298573,0.142984,1887,-1,-1
0.436027,0.153589,1888,-1,-1
0.788837,0.030134,1889,-1,-1
0.46408,0.449155,1890,-1,-1
0.782059,0.109615,1891,-1,-1
0.467542,0.085621,1892,-1,-1
0.830233,0.303637,1893,-1,-1
0.394856,0.063077,1894,-1,-1
0.645425,0.204757,1895,-1,-1
0.291685,0.391383,1896,-1,-1
0.252038,0.087208,1897,-1,-1
0.192743,0.205051,1898,-1,-1
0.816966,0.170585,1899,-1,-1
0.654465,0.288454,1900,245,-1
0.750339,0.100717,1901,-1,-1
0.404524,0.25801,1902,-1,-1
0.548313,0.154109,1903,-1,-1
0.329109,0.245657,1904,-1,-1
0.847343,0.086909,1905,-1,-1
0.418062,0.232046,1906,-1,-1
0.744815,0.092519,1907,-1,-1
0.176804,0.25088,1908,-1,-1
0.437826,0.368989,1909,-1,-1
0.510954,0.162142,1910,-1,-1
0.220276,0.311589,1911,-1,-1
0.836121,0.151858,1912,-1,-1
0.189083,0.39011,1869,-1,-1
0.435585,0.388034,649,-1,-1
0.557939,0.084145,1913,-1,-1
0.261482,0.363741,1914,-1,-1
0.848682,0.475299,1915,-1,-1
0.886666,0.161879,1916,-1,-1
0.886577,0.214832,1917,-1,-1
0.845222,0.411804,1918,-1,-1
0.097502,0.303366,1919,-1,-1
0.339914,0.310085,1920,-1,-1
0.304118,0.380391,1921,-1,-1
0.284612,0.052026,1922,-1,-1
0.825505,0.05457,1923,-1,-1
0.086634,0.409538,1924,-1,-1
0.443596,0.345086,1925,-1,-1
0.038249,0.072642,1926,-1,-1
0.593339,0.252516,1622,-1,-1
0.844697,0.153566,1927,-1,-1
0.107805,0.207645,1928,-1,-1
0.64373,0.30526,1929,-1,-1
0.816955,0.156246,1930,-1,-1
0.18735,0.101147,1931,-1,-1
0.320377,0.190818,1932,-1,-1
0.160602,0.419404,1933,-1,-1
0.344695,0.187589,1934,-1,-1
0.895126,0.28845,1935,1872,-1
0.64078,0.165407,1936,-1,-1
0.745775,0.088987,1937,-1,-1
0.076442,0.053224,1938,-1,-1
0.261962,0.097891,1939,406,-1
0.412454,0.307212,1940,-1,-1
0.110764,0.297551,1941,-1,-1
0.84131,0.262379,1942,-1,-1
0.555343,0.420714,1943,-1,-1
0.112904,0.089447,1944,-1,-1
0.765982,0.248819,1945,-1,-1
0.360558,0.414161,1946,-1,-1
0.400225,0.060778,1947,-1,-1
0.876318,0.377423,1948,-1,-1
0.268364,0.416562,1949,-1,-1
0.432169,0.184101,1950,-1,-1
0.09915,0.173682,730,-1,-1
0.335026,0.321011,1951,-1,-1
0.426896,0.205858,1952,-1,-1
0.272441,0.053875,1953,-1,-1
0.883971,0.125759,1954,-1,-1
0.411212,0.054759,1955,1182,-1
0.314409,0.383339,1956,-1,-1
0.621583,0.108264,1957,-1,-1
0.443909,0.220043,1958,-1,-1
0.295363,0.383189,1959,-1,-1
0.397097,0.16088,1960,-1,-1
0.802201,0.259401,1961,-1,-1
0.222203,0.307367,1962,-1,-1
0.382816,0.175054,1963,-1,-1
0.294585,0.269759,1964,-1,-1
0.507957,0.371871,610,-1,-1
0.410473,0.08093,1965,-1,-1
0.718022,0.205709,1966,-1,-1
0.906736,0.342163,1967,-1,-1
0.841473,0.248671,877,339,-1
0.087003,0.313583,1968,-1,-1
0.544756,0.40449,1969,-1,-1
0.21824,0.19289,1970,-1,-1
0.534433,0.087382,1971,-1,-1
0.411057,0.155371,1972,-1,-1
0.203072,0.345757,199,-1,-1
0.156219,0.098046,1973,-1,-1
0.669706,0.422573,1974,-1,-1
0.337933,0.195085,1975,-1,-1
0.872543,0.286307,1976,-1,-1
0.432877,0.200131,1977,-1,-1
0.406003,0.194359,1978,-1,-1
0.839184,0.347992,1979,-1,-1
0.899417,0.360634,1980,-1,-1
0.847805,0.087877,1905,-1,-1
0.629369,0.155516,1981,-1,-1
0.950387,0.411813,1982,-1,-1
0.427455,0.321756,1983,-1,-1
0.50038,0.084693,1984,-1,-1
0.748323,0.384184,1985,-1,-1
0.546628,0.321701,1986,-1,-1
0.108864,0.169599,1987,-1,-1
0.82309,0.278516,1290,-1,-1
0.498802,0.192155,1988,-1,-1
0.426243,0.216759,1652,-1,-1
0.772535,0.257821,1989,-1,-1
0.501034,0.104264,1990,-1,-1
0.13753,0.329832,1991,-1,-1
0.413101,0.300759,1992,-1,-1
0.856589,0.217462,1993,-1,-1
0.457305,0.437083,1994,-1,-1
0.708203,0.251244,1995,-1,-1
0.188743,0.194171,457,454,-1
0.297607,0.223781,1996,-1,-1
0.415465,0.313401,1997,-1,-1
0.80234,0.372928,1998,-1,-1
0.853061,0.160947,1999,-1,-1
0.650345,0.399356,2000,-1,-1
0.420573,0.389272,2001,-1,-1
0.831425,0.144772,508,502,-1
0.511395,0.233235,2002,-1,-1
0.656358,0.270796,2003,-1,-1
0.843853,0.178169,2004,-1,-1
0.730259,0.286952,2005,-1,-1
0.188319,0.057339,2006,-1,-1
0.296919,0.10184,2007,-1,-1
0.142219,0.057101,729,-1,-1
0.627061,0.286088,1166,-1,-1
0.445481,0.338438,2008,-1,-1
0.328187,0.28072,2009,-1,-1
0.216212,0.104188,2010,512,-1
0.912129,0.251607,2011,-1,-1
0.678147,0.085286,2012,-1,-1
0.515984,0.112711,2013,-1,-1
0.808541,0.188982,2014,-1,-1
0.20862,0.344425,2015,-1,-1
0.831578,0.122198,2016,-1,-1
0.115222,0.476591,2017,-1,-1
0.832367,0.247427,2018,-1,-1
0.141212,0.188519,2019,-1,-1
0.573955,0.379037,2020,-1,-1
0.32522,0.163663,2021,-1,-1
0.512042,0.055203,2022,-1,-1
0.10445,0.185879,2023,-1,-1
0.953265,0.101126,2024,-1,-1
0.829789,0.182789,2025,-1,-1
0.6628,0.410061,2026,-1,-1
0.087958,0.214319,2027,-1,-1
0.278716,0.085431,2028,-1,-1
0.178083,0.277724,2029,-1,-1
0.306264,0.073957,2030,-1,-1
0.591061,0.401101,2031,-1,-1
0.825703,0.320081,2032,-1,-1
0.132792,0.097158,2033,-1,-1
0.301982,0.373626,2034,-1,-1
0.861021,0.277792,2035,-1,-1
0.261054,0.385944,2036,-1,-1
0.641165,0.270201,2037,-1,-1
0.582581,0.40193,2038,-1,-1
0.615438,0.321704,2039,-1,-1
0.50969,0.158748,2040,-1,-1
0.426831,0.218522,2041,-1,-1
0.762704,0.067788,2042,-1,-1
0.558326,0.185827,2043,-1,-1
0.31554,0.102026,2044,-1,-1
0.138655,0.053706,1378,-1,-1
0.423615,0.208543,2045,-1,-1
0.185556,0.186545,2046,-1,-1
0.72099,0.433837,2047,-1,-1
0.325088,0.059267,1486,-1,-1
0.240599,0.089759,2048,-1,-1
0.318882,0.266075,2049,-1,-1
0.43554,0.149125,2050,-1,-1
0.313133,0.064157,65,-1,-1
0.795137,0.267957,2051,-1,-1
0.628527,0.378537,2052,-1,-1
0.337414,0.182029,2053,-1,-1
0.542458,0.16351,2054,-1,-1
0.078201,0.272286,2055,-1,-1
0.271542,0.070444,2056,881,-1
0.850974,0.075562,2057,-1,-1
0.801169,0.308498,590,-1,-1
0.858548,0.32728,2058,-1,-1
0.766284,0.416772,2059,-1,-1
0.181928,0.098871,2060,-1,-1
0.41173,0.080463,2061,-1,-1
0.125006,0.462003,2062,-1,-1
0.858864,0.243267,2063,-1,-1
0.658728,0.323682,2064,-1,-1
0.362633,0.133179,2065,-1,-1
0.873128,0.369107,2066,-1,-1
0.897374,0.134075,2067,-1,-1
0.861926,0.110645,2068,-1,-1
0.540639,0.049872,2069,-1,-1
0.229973,0.20411,2070,-1,-1
0.854334,0.328125,2071,-1,-1
0.764276,0.095403,2072,651,-1
0.810367,0.076024,2073,-1,-1
0.420409,0.087984,2074,-1,-1
0.392387,0.200505,679,-1,-1
0.521144,0.388781,2075,-1,-1
0.288006,0.295102,2076,-1,-1
0.075641,0.162093,2077,-1,-1
0.149291,0.429168,2078,-1,-1
0.435427,0.386292,649,-1,-1
0.220374,0.339438,1024,-1,-1
0.433476,0.073358,2079,-1,-1
0.414032,0.368262,2080,-1,-1
0.717297,0.392308,2081,-1,-1
0.826516,0.176703,2082,-1,-1
0.255708,0.11043,628,-1,-1
0.536629,0.128265,2083,-1,-1
0.765387,0.280561,2084,-1,-1
0.176088,0.297709,2085,-1,-1
0.693446,0.422476,2086,-1,-1
0.484776,0.060391,2087,-1,-1
0.819668,0.104898,2088,-1,-1
0.803958,0.051695,2089,-1,-1
0.626334,0.302861,2090,-1,-1
0.366107,0.4082,2091,-1,-1
0.523943,0.228353,2092,-1,-1
0.845772,0.334155,2093,-1,-1
0.517572,0.413724,2094,-1,-1
0.458374,0.073626,1849,-1,-1
0.832867,0.279099,2095,-1,-1
0.424468,0.356813,2096,-1,-1
0.180157,0.389053,2097,-1,-1
0.09122,0.241222,2098,-1,-1
0.301538,0.400089,2099,-1,-1
0.868069,0.363559,1656,-1,-1
0.189251,0.298978,2100,-1,-1
0.562521,0.290947,2101,-1,-1
0.349139,0.412259,2102,-1,-1
0.601856,0.261307,2103,-1,-1
0.563875,0.046241,2104,-1,-1
0.072575,0.098157,2105,-1,-1
0.690294,0.382161,2106,-1,-1
0.84781,0.212526,2107,-1,-1
0.638714,0.089936,2108,-1,-1
0.168345,0.106407,2109,-1,-1
0.941815,0.239899,2110,-1,-1
0.113986,0.278677,2111,-1,-1
0.119578,0.153327,2112,-1,-1
0.632486,0.186034,2113,-1,-1
0.447054,0.189537,2114,-1,-1
0.866302,0.335321,2115,-1,-1
0.861406,0.268339,2116,-1,-1
0.384436,0.165412,2117,-1,-1
0.104366,0.074016,2118,-1,-1
0.11362,0.094888,2119,-1,-1
0.283722,0.318158,2120,2045,-1
0.207042,0.392486,879,-1,-1
0.248955,0.263581,2121,-1,-1
0.522711,0.422038,2122,-1,-1
0.203436,0.400447,2123,-1,-1
0.240562,0.098024,2124,-1,-1
0.215537,0.186497,2125,-1,-1
0.418957,0.269283,2126,-1,-1
0.282347,0.208898,2127,-1,-1
0.824855,0.199502,2128,-1,-1
0.358751,0.235486,2129,-1,-1
0.546863,0.271163,2130,-1,-1
0.360462,0.37549,2131,-1,-1
0.59699,0.191863,2132,-1,-1
0.446454,0.249002,2133,-1,-1
0.615415,0.204155,2134,-1,-1
0.781409,0.145219,2135,-1,-1
0.599733,0.14412,2136,-1,-1
0.579997,0.078246,2137,-1,-1
0.298581,0.288358,2138,-1,-1
0.092835,0.114206,2139,-1,-1
0.443375,0.350946,2140,-1,-1
0.659027,0.396168,2141,-1,-1
0.55927,0.092161,2142,-1,-1
0.235588,0.075347,2143,-1,-1
0.122532,0.187249,2144,-1,-1
0.60896,0.05857,1025,-1,-1
0.755698,0.066917,2145,-1,-1
0.859749,0.123091,2146,-1,-1
0.869831,0.143621,2147,-1,-1
0.340037,0.386807,2148,-1,-1
0.437484,0.22962,1839,-1,-1
0.528377,0.19507,2149,-1,-1
0.241645,0.089244,2048,-1,-1
0.834169,0.340645,2150,-1,-1
0.098081,0.295673,2151,-1,-1
0.30573,0.227251,777,-1,-1
0.740602,0.400783,2152,-1,-1
0.402323,0.386589,2153,-1,-1
0.583403,0.422768,2154,-1,-1
0.190725,0.276922,2155,-1,-1
0.872395,0.317647,2156,-1,-1
0.682337,0.363134,2157,-1,-1
0.184228,0.252658,2158,-1,-1
0.845714,0.210578,2159,-1,-1
0.100837,0.188898,2160,-1,-1
0.545681,0.208089,2161,-1,-1
0.21519,0.148447,2162,-1,-1
0.140173,0.084618,2163,-1,-1
0.638621,0.241695,2164,-1,-1
0.692631,0.24608,2165,-1,-1
0.186208,0.242161,2166,-1,-1
0.25326,0.105452,2167,-1,-1
0.264588,0.161589,2168,-1,-1
0.651077,0.401669,2169,-1,-1
0.658016,0.235711,2170,-1,-1
0.642275,0.18138,2171,-1,-1
0.817014,0.168078,2172,-1,-1
0.333334,0.254613,2173,-1,-1
0.444387,0.203005,2174,-1,-1
0.604158,0.36624,2175,-1,-1
0.756545,0.088267,2176,-1,-1
0.110244,0.071335,2177,-1,-1
0.762976,0.196577,77,-1,-1
0.530911,0.418486,2178,-1,-1
0.643689,0.326516,1682,-1,-1
0.632109,0.26792,2179,-1,-1
0.395784,0.240978,2180,-1,-1
0.109639,0.136757,2181,-1,-1
0.580174,0.213677,2182,-1,-1
0.156767,0.061628,2183,-1,-1
0.046875,0.155853,2184,-1,-1
0.622171,0.253698,2185,-1,-1
0.893142,0.145717,2186,-1,-1
0.584995,0.39873,2187,-1,-1
0.344506,0.26322,2188,-1,-1
0.426201,0.384126,2189,-1,-1
0.542819,0.414013,2190,-1,-1
0.425791,0.266403,2191,-1,-1
0.578081,0.06508,2192,-1,-1
0.282246,0.281768,2193,-1,-1
0.170128,0.067257,2194,-1,-1
0.312064,0.238687,2195,-1,-1
0.757987,0.40116,2196,-1,-1
0.200998,0.377471,2197,-1,-1
0.178141,0.084489,2198,-1,-1
0.187161,0.223029,2199,-1,-1
0.221121,0.158711,2200,-1,-1
0.121692,0.072704,2201,-1,-1
0.4353,0.169157,2202,-1,-1
0.554008,0.301161,2203,-1,-1
0.07226,0.295046,2204,-1,-1
0.952415,0.124045,2205,-1,-1
0.798974,0.077719,2206,2125,-1
0.563901,0.372081,2207,-1,-1
0.341241,0.063112,2208,-1,-1
0.63573,0.402198,2209,-1,-1
0.409471,0.085566,2210,-1,-1
0.779641,0.280224,2211,-1,-1
0.585613,0.36545,2212,-1,-1
0.82831,0.128978,2213,-1,-1
0.64199,0.254034,2214,-1,-1
0.183355,0.314288,2215,-1,-1
0.428141,0.213481,2216,-1,-1
0.738003,0.395685,2217,-1,-1
0.165733,0.070299,2218,-1,-1
0.559676,0.389931,2219,-1,-1
0.240883,0.333524,2220,-1,-1
0.447692,0.148409,2221,-1,-1
0.292153,0.38203,2222,-1,-1
0.313161,0.272503,2223,-1,-1
0.18143,0.359391,1758,-1,-1
0.693526,0.392173,396,-1,-1
0.230371,0.348035,2224,-1,-1
0.7885,0.254265,2225,-1,-1
0.694815,0.12295,2226,-1,-1
0.349377,0.079013,2227,-1,-1
0.807286,0.082896,2228,-1,-1
0.821153,0.108495,2229,-1,-1
0.339562,0.108526,2230,-1,-1
0.903655,0.303228,2231,-1,-1
0.366748,0.116497,2232,-1,-1
0.815653,0.147673,2233,-1,-1
0.574198,0.40892,2234,-1,-1
0.30219,0.25178,2235,-1,-1
0.630407,0.068267,2236,-1,-1
0.189439,0.312343,2237,-1,-1
0.842048,0.287904,2238,-1,-1
0.40615,0.389823,2239,-1,-1
0.336641,0.250321,2240,-1,-1
0.447102,0.183834,2241,-1,-1
0.865142,0.068228,2242,-1,-1
0.135709,0.454369,2243,-1,-1
0.423917,0.364067,2244,-1,-1
0.127379,0.083933,2245,-1,-1
0.250097,0.307626,2246,-1,-1
0.52147,0.387302,2247,-1,-1
0.23428,0.284388,2248,-1,-1
0.810727,0.25204,2249,-1,-1
0.551257,0.329829,2250,-1,-1
0.201867,0.233281,2251,-1,-1
0.106773,0.09234,2252,-1,-1
0.559895,0.148334,2253,-1,-1
0.127724,0.234107,2254,-1,-1
0.315693,0.375744,2255,-1,-1
0.218235,0.155669,2256,-1,-1
0.099406,0.144329,2257,-1,-1
0.763516,0.422064,2258,-1,-1
0.091474,0.091042,2259,-1,-1
0.598802,0.15262,2260,-1,-1
0.871971,0.141337,2261,-1,-1
0.536797,0.414179,2262,-1,-1
0.497823,0.098048,2263,-1,-1
0.090304,0.118275,2264,-1,-1
0.266802,0.386232,2265,-1,-1
0.835454,0.296177,2266,-1,-1
0.836026,0.16653,2267,-1,-1
0.882212,0.366332,2268,-1,-1
0.338655,0.071704,2269,-1,-1
0.188489,0.152682,2270,-1,-1
0.215235,0.306115,2271,-1,-1
0.338268,0.120792,2272,-1,-1
0.593297,0.171527,2273,-1,-1
0.300379,0.299637,2274,-1,-1
0.374914,0.130433,2275,-1,-1
0.592236,0.420947,2276,-1,-1
0.284665,0.171316,2277,-1,-1
0.80415,0.08076,2278,-1,-1
0.830428,0.096942,2279,-1,-1
0.081248,0.380684,2280,-1,-1
0.230987,0.06978,2281,-1,-1
0.675599,0.069498,2282,-1,-1
0.403244,0.202086,2283,-1,-1
0.790633,0.299256,2284,-1,-1
0.514176,0.098909,2285,-1,-1
0.294564,0.204538,2286,-1,-1
0.04443,0.160939,2287,-1,-1
0.764224,0.272248,2288,-1,-1
0.2137,0.152093,2289,-1,-1
0.262251,0.052522,2290,-1,-1
0.619976,0.415903,2291,-1,-1
0.285815,0.383165,2292,-1,-1
