cell-id,cell-label,number-points,CM-0,CM-1,qty-cells-cluster-greater-equal-3,gCluster-label, ground-truth-cell-label
608,608,9,0.071748,0.243467,13,39,30
609,609,2,0.052581,0.210255,13,-1,30
610,610,11,0.0677,0.217052,13,39,30
611,611,4,0.072271,0.301162,1,-1,30
612,612,1,0.070362,0.168802,1,-1,30
613,613,3,0.120577,0.266953,13,-1,30
614,614,1,0.055255,0.192414,1,-1,30
615,615,1,0.053218,0.298494,1,-1,30
616,616,14,0.100824,0.526876,10,330,31
617,617,4,0.073077,0.534026,10,-1,31
618,618,10,0.123958,0.470102,10,330,31
619,619,8,0.103769,0.474296,10,-1,31
620,620,14,0.101558,0.500066,10,330,31
621,621,6,0.077123,0.49758,10,-1,31
622,622,1,0.052369,0.492814,1,-1,31
623,623,9,0.125481,0.526804,10,-1,31
624,624,3,0.09967,0.447805,1,-1,31
625,625,5,0.153892,0.501944,10,-1,31
626,626,1,0.052793,0.515464,1,-1,31
627,627,2,0.122006,0.455078,10,-1,31
628,628,4,0.071147,0.468458,1,-1,31
629,629,1,0.121369,0.548171,1,-1,31
630,630,8,0.125125,0.500816,10,330,31
631,631,1,0.150819,0.514764,1,-1,31
