CM-0,CM-1,label-gC,label-GT
0.558775,0.870952,187,9,9
0.558775,0.870952,187,9,9
0.558775,0.870952,187,9,9
0.558775,0.870952,187,9,9
0.558775,0.870952,187,9,9
0.558775,0.870952,187,9,9
0.558775,0.870952,187,9,9
0.558775,0.870952,187,9,9
0.558775,0.870952,187,9,9
0.559165,0.818608,188,9,9
0.559165,0.818608,188,9,9
0.559165,0.818608,188,9,9
0.559165,0.818608,188,9,9
0.559165,0.818608,188,9,9
0.559165,0.818608,188,9,9
0.559165,0.818608,188,9,9
0.559165,0.818608,188,9,9
0.559165,0.818608,188,9,9
0.559165,0.818608,188,9,9
0.559165,0.818608,188,9,9
0.559165,0.818608,188,9,9
0.559165,0.818608,188,9,9
0.584665,0.869078,189,9,9
0.584665,0.869078,189,9,9
0.584665,0.869078,189,9,9
0.584665,0.869078,189,9,9
0.584665,0.869078,189,9,9
0.584665,0.869078,189,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.557471,0.842734,190,9,9
0.52609,0.865769,191,7,9
0.52609,0.865769,191,7,9
0.52609,0.865769,191,7,9
0.585358,0.818705,192,9,9
0.585358,0.818705,192,9,9
0.585358,0.818705,192,9,9
0.585358,0.818705,192,9,9
0.585358,0.818705,192,9,9
0.585358,0.818705,192,9,9
0.585358,0.818705,192,9,9
0.585358,0.818705,192,9,9
0.583215,0.835562,193,9,9
0.583215,0.835562,193,9,9
0.583215,0.835562,193,9,9
0.583215,0.835562,193,9,9
0.484107,0.837901,194,7,9
0.507786,0.853847,195,7,9
0.507786,0.853847,195,7,9
0.507786,0.853847,195,7,9
0.557401,0.794612,196,9,9
0.557401,0.794612,196,9,9
0.557401,0.794612,196,9,9
0.557401,0.794612,196,9,9
0.557401,0.794612,196,9,9
0.638402,0.837027,197,7,9
0.500084,0.823515,198,7,9
0.500084,0.823515,198,7,9
0.500084,0.823515,198,7,9
0.500084,0.823515,198,7,9
0.576871,0.886175,199,7,9
0.542244,0.904278,200,7,9
0.52691,0.821212,201,9,9
0.52691,0.821212,201,9,9
0.52691,0.821212,201,9,9
0.52691,0.821212,201,9,9
0.52691,0.821212,201,9,9
0.52691,0.821212,201,9,9
0.534763,0.84451,202,9,9
0.534763,0.84451,202,9,9
0.534763,0.84451,202,9,9
0.534763,0.84451,202,9,9
0.534763,0.84451,202,9,9
0.534763,0.84451,202,9,9
0.534763,0.84451,202,9,9
0.571779,0.797411,203,7,9
0.560236,0.911274,204,7,9
0.619646,0.791989,205,7,9
0.532865,0.796055,206,7,9
0.532865,0.796055,206,7,9
0.33212,0.651006,207,10,10
0.33212,0.651006,207,10,10
0.33212,0.651006,207,10,10
0.33212,0.651006,207,10,10
0.33212,0.651006,207,10,10
0.33212,0.651006,207,10,10
0.33212,0.651006,207,10,10
0.33212,0.651006,207,10,10
0.33212,0.651006,207,10,10
0.33212,0.651006,207,10,10
0.328383,0.674533,208,10,10
0.328383,0.674533,208,10,10
0.328383,0.674533,208,10,10
0.328383,0.674533,208,10,10
0.328383,0.674533,208,10,10
0.328383,0.674533,208,10,10
0.328383,0.674533,208,10,10
0.328383,0.674533,208,10,10
0.328383,0.674533,208,10,10
0.328383,0.674533,208,10,10
0.328383,0.674533,208,10,10
0.328383,0.674533,208,10,10
0.356461,0.670542,209,10,10
0.356461,0.670542,209,10,10
0.356461,0.670542,209,10,10
0.356461,0.670542,209,10,10
0.356461,0.670542,209,10,10
0.356461,0.670542,209,10,10
0.356461,0.670542,209,10,10
0.356461,0.670542,209,10,10
0.356461,0.670542,209,10,10
0.356461,0.670542,209,10,10
0.356461,0.670542,209,10,10
0.356461,0.670542,209,10,10
0.356461,0.670542,209,10,10
0.356461,0.670542,209,10,10
0.318609,0.603179,210,7,10
0.359822,0.696937,211,10,10
0.359822,0.696937,211,10,10
0.359822,0.696937,211,10,10
0.359822,0.696937,211,10,10
0.359822,0.696937,211,10,10
0.359822,0.696937,211,10,10
0.359822,0.696937,211,10,10
0.359822,0.696937,211,10,10
0.359822,0.696937,211,10,10
0.359822,0.696937,211,10,10
0.384384,0.699318,212,10,10
0.384384,0.699318,212,10,10
0.384384,0.699318,212,10,10
0.384384,0.699318,212,10,10
0.384384,0.699318,212,10,10
0.384384,0.699318,212,10,10
0.299159,0.698006,213,10,10
0.299159,0.698006,213,10,10
0.299159,0.698006,213,10,10
0.299159,0.698006,213,10,10
0.299159,0.698006,213,10,10
0.299159,0.698006,213,10,10
0.302163,0.673928,214,10,10
0.302163,0.673928,214,10,10
0.302163,0.673928,214,10,10
0.302163,0.673928,214,10,10
0.302163,0.673928,214,10,10
0.302163,0.673928,214,10,10
0.302163,0.673928,214,10,10
0.302163,0.673928,214,10,10
0.302163,0.673928,214,10,10
0.305426,0.648771,215,10,10
0.305426,0.648771,215,10,10
0.305426,0.648771,215,10,10
0.305426,0.648771,215,10,10
0.305426,0.648771,215,10,10
0.305426,0.648771,215,10,10
0.416423,0.678752,216,29,29
0.416423,0.678752,216,29,29
0.416423,0.678752,216,29,29
0.416423,0.678752,216,29,29
0.416423,0.678752,216,29,29
0.416423,0.678752,216,29,29
0.327423,0.703612,217,10,10
0.327423,0.703612,217,10,10
0.327423,0.703612,217,10,10
0.327423,0.703612,217,10,10
0.327423,0.703612,217,10,10
0.327423,0.703612,217,10,10
0.327423,0.703612,217,10,10
0.382389,0.669439,218,10,10
0.382389,0.669439,218,10,10
0.382389,0.669439,218,10,10
0.382389,0.669439,218,10,10
0.382389,0.669439,218,10,10
0.382389,0.669439,218,10,10
0.352286,0.64652,219,10,10
0.352286,0.64652,219,10,10
0.352286,0.64652,219,10,10
0.352286,0.64652,219,10,10
0.352286,0.64652,219,10,10
0.266753,0.701563,220,7,10
0.266753,0.701563,220,7,10
0.302182,0.759796,221,28,28
0.302182,0.759796,221,28,28
0.302182,0.759796,221,28,28
0.302182,0.759796,221,28,28
0.302182,0.759796,221,28,28
0.302182,0.759796,221,28,28
0.302182,0.759796,221,28,28
0.302182,0.759796,221,28,28
0.302182,0.759796,221,28,28
0.321155,0.599943,222,7,10
0.366391,0.733308,223,7,10
0.759969,0.210987,224,11,11
0.759969,0.210987,224,11,11
0.759969,0.210987,224,11,11
0.759969,0.210987,224,11,11
0.759969,0.210987,224,11,11
0.759969,0.210987,224,11,11
0.759969,0.210987,224,11,11
0.759969,0.210987,224,11,11
0.707954,0.176651,225,11,11
0.707954,0.176651,225,11,11
0.707954,0.176651,225,11,11
0.707954,0.176651,225,11,11
0.784748,0.18742,226,11,11
0.784748,0.18742,226,11,11
0.784748,0.18742,226,11,11
0.784748,0.18742,226,11,11
0.784748,0.18742,226,11,11
0.784748,0.18742,226,11,11
0.784748,0.18742,226,11,11
0.784748,0.18742,226,11,11
0.784748,0.18742,226,11,11
0.756788,0.161359,227,11,11
0.756788,0.161359,227,11,11
0.756788,0.161359,227,11,11
0.756788,0.161359,227,11,11
0.756788,0.161359,227,11,11
0.756788,0.161359,227,11,11
0.756788,0.161359,227,11,11
0.756788,0.161359,227,11,11
0.756788,0.161359,227,11,11
0.7781,0.242306,228,7,11
0.7781,0.242306,228,7,11
0.730132,0.183773,229,11,11
0.730132,0.183773,229,11,11
0.730132,0.183773,229,11,11
0.730132,0.183773,229,11,11
0.730132,0.183773,229,11,11
0.730132,0.183773,229,11,11
0.730132,0.183773,229,11,11
0.730132,0.183773,229,11,11
0.730132,0.183773,229,11,11
0.730132,0.183773,229,11,11
0.730132,0.183773,229,11,11
0.784359,0.207959,230,11,11
0.784359,0.207959,230,11,11
0.784359,0.207959,230,11,11
0.784359,0.207959,230,11,11
0.757097,0.187598,231,11,11
0.757097,0.187598,231,11,11
0.757097,0.187598,231,11,11
0.757097,0.187598,231,11,11
0.757097,0.187598,231,11,11
0.757097,0.187598,231,11,11
0.757097,0.187598,231,11,11
0.757097,0.187598,231,11,11
0.757097,0.187598,231,11,11
0.757097,0.187598,231,11,11
0.757097,0.187598,231,11,11
0.757097,0.187598,231,11,11
0.757097,0.187598,231,11,11
0.753374,0.12942,232,7,11
0.753374,0.12942,232,7,11
0.753374,0.12942,232,7,11
0.740672,0.245935,233,7,11
0.780434,0.160625,234,11,11
0.780434,0.160625,234,11,11
0.780434,0.160625,234,11,11
0.780434,0.160625,234,11,11
0.780434,0.160625,234,11,11
0.780434,0.160625,234,11,11
0.727029,0.21137,235,11,11
0.727029,0.21137,235,11,11
0.727029,0.21137,235,11,11
0.727029,0.21137,235,11,11
0.726508,0.162117,236,11,11
0.726508,0.162117,236,11,11
0.726508,0.162117,236,11,11
0.726508,0.162117,236,11,11
0.726508,0.162117,236,11,11
0.726508,0.162117,236,11,11
0.726508,0.162117,236,11,11
0.726508,0.162117,236,11,11
0.726508,0.162117,236,11,11
0.724508,0.09955,237,25,25
0.724508,0.09955,237,25,25
0.724508,0.09955,237,25,25
0.724508,0.09955,237,25,25
0.724508,0.09955,237,25,25
0.724508,0.09955,237,25,25
0.724508,0.09955,237,25,25
0.724508,0.09955,237,25,25
0.724508,0.09955,237,25,25
0.701122,0.209905,238,7,11
0.701122,0.209905,238,7,11
0.701122,0.209905,238,7,11
0.808399,0.171951,239,7,11
0.69659,0.12749,240,25,25
0.69659,0.12749,240,25,25
0.69659,0.12749,240,25,25
0.69659,0.12749,240,25,25
0.69659,0.12749,240,25,25
0.753629,0.235587,241,7,11
0.753629,0.235587,241,7,11
0.753629,0.235587,241,7,11
0.701631,0.153542,242,7,11
0.701631,0.153542,242,7,11
0.704686,0.239726,243,7,11
0.682026,0.196087,244,7,11
0.893581,0.413902,245,12,12
0.893581,0.413902,245,12,12
0.893581,0.413902,245,12,12
0.893581,0.413902,245,12,12
0.893581,0.413902,245,12,12
0.893581,0.413902,245,12,12
0.893581,0.413902,245,12,12
0.893581,0.413902,245,12,12
0.893581,0.413902,245,12,12
0.840574,0.391884,246,12,12
0.840574,0.391884,246,12,12
0.840574,0.391884,246,12,12
0.840574,0.391884,246,12,12
0.840574,0.391884,246,12,12
0.840574,0.391884,246,12,12
0.840574,0.391884,246,12,12
0.840574,0.391884,246,12,12
0.840574,0.391884,246,12,12
0.868367,0.415659,247,12,12
0.868367,0.415659,247,12,12
0.868367,0.415659,247,12,12
0.868367,0.415659,247,12,12
0.868367,0.415659,247,12,12
0.868367,0.415659,247,12,12
0.868367,0.415659,247,12,12
0.868367,0.415659,247,12,12
0.868367,0.415659,247,12,12
0.868367,0.415659,247,12,12
0.868367,0.415659,247,12,12
0.868367,0.415659,247,12,12
0.809693,0.432515,248,7,12
0.809693,0.432515,248,7,12
0.809693,0.432515,248,7,12
0.809693,0.432515,248,7,12
0.841776,0.441892,249,12,12
0.841776,0.441892,249,12,12
0.841776,0.441892,249,12,12
0.841776,0.441892,249,12,12
0.841776,0.441892,249,12,12
0.841776,0.441892,249,12,12
0.841776,0.441892,249,12,12
0.841776,0.441892,249,12,12
0.841776,0.441892,249,12,12
0.841776,0.441892,249,12,12
0.841776,0.441892,249,12,12
0.819403,0.409938,250,12,12
0.819403,0.409938,250,12,12
0.819403,0.409938,250,12,12
0.819403,0.409938,250,12,12
0.819403,0.409938,250,12,12
0.819403,0.409938,250,12,12
0.873172,0.386017,251,12,12
0.873172,0.386017,251,12,12
0.873172,0.386017,251,12,12
0.873172,0.386017,251,12,12
0.873172,0.386017,251,12,12
0.809332,0.469114,252,7,12
0.795753,0.412532,253,7,12
0.866846,0.472437,254,12,12
0.866846,0.472437,254,12,12
0.866846,0.472437,254,12,12
0.866846,0.472437,254,12,12
0.866846,0.472437,254,12,12
0.866846,0.472437,254,12,12
0.846779,0.413941,255,12,12
0.846779,0.413941,255,12,12
0.846779,0.413941,255,12,12
0.846779,0.413941,255,12,12
0.846779,0.413941,255,12,12
0.846779,0.413941,255,12,12
0.846779,0.413941,255,12,12
0.846779,0.413941,255,12,12
0.846779,0.413941,255,12,12
0.896206,0.445292,256,12,12
0.896206,0.445292,256,12,12
0.896206,0.445292,256,12,12
0.896206,0.445292,256,12,12
0.896206,0.445292,256,12,12
0.846803,0.461112,257,12,12
0.846803,0.461112,257,12,12
0.870362,0.442083,258,12,12
0.870362,0.442083,258,12,12
0.870362,0.442083,258,12,12
0.870362,0.442083,258,12,12
0.870362,0.442083,258,12,12
0.870362,0.442083,258,12,12
0.870362,0.442083,258,12,12
0.870362,0.442083,258,12,12
0.870362,0.442083,258,12,12
0.870362,0.442083,258,12,12
0.870362,0.442083,258,12,12
0.915845,0.384023,259,7,12
0.876804,0.502696,260,18,18
0.876804,0.502696,260,18,18
0.876804,0.502696,260,18,18
0.909819,0.361722,261,7,12
0.822459,0.382944,262,12,12
0.822459,0.382944,262,12,12
0.822459,0.382944,262,12,12
0.855247,0.366095,263,7,12
0.855247,0.366095,263,7,12
0.779182,0.356781,264,7,27
0.779182,0.356781,264,7,27
0.779182,0.356781,264,7,27
0.779182,0.356781,264,7,27
0.808908,0.364171,265,7,12
0.898461,0.476023,266,18,18
0.898461,0.476023,266,18,18
0.898461,0.476023,266,18,18
0.898461,0.476023,266,18,18
0.898461,0.476023,266,18,18
0.898461,0.476023,266,18,18
0.819517,0.501996,267,7,12
0.875956,0.368981,268,7,12
0.786035,0.4943,269,7,26
0.786035,0.4943,269,7,26
0.786035,0.4943,269,7,26
0.786035,0.4943,269,7,26
0.474667,0.238774,270,13,13
0.474667,0.238774,270,13,13
0.474667,0.238774,270,13,13
0.474667,0.238774,270,13,13
0.474667,0.238774,270,13,13
0.474667,0.238774,270,13,13
0.474667,0.238774,270,13,13
0.474667,0.238774,270,13,13
0.474667,0.238774,270,13,13
0.494612,0.211926,271,13,13
0.494612,0.211926,271,13,13
0.494612,0.211926,271,13,13
0.494612,0.211926,271,13,13
0.494612,0.211926,271,13,13
0.494612,0.211926,271,13,13
0.494612,0.211926,271,13,13
0.494612,0.211926,271,13,13
0.494612,0.211926,271,13,13
0.49693,0.18925,272,13,13
0.49693,0.18925,272,13,13
0.49693,0.18925,272,13,13
0.49693,0.18925,272,13,13
0.49693,0.18925,272,13,13
0.49693,0.18925,272,13,13
0.49693,0.18925,272,13,13
0.49693,0.18925,272,13,13
0.49693,0.18925,272,13,13
0.49693,0.18925,272,13,13
0.49693,0.18925,272,13,13
0.414909,0.215079,273,7,13
0.414909,0.215079,273,7,13
0.414909,0.215079,273,7,13
0.414909,0.215079,273,7,13
0.414909,0.215079,273,7,13
0.414909,0.215079,273,7,13
0.517037,0.221186,274,7,13
0.517037,0.221186,274,7,13
0.433354,0.283015,275,7,13
0.46941,0.190308,276,13,13
0.46941,0.190308,276,13,13
0.46941,0.190308,276,13,13
0.46941,0.190308,276,13,13
0.46941,0.190308,276,13,13
0.46941,0.190308,276,13,13
0.46941,0.190308,276,13,13
0.46941,0.190308,276,13,13
0.46941,0.190308,276,13,13
0.46941,0.190308,276,13,13
0.46941,0.190308,276,13,13
0.46941,0.190308,276,13,13
0.418332,0.19976,277,7,13
0.439562,0.188704,278,13,13
0.439562,0.188704,278,13,13
0.439562,0.188704,278,13,13
0.439562,0.188704,278,13,13
0.439562,0.188704,278,13,13
0.439562,0.188704,278,13,13
0.439562,0.188704,278,13,13
0.475145,0.217793,279,13,13
0.475145,0.217793,279,13,13
0.475145,0.217793,279,13,13
0.475145,0.217793,279,13,13
0.475145,0.217793,279,13,13
0.475145,0.217793,279,13,13
0.475145,0.217793,279,13,13
0.475145,0.217793,279,13,13
0.475145,0.217793,279,13,13
0.475145,0.217793,279,13,13
0.430384,0.133297,280,7,13
0.416974,0.241082,281,7,13
0.416974,0.241082,281,7,13
0.467345,0.162375,282,7,13
0.467345,0.162375,282,7,13
0.447202,0.218096,283,13,13
0.447202,0.218096,283,13,13
0.447202,0.218096,283,13,13
0.447202,0.218096,283,13,13
0.447202,0.218096,283,13,13
0.447202,0.218096,283,13,13
0.519074,0.183232,284,7,13
0.439253,0.159838,285,7,13
0.439253,0.159838,285,7,13
0.406365,0.265175,286,7,13
0.446311,0.240411,287,13,13
0.446311,0.240411,287,13,13
0.446311,0.240411,287,13,13
0.446311,0.240411,287,13,13
0.446311,0.240411,287,13,13
0.446311,0.240411,287,13,13
0.499044,0.38887,288,14,14
0.499044,0.38887,288,14,14
0.499044,0.38887,288,14,14
0.499044,0.38887,288,14,14
0.499044,0.38887,288,14,14
0.499044,0.38887,288,14,14
0.499044,0.38887,288,14,14
0.552513,0.435095,289,7,14
0.4699,0.41603,290,14,14
0.4699,0.41603,290,14,14
0.4699,0.41603,290,14,14
0.4699,0.41603,290,14,14
0.4699,0.41603,290,14,14
0.4699,0.41603,290,14,14
0.4699,0.41603,290,14,14
0.4699,0.41603,290,14,14
0.4699,0.41603,290,14,14
0.4699,0.41603,290,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.497771,0.414686,291,14,14
0.528652,0.41708,292,14,14
0.528652,0.41708,292,14,14
0.528652,0.41708,292,14,14
0.528652,0.41708,292,14,14
0.528652,0.41708,292,14,14
0.528652,0.41708,292,14,14
0.528652,0.41708,292,14,14
0.471954,0.388448,293,14,14
0.471954,0.388448,293,14,14
0.471954,0.388448,293,14,14
0.471954,0.388448,293,14,14
0.471954,0.388448,293,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.500038,0.438176,294,14,14
0.470994,0.4375,295,14,14
0.470994,0.4375,295,14,14
0.470994,0.4375,295,14,14
0.470994,0.4375,295,14,14
0.470994,0.4375,295,14,14
0.470994,0.4375,295,14,14
0.470994,0.4375,295,14,14
0.470994,0.4375,295,14,14
0.534379,0.437252,296,14,14
0.534379,0.437252,296,14,14
0.534379,0.437252,296,14,14
0.491448,0.508643,297,7,14
0.491448,0.508643,297,7,14
0.469481,0.472029,298,7,14
0.469481,0.472029,298,7,14
0.469481,0.472029,298,7,14
0.519668,0.457308,299,7,14
0.437258,0.408772,300,7,14
0.437258,0.408772,300,7,14
0.474644,0.35993,301,7,14
0.474644,0.35993,301,7,14
0.454063,0.393118,302,7,14
0.553531,0.403525,303,7,14
0.502248,0.474864,304,14,14
0.502248,0.474864,304,14,14
0.502248,0.474864,304,14,14
0.502248,0.474864,304,14,14
0.449904,0.467278,305,7,14
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.644413,0.588785,306,15,15
0.616619,0.618104,307,15,15
0.616619,0.618104,307,15,15
0.616619,0.618104,307,15,15
0.616619,0.618104,307,15,15
0.616619,0.618104,307,15,15
0.616619,0.618104,307,15,15
0.616619,0.618104,307,15,15
0.616619,0.618104,307,15,15
0.616619,0.618104,307,15,15
0.616619,0.618104,307,15,15
0.616619,0.618104,307,15,15
0.616619,0.618104,307,15,15
0.685845,0.608513,308,15,15
0.61171,0.558971,309,7,15
0.61171,0.558971,309,7,15
0.68941,0.63676,310,7,15
0.68941,0.63676,310,7,15
0.645585,0.617457,311,15,15
0.645585,0.617457,311,15,15
0.645585,0.617457,311,15,15
0.645585,0.617457,311,15,15
0.645585,0.617457,311,15,15
0.645585,0.617457,311,15,15
0.645585,0.617457,311,15,15
0.645585,0.617457,311,15,15
0.645585,0.617457,311,15,15
0.645585,0.617457,311,15,15
0.645585,0.617457,311,15,15
0.671867,0.61049,312,15,15
0.671867,0.61049,312,15,15
0.671867,0.61049,312,15,15
0.671867,0.61049,312,15,15
0.671867,0.61049,312,15,15
0.671867,0.61049,312,15,15
0.671867,0.61049,312,15,15
0.671867,0.61049,312,15,15
0.671867,0.61049,312,15,15
0.671867,0.61049,312,15,15
0.672326,0.587762,313,15,15
0.672326,0.587762,313,15,15
0.672326,0.587762,313,15,15
0.672326,0.587762,313,15,15
0.672326,0.587762,313,15,15
0.672326,0.587762,313,15,15
0.672326,0.587762,313,15,15
0.666834,0.640357,314,15,15
0.666834,0.640357,314,15,15
0.666834,0.640357,314,15,15
0.666834,0.640357,314,15,15
0.666834,0.640357,314,15,15
0.666834,0.640357,314,15,15
0.666834,0.640357,314,15,15
0.666834,0.640357,314,15,15
0.621046,0.587149,315,15,15
0.621046,0.587149,315,15,15
0.621046,0.587149,315,15,15
0.621046,0.587149,315,15,15
0.621046,0.587149,315,15,15
0.621046,0.587149,315,15,15
0.621046,0.587149,315,15,15
0.621046,0.587149,315,15,15
0.621046,0.587149,315,15,15
0.621046,0.587149,315,15,15
0.664585,0.561464,316,7,15
0.664585,0.561464,316,7,15
0.580435,0.612361,317,7,15
0.677273,0.698065,318,7,15
0.637723,0.556632,319,15,15
0.637723,0.556632,319,15,15
0.637723,0.556632,319,15,15
0.637723,0.556632,319,15,15
0.589601,0.595308,320,7,15
0.589601,0.595308,320,7,15
0.618118,0.636615,321,15,15
0.618118,0.636615,321,15,15
0.618118,0.636615,321,15,15
0.591214,0.554205,322,7,15
0.608697,0.666057,323,7,15
0.619985,0.542837,324,7,15
0.656522,0.641833,325,15,15
0.656522,0.641833,325,15,15
0.640821,0.667762,326,7,15
0.640821,0.667762,326,7,15
0.213358,0.466764,327,16,16
0.213358,0.466764,327,16,16
0.213358,0.466764,327,16,16
0.213358,0.466764,327,16,16
0.213358,0.466764,327,16,16
0.213358,0.466764,327,16,16
0.213358,0.466764,327,16,16
0.213358,0.466764,327,16,16
0.241565,0.422181,328,16,16
0.241565,0.422181,328,16,16
0.241565,0.422181,328,16,16
0.241565,0.422181,328,16,16
0.241565,0.422181,328,16,16
0.241565,0.422181,328,16,16
0.241565,0.422181,328,16,16
0.241565,0.422181,328,16,16
0.241565,0.422181,328,16,16
0.215264,0.438593,329,16,16
0.215264,0.438593,329,16,16
0.215264,0.438593,329,16,16
0.215264,0.438593,329,16,16
0.215264,0.438593,329,16,16
0.215264,0.438593,329,16,16
0.215264,0.438593,329,16,16
0.215264,0.438593,329,16,16
0.215264,0.438593,329,16,16
0.215264,0.438593,329,16,16
0.215264,0.438593,329,16,16
0.215264,0.438593,329,16,16
0.215264,0.438593,329,16,16
0.215264,0.438593,329,16,16
0.215264,0.438593,329,16,16
0.245705,0.497973,330,7,16
0.183058,0.417242,331,16,16
0.183058,0.417242,331,16,16
0.183058,0.417242,331,16,16
0.183058,0.417242,331,16,16
0.183058,0.417242,331,16,16
0.183058,0.417242,331,16,16
0.183058,0.417242,331,16,16
0.240821,0.44454,332,16,16
0.240821,0.44454,332,16,16
0.240821,0.44454,332,16,16
0.240821,0.44454,332,16,16
0.240821,0.44454,332,16,16
0.240821,0.44454,332,16,16
0.240821,0.44454,332,16,16
0.240821,0.44454,332,16,16
0.240821,0.44454,332,16,16
0.240821,0.44454,332,16,16
0.240821,0.44454,332,16,16
0.240821,0.44454,332,16,16
0.240821,0.44454,332,16,16
0.187653,0.443986,333,16,16
0.187653,0.443986,333,16,16
0.187653,0.443986,333,16,16
0.187653,0.443986,333,16,16
0.187653,0.443986,333,16,16
0.187653,0.443986,333,16,16
0.187653,0.443986,333,16,16
0.187653,0.443986,333,16,16
0.187653,0.443986,333,16,16
0.18266,0.46652,334,16,16
0.18266,0.46652,334,16,16
0.18266,0.46652,334,16,16
0.18266,0.46652,334,16,16
0.18266,0.46652,334,16,16
0.18266,0.46652,334,16,16
0.170255,0.384198,335,7,16
0.164636,0.438138,336,16,16
0.164636,0.438138,336,16,16
0.164636,0.438138,336,16,16
0.164636,0.438138,336,16,16
0.164636,0.438138,336,16,16
0.157151,0.471458,337,7,31
0.157151,0.471458,337,7,31
0.157151,0.471458,337,7,31
0.157151,0.471458,337,7,31
0.157151,0.471458,337,7,31
0.215298,0.412993,338,16,16
0.215298,0.412993,338,16,16
0.215298,0.412993,338,16,16
0.215298,0.412993,338,16,16
0.215298,0.412993,338,16,16
0.215298,0.412993,338,16,16
0.215298,0.412993,338,16,16
0.215298,0.412993,338,16,16
0.215298,0.412993,338,16,16
0.215298,0.412993,338,16,16
0.215298,0.412993,338,16,16
0.240811,0.472758,339,16,16
0.240811,0.472758,339,16,16
0.240811,0.472758,339,16,16
0.186125,0.357,340,7,16
0.270699,0.41157,341,17,17
0.270699,0.41157,341,17,17
0.270699,0.41157,341,17,17
0.270699,0.41157,341,17,17
0.207371,0.490598,342,7,16
0.207371,0.490598,342,7,16
0.207371,0.490598,342,7,16
0.216721,0.39115,343,7,16
0.216721,0.39115,343,7,16
0.232974,0.382536,344,7,16
0.27367,0.431728,345,7,16
0.27367,0.431728,345,7,16
0.303311,0.360148,346,7,17
0.303311,0.360148,346,7,17
0.303311,0.360148,346,7,17
0.303311,0.360148,346,7,17
0.328055,0.386751,347,17,17
0.328055,0.386751,347,17,17
0.328055,0.386751,347,17,17
0.328055,0.386751,347,17,17
0.328055,0.386751,347,17,17
0.328055,0.386751,347,17,17
0.328055,0.386751,347,17,17
0.328055,0.386751,347,17,17
0.328055,0.386751,347,17,17
0.328055,0.386751,347,17,17
0.35532,0.414515,348,17,17
0.35532,0.414515,348,17,17
0.35532,0.414515,348,17,17
0.35532,0.414515,348,17,17
0.35532,0.414515,348,17,17
0.35532,0.414515,348,17,17
0.35532,0.414515,348,17,17
0.35532,0.414515,348,17,17
0.35532,0.414515,348,17,17
0.336092,0.472,349,7,17
0.303548,0.411133,350,17,17
0.303548,0.411133,350,17,17
0.303548,0.411133,350,17,17
0.303548,0.411133,350,17,17
0.303548,0.411133,350,17,17
0.303548,0.411133,350,17,17
0.303548,0.411133,350,17,17
0.303548,0.411133,350,17,17
0.303548,0.411133,350,17,17
0.303548,0.411133,350,17,17
0.303548,0.411133,350,17,17
0.303548,0.411133,350,17,17
0.303548,0.411133,350,17,17
0.379716,0.37073,351,7,17
0.278762,0.384329,352,17,17
0.278762,0.384329,352,17,17
0.278762,0.384329,352,17,17
0.278762,0.384329,352,17,17
0.303094,0.443823,353,17,17
0.303094,0.443823,353,17,17
0.303094,0.443823,353,17,17
0.303094,0.443823,353,17,17
0.303094,0.443823,353,17,17
0.355239,0.382711,354,17,17
0.355239,0.382711,354,17,17
0.355239,0.382711,354,17,17
0.355239,0.382711,354,17,17
0.355239,0.382711,354,17,17
0.358286,0.435008,355,7,17
0.358286,0.435008,355,7,17
