CM-0,CM-1,cell-id,number-points,connected-cells,gCluster-label
0.550688,0.29072,755,10,53,1
0.550897,0.325537,756,15,53,1
0.568243,0.310405,757,18,53,1
0.56933,0.291525,758,17,53,1
0.572153,0.272015,759,10,53,1
0.571201,0.327022,760,7,53,1
0.570298,0.250872,761,8,1,-1
0.590985,0.209358,762,9,53,1
0.588999,0.290462,763,11,53,1
0.594341,0.227382,764,9,53,1
0.588686,0.309265,765,11,53,1
0.58998,0.325329,766,9,53,1
0.592192,0.189325,767,16,53,1
0.594202,0.168807,768,10,53,1
0.593627,0.26917,769,5,53,1
0.596384,0.152512,770,9,53,1
0.593959,0.250577,771,8,53,1
0.609215,0.189178,772,16,53,1
0.610964,0.209898,773,17,53,1
0.608836,0.248922,774,15,53,1
0.60766,0.2895,775,11,53,1
0.607698,0.230831,776,14,53,1
0.610068,0.310238,777,12,53,1
0.611899,0.268303,778,14,53,1
0.611599,0.32442,779,12,53,1
0.61357,0.147763,780,19,53,1
0.609033,0.131413,781,8,53,1
0.611267,0.171409,782,10,53,1
0.627786,0.2909,783,17,53,1
0.63091,0.309747,784,22,53,1
0.627735,0.149102,785,13,53,1
0.629876,0.328266,786,8,53,1
0.628187,0.212555,787,13,53,1
0.62847,0.230526,788,16,53,1
0.628887,0.189886,789,13,53,1
0.629346,0.168163,790,11,53,1
0.629033,0.250302,791,13,53,1
0.650061,0.271165,792,15,53,1
0.648589,0.28775,793,18,53,1
0.647268,0.210478,794,17,53,1
0.645367,0.169807,795,12,53,1
0.647414,0.309063,796,14,53,1
0.642496,0.139608,797,3,1,-1
0.647484,0.327309,798,11,53,1
0.648007,0.190349,799,14,53,1
0.64903,0.24873,800,10,53,1
0.650354,0.149066,801,9,53,1
0.651112,0.229602,802,8,53,1
0.71307,0.090463,803,7,117,5
0.727582,0.088517,804,16,117,5
0.731234,0.073007,805,19,117,5
0.729798,0.105623,806,10,117,5
0.732512,0.055313,807,5,117,5
0.75152,0.071053,808,21,117,5
0.753948,0.229849,809,13,117,5
0.750132,0.09088,810,23,117,5
0.748979,0.105694,811,11,117,5
0.751486,0.267466,812,6,117,5
0.750732,0.055361,813,6,117,5
0.754304,0.214779,814,6,117,5
0.757564,0.250707,815,4,117,5
0.768592,0.248158,816,12,117,5
0.769026,0.068015,817,21,117,5
0.770904,0.212441,818,21,117,5
0.768647,0.191249,819,18,117,5
0.767757,0.090899,820,19,117,5
0.772356,0.055785,821,5,117,5
0.769181,0.268924,822,16,117,5
0.767778,0.2312,823,10,117,5
0.769069,0.108182,824,12,117,5
0.774073,0.289675,825,8,117,5
0.776479,0.169281,826,4,117,5
0.78859,0.07043,827,12,117,5
0.791875,0.130196,828,10,117,5
0.790224,0.107556,829,19,117,5
0.790444,0.189452,830,18,117,5
0.78657,0.266025,831,16,117,5
0.788523,0.053282,832,10,117,5
0.790274,0.149853,833,9,117,5
0.79082,0.089004,834,11,117,5
0.791152,0.292372,835,16,117,5
0.792364,0.305432,836,12,117,5
0.789449,0.248272,837,13,117,5
0.793514,0.168931,838,17,117,5
0.79174,0.231378,839,11,117,5
0.79191,0.210052,840,9,117,5
0.809362,0.251191,841,10,117,5
0.808575,0.31055,842,23,117,5
0.807142,0.2701,843,11,117,5
0.81112,0.151067,844,16,117,5
0.80723,0.088081,845,20,117,5
0.810613,0.130469,846,13,117,5
0.810137,0.167576,847,25,117,5
0.811826,0.05387,848,13,117,5
0.809741,0.288956,849,13,117,5
0.807881,0.072079,850,8,117,5
0.811036,0.109422,851,18,117,5
0.810915,0.230627,852,21,117,5
0.808913,0.188124,853,19,117,5
0.812903,0.331465,854,13,117,5
0.813003,0.20884,855,10,117,5
0.829355,0.090642,856,22,117,5
0.823946,0.330797,857,10,117,5
0.828226,0.110046,858,24,117,5
0.827827,0.272095,859,19,117,5
0.830519,0.130098,860,14,117,5
0.825473,0.232947,861,9,117,5
0.829777,0.249059,862,15,117,5
0.830753,0.149286,863,18,117,5
0.82786,0.053404,864,9,117,5
0.830904,0.291662,865,19,117,5
0.828062,0.172335,866,13,117,5
0.830333,0.309774,867,18,117,5
0.831323,0.189193,868,7,117,5
0.831139,0.069217,869,10,117,5
0.832772,0.211307,870,13,117,5
0.83423,0.351007,871,11,117,5
0.847857,0.068114,872,12,117,5
0.848005,0.351135,873,12,117,5
0.848725,0.251238,874,22,117,5
0.849243,0.05453,875,13,117,5
0.849644,0.331113,876,25,117,5
0.849728,0.270009,877,14,117,5
0.851163,0.128299,878,13,117,5
0.849704,0.211764,879,22,117,5
0.848895,0.149208,880,15,117,5
0.850015,0.109772,881,16,117,5
0.850683,0.089318,882,12,117,5
0.851295,0.226353,883,15,117,5
0.84939,0.290535,884,16,117,5
0.849764,0.186966,885,9,117,5
0.850868,0.169045,886,14,117,5
0.853831,0.368457,887,12,117,5
0.850544,0.30985,888,13,117,5
0.870218,0.288693,889,11,117,5
0.868868,0.089134,890,15,117,5
0.872143,0.192025,891,11,117,5
0.868958,0.312028,892,7,117,5
0.868888,0.36959,893,16,117,5
0.869388,0.249766,894,15,117,5
0.870947,0.110769,895,23,117,5
0.869773,0.231771,896,10,117,5
0.870009,0.269702,897,15,117,5
0.869725,0.331871,898,15,117,5
0.871048,0.349368,899,8,117,5
0.86883,0.13063,900,16,117,5
0.870397,0.150245,901,16,117,5
0.870693,0.168629,902,18,117,5
0.871785,0.211409,903,19,117,5
0.869278,0.069126,904,13,117,5
0.876525,0.383071,905,4,117,5
0.884488,0.169682,906,11,117,5
0.886252,0.212875,907,4,117,5
0.887407,0.313941,908,8,117,5
0.890292,0.108201,909,16,117,5
0.887239,0.148281,910,14,117,5
0.888547,0.369293,911,18,117,5
0.887455,0.089979,912,9,117,5
0.893084,0.130532,913,11,117,5
0.887984,0.350353,914,16,117,5
0.890717,0.289936,915,10,117,5
0.889312,0.329855,916,9,117,5
0.888428,0.382815,917,2,117,5
0.902431,0.334222,918,4,117,5
0.904978,0.34627,919,5,117,5
